dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
35,5,20,40,6m,2f_60,3,6,5,2.093,3.167,2.5745933659512135
35,20,10,35,6m-1m,2f_70,3,8,7,2.73,2.428,2.574575693196842
20,20,5,55,6m-1m,2f_80,5,8,7,1.717,3.86,2.5744164387293678
30,20,20,30,6m-1m,2f_70,3,6,7,2.827,2.341,2.5725487361758574
30,0,20,50,6m-1m,2f_60,3,6,5,2.082,3.176,2.5714649521235944
40,10,20,30,6m-1m,2f_60,3,6,7,2.685,2.462,2.5710834292181186
25,10,15,50,6m-1m,2f_80,3,8,7,1.382,4.783,2.5710126409646454
40,10,10,40,6m-1m,2f_80,3,8,7,2.43,2.72,2.5709142342754263
35,15,5,45,6m,2f_70,3,6,5,2.703,2.445,2.5707654502112787
40,5,20,35,6m-1m,2f_80,5,10,7,2.508,2.635,2.5707158536096517
40,10,20,30,6m,2f_60,3,8,7,2.727,2.423,2.5705098716013524
30,10,15,45,6m-1m,2f_80,3,6,7,2.459,2.687,2.5704733027207265
40,15,10,35,6m,2f_60,3,6,5,2.835,2.33,2.5701264560328543
40,0,20,40,6m,2f_60,5,8,7,2.522,2.618,2.5695517118750497
40,15,10,35,6m,2f_60,3,6,7,2.833,2.33,2.5692197259090164
30,0,20,50,6m-1m,2f_60,3,6,7,2.082,3.17,2.5690348382223234
35,15,10,40,6m,2f_60,3,6,7,2.884,2.287,2.5682110505174607
35,20,5,40,6m-1m,2f_70,3,8,7,2.694,2.448,2.568056074154145
20,20,5,55,6m-1m,2f_70,5,8,7,1.681,3.921,2.567333441530336
35,0,25,40,6m-1m,2f_60,5,8,7,2.505,2.631,2.567227103315949
25,15,5,55,6m-1m,2f_80,5,8,7,1.867,3.53,2.5671988625737585
30,15,20,35,6m-1m,2f_60,3,8,7,2.347,2.808,2.567172763956489
35,10,20,35,6m,2f_70,3,8,7,2.729,2.414,2.566672164496276
25,10,15,50,6m-1m,2f_70,3,8,7,1.391,4.736,2.566666320346297
30,10,20,40,6m-1m,2f_80,3,6,5,2.564,2.569,2.566498782388178
30,15,20,35,6m-1m,2f_60,5,8,7,2.663,2.472,2.565723289834662
25,15,20,40,6m-1m,2f_60,3,6,7,2.585,2.546,2.5654258905686596
25,15,20,40,6m-1m,2f_60,3,6,5,2.585,2.546,2.5654258905686596
25,15,5,55,6m-1m,2f_80,3,6,7,1.6,4.113,2.5653069991718342
25,15,5,55,6m-1m,2f_80,3,6,5,1.6,4.113,2.5653069991718342
30,10,20,40,6m,2f_80,3,8,7,2.697,2.439,2.564757883309846
20,15,10,55,6m-1m,2f_60,3,6,5,1.409,4.666,2.5640581116659584
40,5,20,35,6m-1m,2f_80,3,6,5,2.239,2.936,2.5639235558027074
35,20,10,35,6m-1m,2f_60,3,8,7,2.77,2.373,2.5638272172671854
35,15,15,35,6m-1m,2f_70,5,10,7,2.61,2.517,2.563078227444492
40,10,10,40,6m-1m,2f_70,5,8,7,2.458,2.672,2.5627672543561193
40,5,20,35,6m,2f_80,3,6,5,2.417,2.717,2.5626137047943844
35,0,25,40,6m-1m,2f_80,5,10,7,2.514,2.611,2.5620409832787607
40,0,15,45,6m,2f_80,5,10,7,2.316,2.833,2.56148941047977
40,15,10,35,6m,2f_70,5,8,7,2.55,2.572,2.560976376306505
35,20,5,40,6m-1m,2f_60,3,8,7,2.709,2.421,2.560954704792726
35,15,5,45,6m,2f_70,3,6,7,2.692,2.435,2.5602773287282767
25,20,20,35,6m-1m,2f_80,5,10,7,2.67,2.455,2.560244128984578
25,15,5,55,6m-1m,2f_70,5,8,7,1.835,3.569,2.5591238735160906
25,5,25,45,6m,2f_60,3,6,7,2.167,3.022,2.5590377097651373
25,5,25,45,6m,2f_60,3,6,5,2.167,3.022,2.5590377097651373
40,5,15,40,6m-1m,2f_60,3,8,7,2.549,2.568,2.558482362651734
40,5,20,35,6m-1m,2f_80,3,6,7,2.235,2.928,2.5581399492600085
20,20,5,55,6m-1m,2f_60,5,8,7,1.643,3.983,2.5581377992594536
35,20,5,40,6m-1m,2f_70,3,6,5,2.693,2.43,2.5581223582932857
35,20,5,40,6m-1m,2f_70,3,6,7,2.693,2.43,2.5581223582932857
40,5,20,35,6m,2f_80,3,6,7,2.414,2.71,2.5577216423997355
40,0,20,40,6m-1m,2f_60,5,10,7,2.435,2.686,2.5574225305959906
30,5,20,45,6m-1m,2f_60,3,8,7,2.353,2.777,2.5562239729726346
40,5,15,40,6m-1m,2f_60,3,6,5,2.566,2.545,2.555478428787846
40,10,5,45,6m-1m,2f_80,5,10,7,2.307,2.829,2.5547021352791797
20,5,25,50,6m-1m,2f_70,5,8,7,1.917,3.404,2.5544995596006665
40,20,5,35,6m-1m,2f_70,3,8,7,2.705,2.412,2.554302253062468
20,20,20,40,6m-1m,2f_60,5,10,7,2.597,2.512,2.5541464327637913
40,5,25,30,6m,2f_70,3,6,7,2.532,2.574,2.552913629561329
40,5,25,30,6m,2f_70,3,6,5,2.532,2.574,2.552913629561329
25,10,10,55,6m-1m,2f_80,3,8,7,1.444,4.513,2.5527968975224016
40,15,15,30,6m-1m,2f_60,5,10,7,2.515,2.591,2.552717179790977
20,15,15,50,6m-1m,2f_80,3,6,5,1.563,4.169,2.5526744798348258
20,15,15,50,6m-1m,2f_80,3,6,7,1.563,4.169,2.5526744798348258
25,15,20,40,6m-1m,2f_60,5,10,7,2.635,2.472,2.5521990517982722
40,0,20,40,6m-1m,2f_70,5,10,7,2.429,2.68,2.5514152935184815
40,5,15,40,6m-1m,2f_70,3,8,7,2.526,2.577,2.5513725717738676
35,0,25,40,6m-1m,2f_60,5,10,7,2.436,2.671,2.5507951701381275
35,10,20,35,6m,2f_80,5,8,7,2.641,2.463,2.5504476077739766
25,20,15,40,6m-1m,2f_80,3,8,7,2.786,2.331,2.5483653584209622
35,10,20,35,6m-1m,2f_60,5,10,7,2.419,2.684,2.5480572991987445
40,5,15,40,6m-1m,2f_80,5,8,7,2.428,2.673,2.5475564763121543
35,15,5,45,6m-1m,2f_70,5,10,7,2.447,2.651,2.546958382070661
35,10,15,40,6m-1m,2f_80,5,10,7,2.489,2.604,2.545850741893562
20,15,10,55,6m-1m,2f_60,3,6,7,1.4,4.629,2.5457022606738597
20,20,15,45,6m-1m,2f_80,5,8,7,2.567,2.522,2.5444005187863015
35,15,15,35,6m-1m,2f_70,5,8,7,2.571,2.517,2.543856717663163
40,20,10,30,6m,2f_60,5,10,7,2.534,2.551,2.542485791504055
25,15,15,45,6m,2f_70,5,8,7,2.493,2.591,2.541527690189505
35,20,5,40,6m,2f_60,5,8,7,2.564,2.518,2.5408959049909936
40,15,10,35,6m,2f_80,5,10,7,2.407,2.682,2.5407821630356273
35,5,25,35,6m-1m,2f_80,3,8,7,2.407,2.679,2.5393607463296743
35,20,10,35,6m,2f_70,3,8,7,2.877,2.241,2.5391646264076697
35,10,10,45,6m-1m,2f_60,5,10,7,2.399,2.687,2.53891965213553
40,10,20,30,6m,2f_80,3,6,5,2.727,2.363,2.538483996404153
30,15,25,30,6m-1m,2f_70,3,8,7,2.412,2.67,2.537723389181729
40,10,5,45,6m,2f_70,5,10,7,2.181,2.95,2.5365232110114824
30,20,10,40,6m-1m,2f_70,5,10,7,2.464,2.611,2.536435293872091
20,15,20,45,6m-1m,2f_60,5,8,7,2.573,2.5,2.53623737059448
40,5,15,40,6m,2f_60,5,10,7,2.521,2.548,2.534464045907931
20,20,15,45,6m-1m,2f_60,5,10,7,2.503,2.566,2.534304243771848
30,5,25,40,6m-1m,2f_70,3,6,5,2.538,2.53,2.5339968429341027
30,5,25,40,6m-1m,2f_70,3,6,7,2.538,2.53,2.5339968429341027
25,15,10,50,6m-1m,2f_80,3,8,7,1.388,4.625,2.533673222813076
30,10,15,45,6m,2f_60,3,8,7,2.41,2.663,2.53334364032991
30,10,15,45,6m-1m,2f_80,3,8,7,2.451,2.618,2.5331241580309483
40,20,10,30,6m,2f_70,5,10,7,2.542,2.523,2.5324821815760123
40,10,20,30,6m,2f_80,3,6,7,2.722,2.356,2.5323964934425254
30,10,25,35,6m-1m,2f_70,3,8,7,2.387,2.686,2.532090440722843
35,10,20,35,6m,2f_60,5,8,7,2.587,2.478,2.53191350563166
35,0,25,40,6m,2f_70,5,8,7,2.557,2.507,2.5318765767706766
35,15,10,40,6m,2f_60,3,6,5,2.844,2.253,2.531310332614316
40,20,5,35,6m-1m,2f_60,5,8,7,2.499,2.563,2.530797700330866
25,20,5,50,6m-1m,2f_70,3,6,5,1.577,4.061,2.5306514971445595
25,20,5,50,6m-1m,2f_70,3,6,7,1.577,4.061,2.5306514971445595
25,20,5,50,6m-1m,2f_60,3,8,7,1.611,3.973,2.52992154028539
30,20,20,30,6m-1m,2f_70,3,6,5,2.782,2.3,2.5295454137057907
30,10,15,45,6m,2f_80,3,8,7,2.304,2.776,2.529012455485342
35,0,20,45,6m,2f_60,3,8,7,1.806,3.537,2.527414093495563
25,20,10,45,6m-1m,2f_80,3,8,7,1.684,3.793,2.5273329816231183
25,10,15,50,6m-1m,2f_60,3,6,7,1.413,4.52,2.527203988600841
40,10,15,35,6m-1m,2f_80,3,8,7,2.581,2.473,2.5264229653801045
40,20,5,35,6m-1m,2f_60,3,8,7,2.664,2.394,2.525394226650564
20,20,15,45,6m-1m,2f_70,5,10,7,2.533,2.516,2.5244856901951334
35,15,5,45,6m-1m,2f_70,5,8,7,2.468,2.582,2.5243565516780704
35,15,15,35,6m,2f_60,3,6,7,2.942,2.164,2.523190044368438
35,15,15,35,6m,2f_60,3,6,5,2.942,2.164,2.523190044368438
30,15,25,30,6m-1m,2f_70,3,6,5,2.438,2.611,2.5230176376712077
35,15,5,45,6m-1m,2f_80,5,10,7,2.433,2.616,2.5228412554102566
35,15,10,40,6m,2f_80,3,8,7,2.721,2.338,2.522240670515009
40,5,20,35,6m-1m,2f_60,5,10,7,2.447,2.599,2.5218550711728063
35,20,5,40,6m,2f_80,5,10,7,2.472,2.568,2.519542815671129
25,15,20,40,6m,2f_60,5,8,7,2.605,2.436,2.519083166550878
40,10,15,35,6m-1m,2f_70,3,6,5,2.657,2.387,2.518384204207134
25,20,5,50,6m-1m,2f_80,3,6,7,1.516,4.183,2.518219212062365
25,20,5,50,6m-1m,2f_80,3,6,5,1.516,4.183,2.518219212062365
40,10,20,30,6m,2f_70,3,8,7,2.761,2.296,2.5177879179946827
35,15,15,35,6m,2f_60,3,8,7,2.874,2.205,2.5173736313864894
25,15,5,55,6m-1m,2f_60,3,6,5,1.434,4.419,2.517309277780543
25,15,5,55,6m-1m,2f_60,3,6,7,1.434,4.419,2.517309277780543
25,10,25,40,6m,2f_60,5,8,7,2.482,2.552,2.516756642983187
40,0,25,35,6m-1m,2f_70,3,6,7,2.297,2.756,2.5160548483687712
35,10,5,50,6m-1m,2f_70,3,8,7,2.509,2.523,2.5159902623023007
20,15,20,45,6m-1m,2f_70,5,8,7,2.556,2.476,2.515682014881849
40,10,15,35,6m-1m,2f_70,3,6,7,2.651,2.387,2.515539107229303
20,20,5,55,6m-1m,2f_70,5,10,7,1.822,3.471,2.514788659112332
40,15,10,35,6m-1m,2f_70,5,8,7,2.512,2.517,2.5144987572078854
30,10,15,45,6m-1m,2f_70,3,6,7,2.359,2.679,2.5139134829981717
40,15,10,35,6m,2f_60,5,10,7,2.485,2.543,2.5138327311100075
20,5,25,50,6m-1m,2f_80,5,10,7,1.825,3.459,2.5125037313405127
40,15,15,30,6m,2f_70,3,6,5,2.754,2.292,2.512402833942041
40,15,15,30,6m-1m,2f_70,3,6,5,2.703,2.335,2.512270885075891
40,15,15,30,6m-1m,2f_70,3,6,7,2.703,2.335,2.512270885075891
40,10,10,40,6m-1m,2f_60,5,8,7,2.407,2.622,2.512201026988087
25,5,25,45,6m,2f_60,3,8,7,2.097,3.009,2.5119460583380366
35,15,10,40,6m,2f_80,3,6,7,2.773,2.272,2.5100310755048434
35,5,25,35,6m-1m,2f_80,3,6,7,2.396,2.628,2.5093202266749453
35,5,25,35,6m-1m,2f_80,3,6,5,2.396,2.628,2.5093202266749453
35,5,10,50,6m-1m,2f_70,3,8,7,2.38,2.645,2.5090037863662142
40,15,5,40,6m,2f_60,3,6,7,2.612,2.41,2.508967915299038
40,15,5,40,6m,2f_60,3,6,5,2.612,2.41,2.508967915299038
25,15,15,45,6m,2f_70,5,10,7,2.463,2.554,2.5080873190541033
20,20,10,50,6m-1m,2f_60,5,8,7,2.407,2.613,2.507885762948544
25,20,20,35,6m-1m,2f_70,3,8,7,2.713,2.318,2.5077348344671533
40,15,5,40,6m,2f_60,5,10,7,2.378,2.644,2.5074752242046183
35,20,5,40,6m,2f_70,5,8,7,2.528,2.487,2.507416199995525
20,10,20,50,6m-1m,2f_60,3,8,7,1.364,4.608,2.5070524525825144
25,20,5,50,6m-1m,2f_70,3,8,7,1.601,3.924,2.506456462817577
40,20,5,35,6m-1m,2f_60,5,10,7,2.462,2.546,2.503647738800329
35,15,5,45,6m-1m,2f_60,5,10,7,2.362,2.653,2.5032750548032072
35,5,25,35,6m-1m,2f_80,5,8,7,2.499,2.507,2.5029968038333568
35,15,20,30,6m-1m,2f_60,3,6,5,2.786,2.248,2.5025842643155896
35,15,20,30,6m-1m,2f_60,3,6,7,2.786,2.248,2.5025842643155896
40,20,5,35,6m-1m,2f_80,5,10,7,2.452,2.554,2.5024803695533757
30,20,10,40,6m-1m,2f_80,5,10,7,2.414,2.594,2.5023820651531214
20,20,10,50,6m-1m,2f_80,3,6,5,1.516,4.13,2.5022150187383976
20,20,10,50,6m-1m,2f_80,3,6,7,1.516,4.13,2.5022150187383976
40,20,5,35,6m-1m,2f_80,5,8,7,2.458,2.547,2.502104314372205
35,5,20,40,6m-1m,2f_60,5,8,7,2.458,2.547,2.502104314372205
25,15,20,40,6m-1m,2f_80,3,6,5,2.456,2.548,2.50157710254951
25,15,20,40,6m-1m,2f_80,3,6,7,2.456,2.548,2.50157710254951
30,15,20,35,6m-1m,2f_70,5,8,7,2.604,2.403,2.501481960758462
40,15,15,30,6m,2f_70,3,6,7,2.745,2.279,2.5011707258801827
30,10,15,45,6m-1m,2f_70,3,6,5,2.349,2.663,2.501077167941845
30,10,15,45,6m,2f_70,3,6,7,2.434,2.569,2.500589130585031
30,10,15,45,6m,2f_70,3,6,5,2.434,2.569,2.500589130585031
40,20,5,35,6m-1m,2f_70,5,8,7,2.465,2.534,2.499261891039032
35,0,15,50,6m-1m,2f_60,3,6,5,2.422,2.578,2.4987829037353366
30,0,20,50,6m-1m,2f_80,3,8,7,1.712,3.646,2.4983898815036856
25,20,15,40,6m,2f_80,3,6,7,2.568,2.429,2.4975331829627407
25,20,15,40,6m,2f_80,3,6,5,2.568,2.429,2.4975331829627407
40,0,25,35,6m-1m,2f_70,3,6,5,2.283,2.731,2.4969727671722812
25,20,20,35,6m-1m,2f_80,3,8,7,2.807,2.221,2.4968674374103244
35,10,5,50,6m-1m,2f_70,5,8,7,2.372,2.627,2.4962459814689737
40,10,20,30,6m,2f_60,5,10,7,2.569,2.425,2.495961738488793
25,10,15,50,6m-1m,2f_60,3,6,5,1.397,4.459,2.495841140777994
40,0,20,40,6m-1m,2f_70,5,8,7,2.375,2.622,2.4954458519471023
35,5,25,35,6m-1m,2f_70,3,8,7,2.083,2.989,2.495212816574971
35,0,15,50,6m-1m,2f_60,3,6,7,2.419,2.573,2.4948120169664088
25,20,15,40,6m,2f_70,3,8,7,2.699,2.306,2.4947733363975173
40,10,15,35,6m-1m,2f_80,3,6,5,2.561,2.43,2.4946402546259048
40,10,15,35,6m-1m,2f_80,3,6,7,2.561,2.43,2.4946402546259048
35,5,20,40,6m,2f_80,5,8,7,2.56,2.43,2.4941531628991833
25,5,15,55,6m-1m,2f_80,5,8,7,1.727,3.602,2.4941238942763047
40,5,10,45,6m,2f_70,3,6,7,2.309,2.694,2.494082195918972
40,0,25,35,6m,2f_70,3,6,7,2.161,2.878,2.4938640700727857
30,20,15,35,6m-1m,2f_70,5,8,7,2.562,2.427,2.4935865735923426
25,10,20,45,6m,2f_60,5,8,7,2.494,2.492,2.4929997994384197
40,20,10,30,6m-1m,2f_70,5,8,7,2.513,2.473,2.492919774080185
40,15,5,40,6m,2f_60,5,8,7,2.462,2.523,2.492313383184386
20,15,10,55,6m-1m,2f_80,5,8,7,1.599,3.883,2.4917698529358603
40,0,25,35,6m,2f_70,3,6,5,2.157,2.878,2.4915549361794134
40,20,5,35,6m-1m,2f_80,3,8,7,2.646,2.343,2.4898951785165577
40,15,15,30,6m-1m,2f_80,3,6,5,2.659,2.331,2.489604185407793
40,15,15,30,6m-1m,2f_80,3,6,7,2.659,2.331,2.489604185407793
30,20,5,45,6m,2f_60,3,8,7,2.556,2.424,2.489125147516693
25,20,15,40,6m-1m,2f_70,3,8,7,2.65,2.337,2.48858393469057
35,20,5,40,6m,2f_80,5,8,7,2.495,2.479,2.4869871330587943
30,20,5,45,6m,2f_80,3,8,7,2.716,2.277,2.486831719276558
30,0,20,50,6m,2f_60,5,10,7,2.426,2.548,2.486251797384971
20,20,15,45,6m-1m,2f_70,5,8,7,2.522,2.451,2.486246568625083
35,10,20,35,6m,2f_70,5,8,7,2.593,2.382,2.485261756837698
30,0,25,45,6m-1m,2f_60,3,6,7,2.241,2.753,2.48384238630393
40,15,10,35,6m,2f_70,3,8,7,2.721,2.266,2.4831000785308674
35,15,5,45,6m-1m,2f_80,5,8,7,2.425,2.542,2.4828109070164808
30,20,15,35,6m-1m,2f_80,5,10,7,2.454,2.51,2.48184205782721
30,20,15,35,6m,2f_80,3,6,7,2.688,2.291,2.481573694251291
30,20,15,35,6m,2f_80,3,6,5,2.688,2.291,2.481573694251291
40,5,10,45,6m,2f_70,3,6,5,2.3,2.677,2.4813504387732097
35,10,15,40,6m,2f_80,5,10,7,2.419,2.542,2.4797374861061403
25,10,15,50,6m-1m,2f_60,3,8,7,1.358,4.528,2.4797225651269943
35,10,20,35,6m,2f_60,5,10,7,2.485,2.474,2.479493899972331
30,10,10,50,6m-1m,2f_80,3,6,7,1.946,3.158,2.47900544573827
30,10,10,50,6m-1m,2f_80,3,6,5,1.946,3.158,2.47900544573827
25,10,25,40,6m-1m,2f_80,5,10,7,2.537,2.422,2.4788331932584735
20,15,15,50,6m-1m,2f_70,3,6,7,1.432,4.287,2.4776973180757977
20,15,25,40,6m-1m,2f_70,5,8,7,2.588,2.369,2.4760799663985007
40,5,25,30,6m,2f_70,3,8,7,2.386,2.564,2.4733992803427434
40,15,5,40,6m,2f_80,3,6,5,2.601,2.35,2.472316727282328
40,15,5,40,6m,2f_80,3,6,7,2.601,2.35,2.472316727282328
30,20,10,40,6m-1m,2f_60,5,8,7,2.409,2.535,2.4711970783407784
20,20,5,55,6m-1m,2f_60,5,10,7,1.773,3.44,2.46963964982748
30,10,20,40,6m,2f_70,3,8,7,2.581,2.362,2.469073105438557
35,5,25,35,6m,2f_60,5,8,7,2.554,2.386,2.468571246693115
25,10,20,45,6m,2f_70,5,8,7,2.449,2.488,2.4684229783406244
20,15,15,50,6m-1m,2f_70,3,6,5,1.427,4.269,2.468169969835951
40,15,10,35,6m-1m,2f_60,5,8,7,2.451,2.485,2.4679414498727477
35,15,5,45,6m,2f_80,3,6,5,2.583,2.358,2.4679371953110967
35,15,20,30,6m-1m,2f_70,3,6,7,2.771,2.196,2.4668027890368536
25,20,15,40,6m-1m,2f_70,3,6,5,2.685,2.265,2.466074816383315
25,20,15,40,6m-1m,2f_70,3,6,7,2.685,2.265,2.466074816383315
30,10,15,45,6m-1m,2f_70,3,8,7,2.248,2.702,2.4645681163238318
25,10,25,40,6m,2f_60,5,10,7,2.471,2.454,2.462485329905541
30,0,25,45,6m-1m,2f_80,3,6,7,2.388,2.539,2.4623427868597014
35,15,10,40,6m,2f_80,3,6,5,2.736,2.216,2.4623111095066768
25,20,15,40,6m,2f_80,3,8,7,2.557,2.37,2.4617250049507966
25,20,15,40,6m-1m,2f_60,3,8,7,2.679,2.261,2.461141808185786
35,10,5,50,6m-1m,2f_60,5,8,7,2.316,2.614,2.4604926336000275
40,5,25,30,6m-1m,2f_80,3,6,7,2.512,2.41,2.460471499530121
40,5,25,30,6m-1m,2f_80,3,6,5,2.511,2.41,2.45998170724906
40,10,10,40,6m-1m,2f_80,5,8,7,2.37,2.551,2.458835090037557
35,5,25,35,6m-1m,2f_80,5,10,7,2.387,2.532,2.4584312070912215
35,15,5,45,6m,2f_80,3,6,7,2.571,2.348,2.456971306303759
30,10,25,35,6m-1m,2f_60,3,8,7,2.295,2.63,2.4567966948854356
35,10,15,40,6m,2f_60,5,8,7,2.278,2.648,2.45604234491183
30,0,25,45,6m-1m,2f_60,3,6,5,2.22,2.717,2.4559600973957214
30,10,20,40,6m,2f_60,5,8,7,2.559,2.357,2.4559240623439482
35,0,10,55,6m,2f_70,3,6,5,1.584,3.807,2.4556644721948477
30,10,25,35,6m-1m,2f_80,5,8,7,2.595,2.321,2.454179088819722
30,0,25,45,6m-1m,2f_80,3,6,5,2.381,2.528,2.4533992744761295
35,0,10,55,6m,2f_70,3,6,7,1.581,3.807,2.4533379302493166
20,10,15,55,6m-1m,2f_80,3,8,7,1.36,4.425,2.4531612258471722
40,15,15,30,6m-1m,2f_60,3,6,7,2.635,2.283,2.452693417449478
40,15,15,30,6m-1m,2f_60,3,6,5,2.634,2.283,2.4522279665642834
30,0,25,45,6m-1m,2f_80,5,10,7,2.428,2.475,2.4513873622909945
25,15,25,35,6m-1m,2f_80,5,10,7,2.563,2.342,2.4500093877371167
40,0,20,40,6m,2f_60,5,10,7,2.494,2.406,2.4496048660957546
25,20,20,35,6m-1m,2f_80,3,6,7,2.751,2.181,2.449475658176664
25,20,20,35,6m-1m,2f_80,3,6,5,2.751,2.181,2.449475658176664
40,5,10,45,6m,2f_70,3,8,7,2.285,2.625,2.4491069801051975
35,15,20,30,6m,2f_60,5,8,7,2.539,2.362,2.4489013863363303
25,5,20,50,6m-1m,2f_70,3,8,7,1.582,3.79,2.4486281873734934
35,10,10,45,6m,2f_70,3,8,7,2.322,2.582,2.4485514084862503
25,15,5,55,6m-1m,2f_80,3,8,7,1.412,4.246,2.4485407899400005
35,5,10,50,6m-1m,2f_60,3,6,7,2.481,2.415,2.447777563423605
35,5,10,50,6m-1m,2f_60,3,6,5,2.481,2.415,2.447777563423605
35,5,25,35,6m-1m,2f_60,3,8,7,2.114,2.834,2.4476674610739098
40,5,20,35,6m-1m,2f_80,3,8,7,2.102,2.848,2.4467316975917077
35,10,10,45,6m,2f_80,3,8,7,2.259,2.65,2.446701861690549
35,15,20,30,6m-1m,2f_60,5,8,7,2.446,2.443,2.4444995397831435
40,15,15,30,6m,2f_80,3,8,7,2.689,2.222,2.444372721169994
25,10,10,55,6m-1m,2f_60,3,6,7,1.32,4.526,2.444242213856884
25,10,10,55,6m-1m,2f_60,3,6,5,1.32,4.526,2.444242213856884
35,15,15,35,6m,2f_80,5,10,7,2.51,2.377,2.4425949316249715
40,0,25,35,6m-1m,2f_60,3,8,7,2.194,2.719,2.4424344412900827
30,0,15,55,6m-1m,2f_80,5,10,7,1.679,3.552,2.4420909073988217
40,15,10,35,6m-1m,2f_60,5,10,7,2.383,2.501,2.4412871604954627
40,15,5,40,6m-1m,2f_80,5,8,7,2.445,2.435,2.4399948770438025
25,15,20,40,6m-1m,2f_80,3,8,7,2.446,2.434,2.439992622939668
40,5,25,30,6m-1m,2f_60,3,8,7,2.419,2.461,2.43990962947401
30,0,25,45,6m-1m,2f_80,5,8,7,2.435,2.444,2.4394958495558052
35,5,10,50,6m-1m,2f_60,3,8,7,2.448,2.431,2.439485191592685
35,0,25,40,6m,2f_70,3,6,7,2.161,2.753,2.4391049587912366
40,15,5,40,6m,2f_70,3,6,5,2.562,2.322,2.4390498149894357
40,15,5,40,6m,2f_70,3,6,7,2.562,2.322,2.4390498149894357
35,15,5,45,6m,2f_60,3,8,7,2.529,2.351,2.4383763040187216
40,0,25,35,6m-1m,2f_60,5,8,7,2.372,2.505,2.437593075146055
35,0,25,40,6m,2f_70,3,6,5,2.157,2.753,2.436846527789553
35,5,25,35,6m,2f_70,5,8,7,2.455,2.416,2.435421934696327
35,5,20,40,6m-1m,2f_70,5,8,7,2.327,2.548,2.4349940451672567
35,5,20,40,6m-1m,2f_60,5,10,7,2.407,2.462,2.434344675677625
35,5,25,35,6m-1m,2f_70,3,6,5,2.047,2.89,2.432247931441201
35,5,25,35,6m-1m,2f_70,3,6,7,2.047,2.89,2.432247931441201
35,10,20,35,6m,2f_60,3,8,7,2.496,2.37,2.432184203550381
20,15,10,55,6m-1m,2f_60,3,8,7,1.309,4.519,2.432153572453845
35,15,5,45,6m,2f_70,3,8,7,2.531,2.337,2.4320664053434067
25,20,5,50,6m-1m,2f_80,3,8,7,1.506,3.925,2.4312651027808547
30,10,20,40,6m,2f_60,3,6,7,2.318,2.55,2.431234254447728
30,10,20,40,6m,2f_60,3,6,5,2.318,2.55,2.431234254447728
35,10,25,30,6m-1m,2f_80,5,8,7,2.489,2.373,2.430308005171361
25,5,15,55,6m-1m,2f_80,5,10,7,1.603,3.683,2.4297837352324176
25,20,15,40,6m,2f_60,3,6,5,2.503,2.358,2.4294184489297024
25,15,25,35,6m-1m,2f_70,5,8,7,2.549,2.315,2.4291840193777
40,5,25,30,6m-1m,2f_80,3,8,7,2.527,2.333,2.4280632199347694
25,15,5,55,6m-1m,2f_80,5,10,7,1.745,3.374,2.4264439000314844
40,20,5,35,6m-1m,2f_70,5,10,7,2.384,2.468,2.4256364113362086
20,20,25,35,6m-1m,2f_80,5,8,7,2.512,2.342,2.4255110801643434
25,20,10,45,6m,2f_80,5,8,7,2.392,2.456,2.423788769674453
35,5,10,50,6m,2f_70,3,6,7,1.62,3.625,2.423324163210527
35,5,10,50,6m,2f_70,3,6,5,1.62,3.625,2.423324163210527
35,15,20,30,6m-1m,2f_70,3,8,7,2.695,2.177,2.42219218890657
35,5,20,40,6m,2f_60,5,10,7,2.456,2.386,2.4207469921493243
35,5,10,50,6m,2f_80,3,6,7,1.597,3.669,2.4206183094407923
35,5,10,50,6m,2f_80,3,6,5,1.597,3.669,2.4206183094407923
40,10,20,30,6m,2f_60,5,8,7,2.501,2.342,2.4201946202733366
25,5,20,50,6m-1m,2f_80,3,6,7,1.665,3.517,2.419877062993077
35,15,20,30,6m-1m,2f_60,5,10,7,2.421,2.417,2.4189991732119296
25,5,20,50,6m-1m,2f_80,3,6,5,1.663,3.517,2.4184232466629987
25,10,10,55,6m-1m,2f_70,3,8,7,1.354,4.317,2.4176885655518165
40,5,20,35,6m,2f_80,5,10,7,2.497,2.34,2.4172256824715395
25,15,25,35,6m-1m,2f_70,5,10,7,2.527,2.312,2.417110671855966
35,15,10,40,6m,2f_80,5,10,7,2.399,2.434,2.4164366327301035
35,20,10,35,6m-1m,2f_80,5,8,7,2.368,2.465,2.416013244996807
35,10,5,50,6m-1m,2f_80,3,8,7,2.246,2.598,2.415596820663581
20,5,20,55,6m-1m,2f_80,3,6,7,1.346,4.335,2.4155558366554066
25,15,15,45,6m-1m,2f_70,3,8,7,1.428,4.079,2.4134647293880223
40,0,25,35,6m-1m,2f_80,3,8,7,2.252,2.586,2.4132285428446263
40,10,5,45,6m,2f_60,5,10,7,2.182,2.668,2.4127942307623336
30,10,20,40,6m,2f_60,3,8,7,2.323,2.505,2.412284187238311
30,5,25,40,6m,2f_70,5,10,7,2.405,2.417,2.410992534206607
20,15,25,40,6m-1m,2f_80,3,8,7,2.452,2.37,2.4106513642582166
25,10,15,50,6m-1m,2f_80,5,8,7,1.555,3.734,2.4096410521071387
25,15,5,55,6m-1m,2f_60,5,8,7,1.705,3.404,2.4091118695486102
