dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
25,15,25,35,6m,2f_70,3,8,7,1.923,1.733,1.825529786116896
35,15,20,30,6m,2f_80,5,10,7,1.934,1.723,1.825453916153459
25,0,25,50,6m,2f_80,3,6,5,1.213,2.746,1.8250747929879478
25,0,25,50,6m,2f_80,3,6,7,1.213,2.746,1.8250747929879478
20,15,25,40,6m,2f_70,5,8,7,1.902,1.751,1.824938903086895
20,0,25,55,6m-1m,2f_80,3,8,7,1.142,2.915,1.8245355573405522
30,10,10,50,6m,2f_80,5,10,7,1.308,2.545,1.82451637427566
25,15,10,50,6m,2f_60,5,10,7,1.364,2.44,1.8243245325325206
30,0,20,50,6m,2f_70,3,8,7,1.235,2.693,1.8236926824440571
40,5,5,50,6m,2f_70,3,6,7,1.154,2.876,1.8217859369311202
30,5,15,50,6m,2f_80,5,10,7,1.451,2.285,1.82086106004824
40,5,5,50,6m,2f_70,3,6,5,1.153,2.872,1.8197296502502782
40,0,25,35,6m,2f_60,5,10,7,1.854,1.786,1.8196823898691772
20,20,15,45,6m,2f_70,3,8,7,1.471,2.247,1.8180585799142996
20,15,15,50,6m,2f_60,3,6,5,1.226,2.693,1.8170354977269982
20,15,15,50,6m,2f_60,3,6,7,1.226,2.693,1.8170354977269982
20,20,10,50,6m,2f_60,3,8,7,1.304,2.531,1.8167069108692244
30,0,15,55,6m,2f_80,3,6,5,1.143,2.886,1.8162318133982789
30,0,15,55,6m,2f_80,3,6,7,1.143,2.886,1.8162318133982789
40,5,25,30,6m,2f_70,5,8,7,1.904,1.732,1.8159647573672788
25,20,20,35,6m-1m,2f_60,3,6,7,2.062,1.598,1.8152344201231971
25,20,20,35,6m-1m,2f_60,3,6,5,2.062,1.598,1.8152344201231971
30,20,10,40,6m,2f_60,3,6,5,1.966,1.674,1.8141345043849422
30,20,10,40,6m,2f_60,3,6,7,1.966,1.674,1.8141345043849422
25,5,25,45,6m,2f_70,5,10,7,1.818,1.808,1.8129931053371384
25,0,20,55,6m,2f_70,5,8,7,1.363,2.411,1.812785977439146
30,10,5,55,6m,2f_60,3,6,5,1.319,2.49,1.8122665366882433
30,10,5,55,6m,2f_60,3,6,7,1.319,2.49,1.8122665366882433
30,0,15,55,6m-1m,2f_80,3,8,7,0.994,3.294,1.8094850096090878
25,15,25,35,6m,2f_80,5,8,7,1.926,1.698,1.8084103516624759
30,10,5,55,6m,2f_60,3,8,7,1.239,2.637,1.8075516590128207
20,20,5,55,6m-1m,2f_80,3,8,7,1.162,2.811,1.8073134758530407
25,0,20,55,6m,2f_80,3,6,5,1.133,2.882,1.807015771928956
25,0,20,55,6m,2f_80,3,6,7,1.133,2.882,1.807015771928956
20,20,20,40,6m,2f_70,5,8,7,1.912,1.706,1.8060653365811548
30,20,10,40,6m,2f_70,3,8,7,1.884,1.729,1.804836834730497
30,0,15,55,6m-1m,2f_60,3,8,7,1.052,3.096,1.8047138277300365
40,0,5,55,6m,2f_70,3,8,7,1.123,2.9,1.8046329266640349
35,5,5,55,6m,2f_60,3,8,7,1.145,2.844,1.8045442637962639
30,15,20,35,6m,2f_80,3,6,5,1.937,1.68,1.8039290451677972
30,15,20,35,6m,2f_80,3,6,7,1.937,1.68,1.8039290451677972
30,20,10,40,6m,2f_70,3,6,7,1.917,1.696,1.8031173006768029
30,20,10,40,6m,2f_70,3,6,5,1.917,1.696,1.8031173006768029
20,15,10,55,6m,2f_80,5,8,7,1.432,2.27,1.8029531330569855
20,15,25,40,6m,2f_80,5,8,7,1.896,1.711,1.8011263142822604
35,10,5,50,6m,2f_70,3,8,7,1.249,2.596,1.8006676539550546
20,15,20,45,6m,2f_80,3,8,7,1.391,2.327,1.7991267326122415
20,10,15,55,6m,2f_60,5,10,7,1.525,2.122,1.7989024431580496
40,5,25,30,6m,2f_60,5,8,7,1.814,1.782,1.7979288083792417
30,15,5,50,6m,2f_70,3,8,7,1.342,2.407,1.7972740469945034
25,20,10,45,6m,2f_60,3,8,7,1.543,2.093,1.7970806882274373
30,0,20,50,6m,2f_70,5,10,7,1.353,2.38,1.7944748535435096
25,15,25,35,6m,2f_70,5,10,7,1.94,1.659,1.7940066889507407
20,20,15,45,6m,2f_60,3,6,5,1.372,2.338,1.7910153544847125
20,20,15,45,6m,2f_60,3,6,7,1.372,2.338,1.7910153544847125
25,20,5,50,6m,2f_80,5,10,7,1.425,2.249,1.7902025025119366
25,15,20,40,6m,2f_80,3,6,5,1.392,2.301,1.7896904760320986
35,5,10,50,6m,2f_60,5,10,7,1.691,1.888,1.7867870606202632
20,15,10,55,6m,2f_80,3,6,5,1.197,2.667,1.7867285747980861
20,20,15,45,6m,2f_80,3,8,7,1.51,2.113,1.7862334673832534
35,20,15,30,6m-1m,2f_70,3,8,7,2.037,1.566,1.7860408729925528
20,20,15,45,6m-1m,2f_80,3,6,5,1.478,2.154,1.7842679171021374
40,5,5,50,6m,2f_80,3,6,7,1.122,2.835,1.7834993692177186
20,10,20,50,6m,2f_70,5,8,7,1.421,2.238,1.7833109655918118
20,20,15,45,6m-1m,2f_80,3,6,7,1.477,2.153,1.7832501226692794
40,5,5,50,6m,2f_70,3,8,7,1.114,2.854,1.7830748722361605
20,20,15,45,6m,2f_80,5,10,7,1.796,1.77,1.7829526073342499
30,5,15,50,6m,2f_80,5,8,7,1.336,2.378,1.7824163374475674
20,15,20,45,6m,2f_70,3,6,7,1.27,2.501,1.7822093030842365
20,15,20,45,6m,2f_70,3,6,5,1.27,2.501,1.7822093030842365
40,5,5,50,6m,2f_80,3,6,5,1.121,2.831,1.7814463225143775
20,20,5,55,6m-1m,2f_60,3,8,7,1.084,2.926,1.7809503081220432
25,20,15,40,6m,2f_70,5,8,7,1.802,1.757,1.7793577493016968
20,10,25,45,6m,2f_80,5,8,7,1.538,2.058,1.7791020206834682
25,0,20,55,6m,2f_80,3,8,7,1.06,2.983,1.7781957147625793
20,0,25,55,6m-1m,2f_80,3,6,7,1.142,2.765,1.7769721438446917
20,0,25,55,6m-1m,2f_80,3,6,5,1.142,2.765,1.7769721438446917
30,5,10,55,6m,2f_70,3,6,7,1.074,2.934,1.7751383044709503
30,5,10,55,6m,2f_70,3,6,5,1.074,2.934,1.7751383044709503
30,5,25,40,6m,2f_80,3,8,7,1.848,1.705,1.7750605623470992
25,15,20,40,6m,2f_80,3,6,7,1.381,2.28,1.7744520280920528
20,15,25,40,6m,2f_60,5,8,7,1.759,1.789,1.7739365828574594
20,20,10,50,6m,2f_80,5,10,7,1.339,2.346,1.7723696002809346
20,15,15,50,6m,2f_70,5,8,7,1.234,2.544,1.7718058584393495
30,0,15,55,6m,2f_70,3,6,7,1.122,2.797,1.771506138854732
30,0,15,55,6m,2f_70,3,6,5,1.122,2.797,1.771506138854732
40,5,5,50,6m,2f_80,3,8,7,1.106,2.835,1.7707371346419547
20,20,20,40,6m,2f_60,5,8,7,1.857,1.688,1.77048467940279
25,0,25,50,6m,2f_80,3,8,7,1.1,2.847,1.7696609844826212
30,15,25,30,6m,2f_70,5,10,7,1.934,1.619,1.7695044504041237
20,20,15,45,6m,2f_80,5,8,7,1.519,2.061,1.7693668359048667
20,0,25,55,6m-1m,2f_70,3,8,7,1.175,2.664,1.7692371237344078
30,20,10,40,6m,2f_60,3,8,7,1.866,1.677,1.768977670859641
30,20,15,35,6m,2f_80,5,8,7,1.871,1.669,1.767116012037693
20,0,25,55,6m,2f_60,5,8,7,1.322,2.358,1.7655809242286236
20,20,15,45,6m,2f_70,5,10,7,1.784,1.747,1.765403070123081
20,20,5,55,6m,2f_80,5,10,7,1.355,2.295,1.7634412380343156
20,15,15,50,6m,2f_70,3,8,7,1.317,2.356,1.7614914135470543
20,10,25,45,6m,2f_80,5,10,7,1.524,2.034,1.7606294329017675
20,15,10,55,6m,2f_80,3,6,7,1.162,2.66,1.7581012485064675
30,15,25,30,6m,2f_70,5,8,7,1.9,1.626,1.7576689108020314
20,10,25,45,6m,2f_60,3,6,5,1.21,2.552,1.7572478481989955
20,10,25,45,6m,2f_60,3,6,7,1.21,2.552,1.7572478481989955
30,15,5,50,6m,2f_70,3,6,5,1.468,2.099,1.755372325177767
25,20,5,50,6m,2f_80,3,8,7,1.4,2.195,1.7529974329701683
20,15,25,40,6m,2f_80,5,10,7,1.83,1.679,1.752874781608772
30,10,10,50,6m,2f_70,3,8,7,1.231,2.494,1.752174078109821
30,10,10,50,6m,2f_80,3,8,7,1.365,2.242,1.7493798901325006
30,15,5,50,6m,2f_80,5,8,7,1.334,2.293,1.7489602625560137
40,5,25,30,6m,2f_60,5,10,7,1.769,1.726,1.7473677346225664
25,0,20,55,6m,2f_80,5,10,7,1.332,2.289,1.746123706957786
20,20,5,55,6m,2f_70,5,10,7,1.277,2.386,1.7455434683788313
25,20,5,50,6m,2f_70,3,8,7,1.316,2.313,1.7446799133365412
20,15,15,50,6m,2f_80,5,10,7,1.431,2.125,1.7438104828220298
40,5,5,50,6m,2f_60,3,6,7,1.118,2.718,1.743193620915359
25,5,25,45,6m,2f_70,3,8,7,1.07,2.837,1.7422944642051759
20,20,25,35,6m,2f_70,3,8,7,1.86,1.629,1.740672283917912
25,15,20,40,6m,2f_80,3,8,7,1.419,2.135,1.7405645635827474
20,5,20,55,6m,2f_80,5,10,7,1.271,2.381,1.7396123131318655
40,5,5,50,6m,2f_60,3,6,5,1.115,2.712,1.7389307059224643
20,20,5,55,6m,2f_60,5,8,7,1.214,2.489,1.738288238469098
30,15,5,50,6m,2f_80,3,8,7,1.338,2.258,1.7381610972519204
25,20,5,50,6m,2f_70,5,10,7,1.392,2.166,1.736396268136971
25,0,20,55,6m,2f_70,3,6,7,1.16,2.598,1.7359953916989526
25,0,20,55,6m,2f_70,3,6,5,1.16,2.598,1.7359953916989526
40,0,5,55,6m,2f_70,5,10,7,1.296,2.321,1.7343632837442104
20,10,20,50,6m,2f_80,5,10,7,1.295,2.321,1.7336940329827522
30,0,15,55,6m,2f_60,3,6,5,0.964,3.109,1.7312065156993834
30,15,5,50,6m,2f_70,3,6,7,1.461,2.051,1.7310433270140873
25,5,15,55,6m,2f_80,3,6,5,1.096,2.734,1.7310297513330035
25,5,15,55,6m,2f_80,3,6,7,1.096,2.734,1.7310297513330035
20,20,5,55,6m-1m,2f_70,3,8,7,1.096,2.732,1.7303964863579677
30,0,15,55,6m,2f_60,3,6,7,0.963,3.109,1.7303083540224846
20,20,5,55,6m-1m,2f_60,3,6,7,1.048,2.855,1.7297514272287797
20,20,5,55,6m-1m,2f_60,3,6,5,1.048,2.855,1.7297514272287797
40,0,5,55,6m,2f_80,5,10,7,1.344,2.222,1.7281111075390958
20,20,15,45,6m-1m,2f_60,3,8,7,1.301,2.288,1.7253080884294258
20,10,25,45,6m,2f_60,3,8,7,1.133,2.625,1.7245651625844702
25,10,15,50,6m,2f_60,3,8,7,1.226,2.419,1.7221190435042522
25,5,20,50,6m,2f_70,3,6,5,1.2,2.471,1.7219756095833645
25,5,20,50,6m,2f_70,3,6,7,1.2,2.471,1.7219756095833645
30,5,15,50,6m,2f_70,5,10,7,1.321,2.244,1.7217212317910238
30,0,20,50,6m,2f_70,5,8,7,1.304,2.272,1.7212460602714534
20,0,25,55,6m,2f_60,5,10,7,1.249,2.372,1.7212286309494158
25,20,25,30,6m,2f_80,3,6,7,1.822,1.626,1.7212123634229448
25,10,15,50,6m,2f_60,3,6,7,1.346,2.201,1.721204810590535
25,10,15,50,6m,2f_60,3,6,5,1.346,2.201,1.721204810590535
20,5,25,50,6m,2f_80,5,8,7,1.474,2.003,1.7182613305315348
30,20,15,35,6m,2f_70,5,8,7,1.785,1.653,1.7177325170118891
20,15,10,55,6m,2f_80,5,10,7,1.375,2.143,1.7165736220739265
25,20,25,30,6m,2f_80,3,6,5,1.816,1.621,1.7157319137907296
30,5,25,40,6m,2f_80,3,6,7,1.791,1.643,1.7154046169927373
20,10,20,50,6m,2f_70,5,10,7,1.434,2.05,1.7145553359399048
35,0,10,55,6m,2f_60,5,10,7,1.221,2.407,1.7143357314131908
20,5,25,50,6m,2f_70,5,8,7,1.454,2.021,1.7142152723622548
20,20,25,35,6m-1m,2f_60,3,8,7,1.985,1.477,1.712263122303345
25,20,5,50,6m,2f_80,3,6,5,1.398,2.097,1.7121933302054415
25,20,5,50,6m,2f_80,3,6,7,1.398,2.097,1.7121933302054415
30,5,10,55,6m,2f_60,3,8,7,1.071,2.737,1.712111853822641
30,15,5,50,6m,2f_80,5,10,7,1.348,2.174,1.7118855101904449
35,5,10,50,6m,2f_60,5,8,7,1.638,1.789,1.7118358566170997
20,15,20,45,6m,2f_80,5,8,7,1.506,1.945,1.711481814101453
30,5,15,50,6m,2f_70,5,8,7,1.271,2.304,1.711252173117685
20,0,25,55,6m,2f_70,3,6,7,1.0,2.926,1.7105554653386719
20,0,25,55,6m,2f_70,3,6,5,1.0,2.926,1.7105554653386719
25,20,20,35,6m,2f_60,3,8,7,1.816,1.611,1.7104315244990078
40,0,5,55,6m,2f_80,5,8,7,1.355,2.159,1.7103932296404825
20,20,15,45,6m,2f_60,3,8,7,1.262,2.318,1.7103555185983994
25,0,20,55,6m,2f_70,5,10,7,1.329,2.2,1.709912278451734
25,5,20,50,6m,2f_80,3,6,5,1.416,2.063,1.7091541767786778
25,5,20,50,6m,2f_80,3,6,7,1.416,2.063,1.7091541767786778
30,5,25,40,6m,2f_80,3,6,5,1.785,1.636,1.70887682411577
30,15,25,30,6m,2f_60,5,8,7,1.842,1.571,1.7011119892587907
20,20,20,40,6m,2f_80,5,8,7,1.794,1.61,1.6995116945758273
25,0,25,50,6m,2f_60,3,8,7,1.0,2.888,1.6994116628998401
30,15,5,50,6m,2f_80,3,6,5,1.39,2.073,1.6974893224995555
30,20,20,30,6m,2f_80,3,8,7,1.93,1.487,1.69408087174137
20,20,5,55,6m-1m,2f_70,3,6,5,1.033,2.778,1.6940112160195397
20,20,5,55,6m-1m,2f_70,3,6,7,1.033,2.778,1.6940112160195397
30,10,10,50,6m,2f_80,5,8,7,1.332,2.153,1.693456819644363
20,20,25,35,6m-1m,2f_80,3,8,7,1.839,1.558,1.6926789417961103
20,0,25,55,6m,2f_70,5,8,7,1.436,1.993,1.691729292765246
40,0,5,55,6m,2f_70,5,8,7,1.322,2.164,1.691392325866474
35,20,15,30,6m,2f_70,5,8,7,1.803,1.585,1.6904895740583554
30,10,10,50,6m,2f_60,3,6,7,1.155,2.47,1.6890381878453784
30,10,10,50,6m,2f_60,3,6,5,1.155,2.47,1.6890381878453784
25,0,20,55,6m,2f_70,3,8,7,1.052,2.707,1.6875319256239274
25,20,10,45,6m,2f_70,3,8,7,1.43,1.991,1.6873440668695878
25,20,5,50,6m,2f_60,5,10,7,1.377,2.061,1.6846355688991017
30,0,20,50,6m,2f_80,5,10,7,1.208,2.349,1.6845153605711052
20,15,15,50,6m,2f_70,5,10,7,1.256,2.259,1.6844298738742436
20,15,10,55,6m,2f_70,5,8,7,1.271,2.231,1.683924285708832
40,5,25,30,6m,2f_80,5,8,7,1.813,1.564,1.6839037977271742
20,5,20,55,6m,2f_80,5,8,7,1.24,2.283,1.6825338035237212
20,20,25,35,6m,2f_70,3,6,7,1.772,1.593,1.6801178530091274
20,20,25,35,6m,2f_70,3,6,5,1.772,1.593,1.6801178530091274
20,15,10,55,6m,2f_60,3,8,7,1.145,2.464,1.6796666335913206
40,5,25,30,6m,2f_70,5,10,7,1.763,1.6,1.6795237420173614
35,0,10,55,6m,2f_80,5,8,7,1.178,2.392,1.6786232454008254
30,15,20,35,6m,2f_80,3,8,7,1.801,1.561,1.6767113645466831
25,20,25,30,6m-1m,2f_60,3,8,7,1.937,1.451,1.6764805397021465
30,15,5,50,6m,2f_80,3,6,7,1.383,2.026,1.6739050152263717
35,20,15,30,6m,2f_70,5,10,7,1.778,1.574,1.6728933020369232
25,20,5,50,6m,2f_60,3,8,7,1.233,2.267,1.6718884532169005
20,20,25,35,6m-1m,2f_70,3,8,7,1.937,1.443,1.671852565270036
25,5,20,50,6m,2f_80,5,8,7,1.425,1.959,1.6708007062483545
20,0,25,55,6m,2f_80,5,8,7,1.415,1.97,1.6695957594579593
35,5,5,55,6m,2f_60,5,8,7,1.187,2.345,1.6683869455255278
35,0,10,55,6m,2f_70,5,10,7,1.147,2.425,1.6677754645035403
20,20,15,45,6m-1m,2f_70,3,6,5,1.277,2.175,1.6665758308579899
25,10,10,55,6m,2f_70,3,8,7,1.086,2.557,1.666403912621427
20,15,10,55,6m,2f_80,3,8,7,1.112,2.495,1.6656650323519433
35,0,15,50,6m,2f_80,5,8,7,1.104,2.507,1.6636490014423115
20,15,10,55,6m,2f_70,3,8,7,1.099,2.518,1.6635149533442732
20,20,15,45,6m-1m,2f_70,3,6,7,1.273,2.167,1.6609006592809816
20,5,25,50,6m,2f_60,3,8,7,1.091,2.518,1.6574492450750942
20,20,10,50,6m,2f_80,5,8,7,1.343,2.04,1.6552099564707796
20,5,25,50,6m,2f_60,3,6,5,1.105,2.474,1.6534116244904051
25,20,5,50,6m,2f_60,3,6,7,1.272,2.145,1.6517990192514342
25,20,5,50,6m,2f_60,3,6,5,1.272,2.145,1.6517990192514342
25,5,25,45,6m,2f_80,5,8,7,1.458,1.871,1.6516410021551293
20,15,10,55,6m,2f_60,5,8,7,1.222,2.232,1.6515156675006144
20,5,25,50,6m,2f_80,3,8,7,1.088,2.505,1.650890668699778
20,15,20,45,6m,2f_80,5,10,7,1.441,1.89,1.6502999727322303
25,15,25,35,6m,2f_70,5,8,7,1.813,1.5,1.6490906585145646
25,20,5,50,6m,2f_70,3,6,7,1.306,2.082,1.6489669493352497
25,20,5,50,6m,2f_70,3,6,5,1.306,2.082,1.6489669493352497
25,20,25,30,6m-1m,2f_70,3,8,7,1.87,1.452,1.6477985313745125
30,0,15,55,6m,2f_60,3,8,7,0.941,2.885,1.6476604625953732
35,0,10,55,6m,2f_70,5,8,7,1.131,2.393,1.6451392038365629
20,10,15,55,6m,2f_80,3,8,7,1.422,1.903,1.6450124619588753
25,5,25,45,6m,2f_80,5,10,7,1.435,1.883,1.6438080788218556
20,15,20,45,6m,2f_70,5,8,7,1.441,1.875,1.6437381178277761
20,5,25,50,6m,2f_60,3,6,7,1.091,2.474,1.6429041359738552
35,0,10,55,6m,2f_60,5,8,7,1.187,2.273,1.6425745036375063
30,20,20,30,6m,2f_60,5,8,7,1.819,1.482,1.6418763656256217
20,20,5,55,6m,2f_60,5,10,7,1.173,2.298,1.6418142404060212
20,10,20,50,6m,2f_80,5,8,7,1.214,2.219,1.6413000944373335
30,5,10,55,6m,2f_60,3,6,5,1.017,2.643,1.6394910795731703
30,5,10,55,6m,2f_60,3,6,7,1.017,2.643,1.6394910795731703
40,5,25,30,6m,2f_80,5,10,7,1.773,1.516,1.6394718661813017
30,15,5,50,6m,2f_60,3,8,7,1.233,2.168,1.6349752291701547
35,0,10,55,6m,2f_80,5,10,7,1.192,2.236,1.6325783289018632
20,5,25,50,6m,2f_70,5,10,7,1.389,1.917,1.6317821545782392
25,20,10,45,6m,2f_60,3,6,7,1.426,1.867,1.6316684712281475
25,5,20,50,6m,2f_70,5,10,7,1.262,2.107,1.6306544698371879
20,20,10,50,6m,2f_70,5,10,7,1.286,2.056,1.6260430498606118
20,5,25,50,6m,2f_80,5,10,7,1.381,1.912,1.6249529223949843
30,5,10,55,6m,2f_60,5,8,7,1.326,1.99,1.624419896455347
30,20,20,30,6m,2f_70,3,8,7,1.85,1.425,1.623653288112952
25,15,10,50,6m,2f_80,3,8,7,1.177,2.238,1.6229990757853192
25,20,25,30,6m,2f_80,5,10,7,1.76,1.495,1.6220974076793293
20,0,25,55,6m,2f_70,3,8,7,0.977,2.689,1.620849468642909
25,20,25,30,6m-1m,2f_80,3,6,7,1.799,1.457,1.6189944410034274
25,20,25,30,6m-1m,2f_80,3,6,5,1.799,1.457,1.6189944410034274
20,10,15,55,6m,2f_80,3,6,7,1.392,1.883,1.6189922791662719
20,0,25,55,6m,2f_70,5,10,7,1.344,1.95,1.618888507587845
25,20,10,45,6m,2f_60,3,6,5,1.415,1.849,1.6175088871471464
20,10,15,55,6m,2f_80,3,6,5,1.388,1.883,1.616664467352456
20,20,25,35,6m-1m,2f_60,3,6,5,1.872,1.396,1.6165741554286954
20,20,25,35,6m-1m,2f_60,3,6,7,1.872,1.396,1.6165741554286954
25,15,10,50,6m,2f_70,3,8,7,1.171,2.225,1.6141483822746905
20,20,10,50,6m,2f_70,5,8,7,1.289,2.016,1.6120248137048014
30,20,20,30,6m,2f_60,5,10,7,1.757,1.474,1.609291148301015
20,5,25,50,6m,2f_70,3,6,7,1.096,2.362,1.6089599124900533
20,5,25,50,6m,2f_70,3,6,5,1.093,2.362,1.6067563598753858
20,15,15,50,6m,2f_60,5,10,7,1.272,2.025,1.6049299050114307
35,20,15,30,6m,2f_80,5,8,7,1.728,1.483,1.6008197899826202
20,0,25,55,6m,2f_80,3,8,7,1.045,2.447,1.5990981833521043
25,10,10,55,6m,2f_80,3,8,7,1.04,2.453,1.5972225893719385
25,5,20,50,6m,2f_80,3,8,7,1.243,2.052,1.597071069176322
20,10,15,55,6m,2f_60,3,8,7,1.309,1.944,1.5952103309595258
25,10,10,55,6m,2f_70,3,6,7,1.118,2.273,1.5941185652265646
25,10,10,55,6m,2f_70,3,6,5,1.118,2.273,1.5941185652265646
35,5,5,55,6m,2f_80,5,8,7,1.117,2.273,1.5934054725649716
30,5,10,55,6m,2f_70,5,8,7,1.295,1.959,1.5927664612239925
20,5,25,50,6m,2f_80,3,6,7,1.032,2.446,1.5887957703871194
20,5,25,50,6m,2f_80,3,6,5,1.032,2.446,1.5887957703871194
35,5,5,55,6m,2f_60,5,10,7,1.161,2.173,1.5883491429783314
30,20,15,35,6m,2f_60,5,10,7,1.667,1.513,1.5881344401529738
35,5,5,55,6m,2f_70,5,8,7,1.114,2.263,1.5877600574394104
30,0,20,50,6m,2f_80,5,8,7,1.174,2.145,1.5868931911127477
30,15,25,30,6m,2f_60,5,10,7,1.749,1.439,1.5864460280765937
25,10,15,50,6m,2f_80,3,6,7,1.284,1.955,1.5843673816384887
25,10,15,50,6m,2f_80,3,6,5,1.284,1.955,1.5843673816384887
20,15,10,55,6m,2f_70,5,10,7,1.229,2.041,1.5837894430763202
25,15,10,50,6m,2f_60,3,6,5,1.169,2.145,1.5835103409829694
25,15,10,50,6m,2f_60,3,6,7,1.169,2.145,1.5835103409829694
25,15,10,50,6m,2f_70,3,6,5,1.125,2.225,1.582126733229674
25,15,10,50,6m,2f_70,3,6,7,1.125,2.225,1.582126733229674
25,20,20,35,6m,2f_70,5,10,7,1.714,1.457,1.580284151663871
20,5,25,50,6m,2f_70,3,8,7,1.043,2.393,1.57984144774088
30,20,15,35,6m,2f_80,5,10,7,1.669,1.495,1.579605963523815
25,20,20,35,6m,2f_70,5,8,7,1.685,1.48,1.5791770008456938
20,0,25,55,6m,2f_60,3,8,7,0.989,2.52,1.5786956641480967
25,10,15,50,6m,2f_70,3,8,7,1.175,2.118,1.5775455619410805
25,15,25,35,6m,2f_60,5,10,7,1.681,1.48,1.5773014930570504
25,20,25,30,6m-1m,2f_80,3,8,7,1.758,1.414,1.5766458067682798
25,5,20,50,6m,2f_80,5,10,7,1.328,1.871,1.5762893135462157
25,10,10,55,6m,2f_80,3,6,7,1.119,2.218,1.5754180397596063
25,10,10,55,6m,2f_80,3,6,5,1.119,2.218,1.5754180397596063
20,0,25,55,6m,2f_80,5,10,7,1.281,1.934,1.5739930114203176
25,15,10,50,6m,2f_60,3,8,7,1.153,2.147,1.5733693145603165
30,10,10,50,6m,2f_60,3,8,7,1.026,2.407,1.5714903754080074
25,0,25,50,6m,2f_60,3,6,5,0.966,2.555,1.571028325651705
25,0,25,50,6m,2f_60,3,6,7,0.966,2.555,1.571028325651705
35,5,5,55,6m,2f_70,5,10,7,1.102,2.235,1.5693852299547106
25,20,25,30,6m,2f_80,5,8,7,1.708,1.441,1.568830137395378
35,5,5,55,6m,2f_80,5,10,7,1.089,2.26,1.568802090768622
30,5,10,55,6m,2f_70,5,10,7,1.217,2.021,1.5682974845353799
30,5,10,55,6m,2f_60,5,10,7,1.244,1.969,1.5650674106887537
20,20,25,35,6m,2f_80,5,10,7,1.688,1.437,1.5574517649031703
25,20,15,40,6m,2f_60,5,10,7,1.603,1.509,1.5552900051115868
25,20,10,45,6m,2f_70,3,6,7,1.29,1.871,1.5535733004914831
25,5,15,55,6m,2f_60,3,6,5,1.127,2.138,1.5522647969982442
25,5,15,55,6m,2f_60,3,6,7,1.127,2.138,1.5522647969982442
25,10,15,50,6m,2f_70,3,6,5,1.253,1.908,1.5461966239776879
20,20,25,35,6m,2f_70,5,10,7,1.68,1.422,1.545626086736375
30,20,20,30,6m,2f_60,3,8,7,1.759,1.356,1.5444105671744155
20,20,15,45,6m-1m,2f_60,3,6,5,1.177,2.026,1.544215658514056
30,15,5,50,6m,2f_60,3,6,7,1.303,1.829,1.5437574291319216
30,15,5,50,6m,2f_60,3,6,5,1.303,1.829,1.5437574291319216
30,5,10,55,6m,2f_80,5,8,7,1.188,2.005,1.5433534915890137
25,10,10,55,6m,2f_60,3,6,5,1.104,2.157,1.5431552093033287
35,20,15,30,6m,2f_80,5,10,7,1.657,1.437,1.5430842491581591
25,20,25,30,6m-1m,2f_70,3,6,5,1.745,1.363,1.542217559230863
25,20,25,30,6m-1m,2f_70,3,6,7,1.745,1.363,1.542217559230863
25,10,10,55,6m,2f_60,3,6,7,1.103,2.154,1.5413831451005293
20,20,15,45,6m-1m,2f_60,3,6,7,1.174,2.021,1.5403421697791695
25,20,10,45,6m,2f_70,3,6,5,1.28,1.853,1.540077920106642
30,20,20,30,6m,2f_70,5,10,7,1.678,1.41,1.5381742424055864
25,10,15,50,6m,2f_70,3,6,7,1.247,1.896,1.5376319455578438
25,20,25,30,6m-1m,2f_60,5,10,7,1.661,1.423,1.537401378950858
30,5,10,55,6m,2f_80,5,10,7,1.182,1.987,1.532525366837365
30,20,20,30,6m,2f_60,3,6,7,1.735,1.35,1.5304411128821651
30,20,15,35,6m,2f_70,5,10,7,1.591,1.471,1.5298238460685596
20,10,15,55,6m,2f_70,3,8,7,1.321,1.769,1.5286755705511879
30,20,20,30,6m,2f_70,5,8,7,1.682,1.387,1.5273945135425884
30,20,20,30,6m,2f_60,3,6,5,1.73,1.345,1.5254015864682977
25,15,25,35,6m,2f_60,5,8,7,1.634,1.422,1.524318864280043
25,15,10,50,6m,2f_80,3,6,7,1.097,2.106,1.5199611837149
25,20,25,30,6m,2f_70,3,6,7,1.679,1.373,1.518310574289727
20,15,10,55,6m,2f_60,5,10,7,1.146,2.006,1.5162044716989853
20,20,25,35,6m-1m,2f_80,3,6,7,1.676,1.369,1.5147422222939453
20,20,25,35,6m-1m,2f_80,3,6,5,1.676,1.369,1.5147422222939453
25,10,25,40,6m,2f_70,3,6,5,1.171,1.959,1.5145920242758444
25,10,25,40,6m,2f_70,3,6,7,1.171,1.959,1.5145920242758444
25,15,10,50,6m,2f_80,3,6,5,1.093,2.098,1.5143031400614606
25,20,25,30,6m,2f_70,3,6,5,1.675,1.369,1.5142902627964032
25,20,10,45,6m,2f_80,3,8,7,1.31,1.744,1.5115025636762909
20,10,20,50,6m,2f_80,3,6,7,1.254,1.819,1.5103065913912976
20,5,20,55,6m,2f_60,3,8,7,1.174,1.935,1.5072126591825057
20,20,10,50,6m,2f_60,5,8,7,1.227,1.85,1.506635324157774
20,10,20,50,6m,2f_80,3,6,5,1.245,1.819,1.5048770713915474
20,20,25,35,6m-1m,2f_70,3,6,5,1.725,1.306,1.5009496993570437
20,20,25,35,6m-1m,2f_70,3,6,7,1.725,1.306,1.5009496993570437
