date,factor,ic,n
20190801,value_s,0.042424,44
20190801,growth_s,-0.054686,44
20190801,momentum_s,0.050599,44
20190801,mom_10_z,-0.068922,44
20190801,vol_low_z,0.011416,44
20190801,score,0.039887,44
20190802,value_s,0.052431,44
20190802,growth_s,-0.159831,44
20190802,momentum_s,0.132206,44
20190802,mom_10_z,-0.010148,44
20190802,vol_low_z,0.046794,44
20190802,score,-0.016068,44
20190805,value_s,0.014447,40
20190805,growth_s,0.058537,40
20190805,momentum_s,0.005816,40
20190805,mom_10_z,-0.371857,40
20190805,vol_low_z,0.263977,40
20190805,score,0.031144,40
20190806,value_s,-0.103132,34
20190806,growth_s,0.169137,34
20190806,momentum_s,0.229947,34
20190806,mom_10_z,-0.467685,34
20190806,vol_low_z,0.048434,34
20190806,score,0.139496,34
20190807,value_s,-0.046705,37
20190807,growth_s,-0.098862,37
20190807,momentum_s,0.062352,37
20190807,mom_10_z,-0.385254,37
20190807,vol_low_z,0.157183,37
20190807,score,-0.104552,37
20190808,value_s,-0.030591,46
20190808,growth_s,-0.023868,46
20190808,mom_10_z,-0.272596,46
20190808,vol_low_z,0.160905,46
20190808,score,-0.212156,46
20190809,value_s,-0.007098,43
20190809,growth_s,-0.143008,43
20190809,mom_10_z,-0.132437,43
20190809,vol_low_z,0.133947,43
20190809,score,-0.169435,43
20190812,value_s,0.138125,44
20190812,growth_s,0.01198,44
20190812,momentum_s,0.094292,44
20190812,mom_10_z,0.062722,44
20190812,vol_low_z,0.237068,44
20190812,score,0.140521,44
20190813,value_s,0.138728,49
20190813,growth_s,-0.083369,49
20190813,momentum_s,0.003878,49
20190813,mom_10_z,-0.019745,49
20190813,vol_low_z,0.197964,49
20190813,score,0.044899,49
20190814,value_s,0.270251,51
20190814,growth_s,-0.127885,51
20190814,momentum_s,-0.020364,51
20190814,mom_10_z,-0.164268,51
20190814,vol_low_z,0.373156,51
20190814,score,-0.041452,51
20190816,value_s,0.119681,47
20190816,growth_s,-0.2145,47
20190816,momentum_s,0.05932,47
20190816,mom_10_z,0.008904,47
20190816,vol_low_z,0.217969,47
20190816,score,-0.101758,47
20190819,value_s,0.035095,44
20190819,growth_s,0.053559,44
20190819,momentum_s,0.137844,44
20190819,mom_10_z,-0.021705,44
20190819,vol_low_z,0.04623,44
20190819,score,0.056378,44
20190820,value_s,0.195352,56
20190820,growth_s,-0.085783,56
20190820,mom_10_z,0.162611,56
20190820,vol_low_z,0.015516,56
20190820,score,0.035065,56
20190821,value_s,0.174715,60
20190821,growth_s,-0.086857,60
20190821,mom_10_z,0.10125,60
20190821,vol_low_z,0.023618,60
20190821,score,0.07541,60
20190822,value_s,0.208157,54
20190822,growth_s,0.024433,54
20190822,momentum_s,0.187726,54
20190822,mom_10_z,0.206175,54
20190822,vol_low_z,0.122089,54
20190822,score,0.118048,54
20190823,value_s,0.286519,52
20190823,growth_s,-0.138564,52
20190823,momentum_s,0.114317,52
20190823,mom_10_z,0.198412,52
20190823,vol_low_z,0.042602,52
20190823,score,-0.042944,52
20190826,value_s,0.01521,38
20190826,growth_s,-0.075391,38
20190826,momentum_s,0.312835,38
20190826,mom_10_z,0.14936,38
20190826,vol_low_z,0.063136,38
20190826,score,0.051756,38
20190827,value_s,0.209464,42
20190827,growth_s,-0.044324,42
20190827,momentum_s,0.045782,42
20190827,mom_10_z,0.367798,42
20190827,vol_low_z,0.127785,42
20190827,score,0.030955,42
20190828,value_s,0.119338,41
20190828,growth_s,-0.081707,41
20190828,momentum_s,0.008188,41
20190828,mom_10_z,0.109582,41
20190828,vol_low_z,-0.015679,41
20190828,score,-0.022997,41
20190829,value_s,0.027931,45
20190829,growth_s,-0.096047,45
20190829,mom_10_z,0.240316,45
20190829,vol_low_z,0.054941,45
20190829,score,0.088406,45
20190830,value_s,0.160144,50
20190830,growth_s,-0.069388,50
20190830,mom_10_z,0.206627,50
20190830,vol_low_z,0.135846,50
20190830,score,0.342713,50
20190902,value_s,0.08994,50
20190902,growth_s,-0.121441,50
20190902,momentum_s,-0.105978,50
20190902,mom_10_z,0.157263,50
20190902,vol_low_z,0.068812,50
20190902,score,-0.105402,50
20190903,value_s,0.150439,47
20190903,growth_s,-0.033302,47
20190903,momentum_s,-0.106383,47
20190903,mom_10_z,0.220051,47
20190903,vol_low_z,0.030874,47
20190903,score,-0.02729,47
20190904,value_s,0.185087,58
20190904,growth_s,-0.128734,58
20190904,momentum_s,-0.259221,58
20190904,mom_10_z,-0.029992,58
20190904,vol_low_z,0.27577,58
20190904,score,-0.183795,58
20190905,value_s,0.083131,61
20190905,growth_s,0.057641,61
20190905,momentum_s,-0.096721,61
20190905,mom_10_z,-0.164728,61
20190905,vol_low_z,0.294712,61
20190905,score,0.030037,61
20190906,value_s,0.003046,57
20190906,growth_s,0.210202,57
20190906,momentum_s,-0.281501,57
20190906,mom_10_z,-0.114143,57
20190906,vol_low_z,0.306326,57
20190906,score,0.101698,57
20190909,value_s,0.055056,59
20190909,growth_s,0.326184,59
20190909,mom_10_z,-0.040736,59
20190909,vol_low_z,0.19322,59
20190909,score,0.324021,59
20190910,value_s,-0.047456,54
20190910,growth_s,0.199085,54
20190910,mom_10_z,-0.094189,54
20190910,vol_low_z,0.145416,54
20190910,score,0.212655,54
20190911,value_s,-0.002538,61
20190911,growth_s,0.073823,61
20190911,momentum_s,-0.309519,61
20190911,mom_10_z,-0.071179,61
20190911,vol_low_z,0.116182,61
20190911,score,-0.063035,61
20190916,value_s,-0.01034,69
20190916,growth_s,0.053233,69
20190916,momentum_s,-0.195652,69
20190916,mom_10_z,-0.211326,69
20190916,vol_low_z,0.136208,69
20190916,score,-0.051589,69
20190917,value_s,0.025605,74
20190917,growth_s,-0.013758,74
20190917,momentum_s,-0.233499,74
20190917,mom_10_z,-0.154788,74
20190917,vol_low_z,0.113514,74
20190917,score,-0.078919,74
20190918,value_s,-0.053685,73
20190918,growth_s,0.029959,73
20190918,momentum_s,-0.135108,73
20190918,mom_10_z,-0.200457,73
20190918,vol_low_z,0.128969,73
20190918,score,-0.008053,73
20190919,value_s,-0.062722,76
20190919,growth_s,0.102094,76
20190919,momentum_s,-0.015804,76
20190919,mom_10_z,-0.099606,76
20190919,vol_low_z,0.157216,76
20190919,score,0.084978,76
20190920,value_s,-0.04277,80
20190920,growth_s,0.133196,80
20190920,mom_10_z,-0.169508,80
20190920,vol_low_z,0.162568,80
20190920,score,0.288685,80
20190923,value_s,0.02882,83
20190923,growth_s,0.067598,83
20190923,mom_10_z,-0.493519,83
20190923,vol_low_z,0.272083,83
20190923,score,0.305102,83
20190924,value_s,-0.024512,84
20190924,growth_s,0.100497,84
20190924,momentum_s,-0.213101,84
20190924,mom_10_z,-0.415086,84
20190924,vol_low_z,0.202308,84
20190924,score,-0.016604,84
20190925,value_s,-0.009542,79
20190925,growth_s,0.147614,79
20190925,momentum_s,-0.257254,79
20190925,mom_10_z,-0.388802,79
20190925,vol_low_z,0.311831,79
20190925,score,0.032254,79
20190926,value_s,0.001377,74
20190926,growth_s,0.102526,74
20190926,momentum_s,-0.113573,74
20190926,mom_10_z,-0.271618,74
20190926,vol_low_z,0.257194,74
20190926,score,0.023591,74
20190927,value_s,-0.025701,67
20190927,growth_s,0.256448,67
20190927,momentum_s,0.001038,67
20190927,mom_10_z,-0.146043,67
20190927,vol_low_z,0.266744,67
20190927,score,0.212788,67
20190930,value_s,-0.041469,69
20190930,growth_s,0.180563,69
20190930,momentum_s,-0.097724,69
20190930,mom_10_z,0.021374,69
20190930,vol_low_z,0.349141,69
20190930,score,0.124589,69
20191001,value_s,-0.03944,72
20191001,growth_s,0.044826,72
20191001,mom_10_z,0.077015,72
20191001,vol_low_z,0.040823,72
20191001,score,0.106406,72
20191002,value_s,0.124432,65
20191002,growth_s,-0.01285,65
20191002,mom_10_z,0.088987,65
20191002,vol_low_z,0.214816,65
20191002,score,0.264073,65
20191004,value_s,0.031006,59
20191004,growth_s,-0.081357,59
20191004,momentum_s,0.115957,59
20191004,mom_10_z,-0.018761,59
20191004,vol_low_z,0.168062,59
20191004,score,0.031824,59
20191007,value_s,0.011611,52
20191007,growth_s,-0.031077,52
20191007,momentum_s,0.033809,52
20191007,mom_10_z,0.003415,52
20191007,vol_low_z,0.063775,52
20191007,score,-0.021856,52
20191008,value_s,0.075766,58
20191008,growth_s,-0.019318,58
20191008,momentum_s,-0.049035,58
20191008,mom_10_z,-0.059493,58
20191008,vol_low_z,-0.049711,58
20191008,score,-0.029224,58
20191010,value_s,0.109501,56
20191010,growth_s,-0.090294,56
20191010,momentum_s,0.058138,56
20191010,mom_10_z,0.023582,56
20191010,vol_low_z,0.023035,56
20191010,score,-0.007997,56
20191011,value_s,-0.029402,61
20191011,growth_s,-0.102327,61
20191011,momentum_s,-0.028346,61
20191011,mom_10_z,-0.010206,61
20191011,vol_low_z,-0.011158,61
20191011,score,-0.112216,61
20191014,value_s,-0.10842,74
20191014,growth_s,-0.130634,74
20191014,mom_10_z,0.105251,74
20191014,vol_low_z,0.061474,74
20191014,score,0.036846,74
20191015,value_s,0.004893,79
20191015,growth_s,-0.123689,79
20191015,mom_10_z,0.07841,79
20191015,vol_low_z,0.038219,79
20191015,score,0.071935,79
20191016,value_s,-0.007752,78
20191016,growth_s,-0.012254,78
20191016,momentum_s,0.031121,78
20191016,mom_10_z,0.055274,78
20191016,vol_low_z,0.028389,78
20191016,score,0.006437,78
20191017,value_s,0.021763,78
20191017,growth_s,-0.11175,78
20191017,mom_10_z,-0.065442,78
20191017,vol_low_z,0.050747,78
20191017,score,0.020537,78
20191018,value_s,0.13047,70
20191018,growth_s,-0.175085,70
20191018,momentum_s,-0.01881,70
20191018,mom_10_z,-0.120655,70
20191018,vol_low_z,0.076756,70
20191018,score,-0.113604,70
20191021,value_s,0.139167,69
20191021,growth_s,0.021118,69
20191021,momentum_s,0.024004,69
20191021,mom_10_z,-0.100548,69
20191021,vol_low_z,0.107965,69
20191021,score,0.085239,69
20191022,value_s,0.153684,76
20191022,growth_s,-0.028476,76
20191022,momentum_s,-0.030103,76
20191022,mom_10_z,-0.00093,76
20191022,vol_low_z,0.037403,76
20191022,score,0.00123,76
20191023,value_s,0.091152,75
20191023,growth_s,0.018734,75
20191023,mom_10_z,0.136005,75
20191023,vol_low_z,0.09505,75
20191023,score,0.152831,75
20191024,value_s,0.082996,77
20191024,growth_s,0.027065,77
20191024,mom_10_z,0.148642,77
20191024,vol_low_z,0.203849,77
20191024,score,0.129607,77
20191025,value_s,0.060399,75
20191025,growth_s,-0.047255,75
20191025,mom_10_z,-0.244723,75
20191025,vol_low_z,0.292034,75
20191025,score,0.07175,75
20191028,value_s,0.042148,83
20191028,growth_s,-0.041119,83
20191028,mom_10_z,0.009015,83
20191028,vol_low_z,0.180366,83
20191028,score,0.12086,83
20191029,value_s,0.051107,81
20191029,growth_s,0.030635,81
20191029,momentum_s,-0.151268,81
20191029,mom_10_z,-0.054878,81
20191029,vol_low_z,0.104855,81
20191029,score,-0.029607,81
20191030,value_s,0.161412,83
20191030,growth_s,0.126916,83
20191030,momentum_s,0.029355,83
20191030,mom_10_z,0.007798,83
20191030,vol_low_z,0.038537,83
20191030,score,0.14969,83
20191031,value_s,0.162098,85
20191031,growth_s,-0.014081,85
20191031,momentum_s,-0.116069,85
20191031,mom_10_z,-0.029715,85
20191031,vol_low_z,0.117882,85
20191031,score,-0.029754,85
20191101,value_s,0.179722,88
20191101,growth_s,0.067557,88
20191101,mom_10_z,0.0547,88
20191101,vol_low_z,0.131679,88
20191101,score,0.106584,88
20191104,value_s,0.057329,98
20191104,growth_s,0.048748,98
20191104,mom_10_z,0.125153,98
20191104,vol_low_z,0.052726,98
20191104,score,-0.009959,98
20191105,value_s,0.104882,91
20191105,growth_s,0.071309,91
20191105,momentum_s,-0.02283,91
20191105,mom_10_z,0.009739,91
20191105,vol_low_z,0.056538,91
20191105,score,0.067113,91
20191106,value_s,0.125626,92
20191106,growth_s,0.003106,92
20191106,momentum_s,-0.063177,92
20191106,mom_10_z,-0.1067,92
20191106,vol_low_z,0.082055,92
20191106,score,0.018726,92
20191107,value_s,0.173991,94
20191107,growth_s,0.085475,94
20191107,momentum_s,-0.131476,94
20191107,mom_10_z,-0.262624,94
20191107,vol_low_z,0.157273,94
20191107,score,0.087238,94
20191108,value_s,0.201285,92
20191108,growth_s,0.010719,92
20191108,momentum_s,0.057876,92
20191108,mom_10_z,-0.244163,92
20191108,vol_low_z,0.203751,92
20191108,score,0.10223,92
20191111,value_s,0.237018,90
20191111,growth_s,0.059992,90
20191111,momentum_s,0.024736,90
20191111,mom_10_z,-0.362565,90
20191111,vol_low_z,0.230721,90
20191111,score,0.094366,90
20191112,value_s,0.207817,99
20191112,growth_s,0.145382,99
20191112,mom_10_z,-0.267855,99
20191112,vol_low_z,0.190291,99
20191112,score,0.23556,99
20191113,value_s,0.212002,100
20191113,growth_s,0.071515,100
20191113,mom_10_z,-0.293861,100
20191113,vol_low_z,0.204212,100
20191113,score,0.179617,100
20191114,value_s,0.255451,93
20191114,growth_s,0.115755,93
20191114,momentum_s,-0.020975,93
20191114,mom_10_z,-0.268521,93
20191114,vol_low_z,0.211546,93
20191114,score,0.14112,93
20191115,value_s,0.269325,96
20191115,growth_s,0.059371,96
20191115,momentum_s,-0.022898,96
20191115,mom_10_z,-0.234035,96
20191115,vol_low_z,0.153989,96
20191115,score,0.107041,96
20191118,value_s,0.242482,98
20191118,growth_s,0.048065,98
20191118,momentum_s,0.013025,98
20191118,mom_10_z,-0.268953,98
20191118,vol_low_z,0.057814,98
20191118,score,0.109207,98
20191119,value_s,0.170789,96
20191119,growth_s,-0.025678,96
20191119,momentum_s,0.083519,96
20191119,mom_10_z,-0.170192,96
20191119,vol_low_z,-0.016135,96
20191119,score,0.031274,96
20191120,value_s,0.136598,91
20191120,growth_s,-0.086646,91
20191120,momentum_s,0.155868,91
20191120,mom_10_z,-0.329495,91
20191120,vol_low_z,-0.089998,91
20191120,score,-0.013808,91
20191121,value_s,0.142968,93
20191121,growth_s,-0.113769,93
20191121,mom_10_z,-0.101892,93
20191121,vol_low_z,-0.063442,93
20191121,score,0.208573,93
20191122,value_s,0.094383,94
20191122,growth_s,-0.090843,94
20191122,mom_10_z,-0.00091,94
20191122,vol_low_z,0.03832,94
20191122,score,0.221098,94
20191125,value_s,0.132562,92
20191125,growth_s,-0.070172,92
20191125,momentum_s,0.210163,92
20191125,mom_10_z,0.037113,92
20191125,vol_low_z,0.096019,92
20191125,score,0.112734,92
20191126,value_s,0.167105,97
20191126,growth_s,-0.122843,97
20191126,momentum_s,0.141408,97
20191126,mom_10_z,0.032427,97
20191126,vol_low_z,0.106604,97
20191126,score,0.042644,97
20191127,value_s,0.137933,92
20191127,growth_s,-0.075752,92
20191127,momentum_s,0.160515,92
20191127,mom_10_z,-0.029808,92
20191127,vol_low_z,0.158285,92
20191127,score,0.076014,92
20191128,value_s,-0.030128,96
20191128,growth_s,-0.017309,96
20191128,momentum_s,0.187284,96
20191128,mom_10_z,-0.111205,96
20191128,vol_low_z,0.067946,96
20191128,score,0.040179,96
20191129,value_s,0.02544,83
20191129,growth_s,0.092125,83
20191129,momentum_s,0.195249,83
20191129,mom_10_z,-0.135909,83
20191129,vol_low_z,-0.039461,83
20191129,score,0.137862,83
20191202,value_s,-0.003327,93
20191202,growth_s,0.132479,93
20191202,mom_10_z,-0.044695,93
20191202,vol_low_z,-0.064113,93
20191202,score,0.150264,93
20191203,value_s,0.029129,85
20191203,growth_s,0.099961,85
20191203,momentum_s,0.099922,85
20191203,mom_10_z,0.034503,85
20191203,vol_low_z,-0.127546,85
20191203,score,0.155668,85
20191204,value_s,0.081139,82
20191204,growth_s,0.10602,82
20191204,momentum_s,0.245139,82
20191204,mom_10_z,0.014639,82
20191204,vol_low_z,-0.126329,82
20191204,score,0.221171,82
20191205,value_s,-0.117882,76
20191205,growth_s,0.088202,76
20191205,momentum_s,0.168673,76
20191205,mom_10_z,0.112809,76
20191205,vol_low_z,-0.17244,76
20191205,score,0.116801,76
20191206,value_s,-0.075962,85
20191206,growth_s,0.111765,85
20191206,momentum_s,0.263723,85
20191206,mom_10_z,0.122767,85
20191206,vol_low_z,-0.107661,85
20191206,score,0.206078,85
20191209,value_s,-0.088128,85
20191209,growth_s,0.111892,85
20191209,momentum_s,0.294135,85
20191209,mom_10_z,0.038695,85
20191209,vol_low_z,-0.164443,85
20191209,score,0.195233,85
20191210,value_s,-0.192289,83
20191210,growth_s,0.066035,83
20191210,momentum_s,0.286357,83
20191210,mom_10_z,-0.0265,83
20191210,vol_low_z,-0.313853,83
20191210,score,0.125835,83
20191211,value_s,-0.110273,88
20191211,growth_s,0.030071,88
20191211,momentum_s,0.095721,88
20191211,mom_10_z,-0.093049,88
20191211,vol_low_z,-0.180436,88
20191211,score,0.063277,88
20191212,value_s,-0.24903,89
20191212,growth_s,0.067995,89
20191212,momentum_s,0.006682,89
20191212,mom_10_z,0.027596,89
20191212,vol_low_z,-0.216309,89
20191212,score,0.005839,89
20191213,value_s,-0.172522,95
20191213,growth_s,0.008623,95
20191213,momentum_s,0.068323,95
20191213,mom_10_z,0.044345,95
20191213,vol_low_z,-0.17332,95
20191213,score,0.041399,95
20191216,value_s,-0.196757,97
20191216,growth_s,0.06083,97
20191216,momentum_s,0.047109,97
20191216,mom_10_z,0.161201,97
20191216,vol_low_z,-0.129366,97
20191216,score,0.063394,97
20191217,value_s,-0.12629,101
20191217,growth_s,0.006779,101
20191217,momentum_s,0.01583,101
20191217,mom_10_z,0.221561,101
20191217,vol_low_z,-0.16763,101
20191217,score,-0.006016,101
20191218,value_s,-0.156241,103
20191218,growth_s,-0.038665,103
20191218,momentum_s,0.026738,103
20191218,mom_10_z,0.190502,103
20191218,vol_low_z,-0.098417,103
20191218,score,-0.05448,103
20191219,value_s,-0.224953,105
20191219,growth_s,-0.036056,105
20191219,momentum_s,0.134627,105
20191219,mom_10_z,0.221501,105
20191219,vol_low_z,-0.130012,105
20191219,score,-0.056873,105
20191220,value_s,-0.19798,106
20191220,growth_s,0.005174,106
20191220,momentum_s,0.080727,106
20191220,mom_10_z,0.225333,106
20191220,vol_low_z,-0.245757,106
20191220,score,-0.027085,106
20191223,value_s,-0.167172,109
20191223,growth_s,0.029288,109
20191223,momentum_s,0.121894,109
20191223,mom_10_z,0.156302,109
20191223,vol_low_z,-0.205422,109
20191223,score,0.00714,109
20191224,value_s,-0.257721,103
20191224,growth_s,0.032081,103
20191224,momentum_s,0.148278,103
20191224,mom_10_z,0.211376,103
20191224,vol_low_z,-0.255382,103
20191224,score,-0.037045,103
20191226,value_s,-0.289,115
20191226,growth_s,0.057275,115
20191226,momentum_s,0.219282,115
20191226,mom_10_z,0.216567,115
20191226,vol_low_z,-0.159946,115
20191226,score,0.006372,115
20191227,value_s,-0.220639,115
20191227,growth_s,0.03234,115
20191227,momentum_s,0.153172,115
20191227,mom_10_z,0.249235,115
20191227,vol_low_z,-0.071412,115
20191227,score,0.002154,115
20191230,value_s,-0.223615,118
20191230,growth_s,0.009287,118
20191230,momentum_s,0.110723,118
20191230,mom_10_z,0.203475,118
20191230,vol_low_z,-0.027653,118
20191230,score,-0.025028,118
20200102,value_s,-0.160508,110
20200102,growth_s,-0.082569,110
20200102,momentum_s,0.26309,110
20200102,mom_10_z,0.073805,110
20200102,vol_low_z,0.007732,110
20200102,score,0.003021,110
20200103,value_s,-0.19358,110
20200103,growth_s,-0.131646,110
20200103,momentum_s,0.161901,110
20200103,mom_10_z,0.029056,110
20200103,vol_low_z,0.028307,110
20200103,score,-0.041769,110
20200106,value_s,-0.300332,105
20200106,growth_s,-0.110802,105
20200106,momentum_s,0.143585,105
20200106,mom_10_z,-0.103006,105
20200106,vol_low_z,0.135766,105
20200106,score,-0.125322,105
20200107,value_s,-0.163238,112
20200107,growth_s,-0.146581,112
20200107,momentum_s,0.112529,112
20200107,mom_10_z,-0.110075,112
20200107,vol_low_z,0.040728,112
20200107,score,-0.119422,112
20200108,value_s,-0.189502,95
20200108,growth_s,-0.14692,95
20200108,momentum_s,0.179193,95
20200108,mom_10_z,-0.236522,95
20200108,vol_low_z,0.137906,95
20200108,score,-0.110694,95
20200109,value_s,-0.29148,109
20200109,growth_s,-0.151993,109
20200109,momentum_s,0.104301,109
20200109,mom_10_z,-0.191767,109
20200109,vol_low_z,0.134798,109
20200109,score,-0.145839,109
20200110,value_s,-0.239288,116
20200110,growth_s,-0.158736,116
20200110,momentum_s,-0.03104,116
20200110,mom_10_z,-0.159074,116
20200110,vol_low_z,0.134679,116
20200110,score,-0.194853,116
20200113,value_s,-0.083137,122
20200113,growth_s,-0.095215,122
20200113,momentum_s,0.013743,122
20200113,mom_10_z,-0.231382,122
20200113,vol_low_z,0.148123,122
20200113,score,-0.083415,122
20200114,value_s,-0.115946,121
20200114,growth_s,-0.130653,121
20200114,momentum_s,-0.078822,121
