v,q,g,m,gr,mom,cagr,mdd,cal,sh,sort
10,5,45,40,0.7,12m,61.78,49.38,1.251,1.238,1.928
10,15,50,25,0.8,12m,71.99,57.58,1.25,1.35,2.121
30,15,45,10,0.3,12m-1m,46.08,36.88,1.25,1.072,1.679
15,0,75,10,0.7,12m-1m,58.61,46.9,1.25,1.193,1.844
10,0,50,40,0.6,12m-1m,58.03,46.46,1.249,1.188,1.866
0,5,55,40,0.5,12m,66.64,53.36,1.249,1.296,2.028
20,0,55,25,0.7,12m-1m,68.66,55.02,1.248,1.314,2.025
30,0,45,25,0.7,12m-1m,41.98,33.64,1.248,1.004,1.546
20,15,40,25,0.5,12m-1m,49.33,39.58,1.246,1.091,1.663
10,0,75,15,0.8,12m,67.85,54.45,1.246,1.305,2.053
10,10,70,10,0.5,12m-1m,57.01,45.85,1.244,1.174,1.859
25,5,45,25,0.4,12m-1m,48.86,39.33,1.242,1.086,1.7
0,0,75,25,0.7,12m,65.92,53.08,1.242,1.281,2.023
0,10,65,25,0.6,12m-1m,66.73,53.77,1.241,1.302,2.096
20,0,45,35,0.8,12m-1m,69.99,56.46,1.24,1.346,2.137
20,10,40,30,0.6,12m-1m,65.6,52.9,1.24,1.295,1.985
10,15,55,20,0.3,12m-1m,56.57,45.63,1.24,1.178,1.848
15,15,55,15,0.4,12m,57.23,46.16,1.24,1.191,1.823
15,0,70,15,0.4,12m-1m,67.46,54.46,1.239,1.314,2.099
0,10,50,40,0.5,12m-1m,62.26,50.24,1.239,1.255,1.961
15,5,70,10,0.8,12m,63.08,50.89,1.239,1.254,1.859
5,10,75,10,0.8,12m-1m,61.73,49.87,1.238,1.225,1.861
5,5,70,20,0.7,12m,65.87,53.22,1.238,1.293,2.067
5,10,50,35,0.4,12m-1m,59.66,48.26,1.236,1.218,1.895
20,10,50,20,0.3,12m,55.5,44.89,1.236,1.161,1.814
0,10,50,40,0.4,12m-1m,59.28,48.0,1.235,1.212,1.91
0,15,70,15,0.7,12m,62.45,50.56,1.235,1.246,1.854
10,10,50,30,0.4,12m,61.08,49.52,1.234,1.247,1.962
0,10,50,40,0.8,12m-1m,62.04,50.29,1.234,1.249,1.969
10,10,45,35,0.5,12m-1m,54.28,43.99,1.234,1.156,1.789
0,10,70,20,0.5,12m,65.99,53.47,1.234,1.294,2.048
10,10,40,40,0.4,12m-1m,51.12,41.44,1.233,1.115,1.741
5,5,65,25,0.5,12m-1m,62.4,50.59,1.233,1.247,1.935
15,0,55,30,0.4,12m,65.25,52.94,1.232,1.262,2.033
25,5,45,25,0.5,12m,52.68,42.78,1.231,1.115,1.667
0,0,75,25,0.6,12m,69.47,56.53,1.229,1.329,2.09
5,5,75,15,0.5,12m-1m,68.98,56.19,1.228,1.322,2.111
0,5,65,30,0.6,12m,69.43,56.56,1.228,1.328,2.071
15,10,45,30,0.8,12m-1m,71.27,58.08,1.227,1.36,2.19
25,5,40,30,0.3,12m-1m,59.77,48.7,1.227,1.245,1.926
5,10,45,40,0.5,12m-1m,61.29,49.97,1.227,1.235,1.914
10,10,60,20,0.4,12m,62.75,51.18,1.226,1.236,1.986
20,15,50,15,0.4,12m,55.48,45.27,1.225,1.171,1.796
5,5,50,40,0.6,12m,63.91,52.19,1.224,1.265,1.997
5,0,65,30,0.6,12m,71.91,58.88,1.221,1.355,2.111
5,0,65,30,0.4,12m,70.73,57.99,1.22,1.335,2.133
5,15,40,40,0.7,12m-1m,62.01,50.84,1.22,1.253,1.967
25,10,50,15,0.5,12m-1m,46.48,38.14,1.219,1.054,1.629
20,5,45,30,0.5,12m-1m,67.07,55.04,1.219,1.308,2.07
10,5,60,25,0.8,12m,70.08,57.5,1.219,1.329,2.08
15,10,55,20,0.4,12m,59.95,49.27,1.217,1.21,1.911
15,0,45,40,0.7,12m,57.18,46.99,1.217,1.162,1.814
0,0,70,30,0.6,12m-1m,65.55,53.89,1.216,1.289,2.012
15,5,45,35,0.8,12m-1m,60.62,49.85,1.216,1.229,1.957
10,0,50,40,0.4,12m-1m,63.18,51.96,1.216,1.259,2.023
0,10,50,40,0.3,12m,55.9,46.01,1.215,1.167,1.849
5,5,75,15,0.4,12m,62.39,51.39,1.214,1.241,1.94
0,10,55,35,0.3,12m-1m,57.1,47.03,1.214,1.194,1.888
30,10,40,20,0.7,12m,54.03,44.49,1.214,1.149,1.849
5,0,70,25,0.6,12m-1m,71.57,59.0,1.213,1.359,2.137
5,5,70,20,0.8,12m,66.92,55.27,1.211,1.294,1.993
25,5,60,10,0.7,12m,47.35,39.12,1.21,1.063,1.557
0,10,65,25,0.8,12m,63.99,52.88,1.21,1.264,1.997
10,5,45,40,0.8,12m-1m,61.56,50.89,1.21,1.241,1.935
25,10,40,25,0.5,12m,50.27,41.57,1.209,1.086,1.701
10,0,75,15,0.7,12m,67.68,55.98,1.209,1.304,2.002
30,5,40,25,0.5,12m-1m,48.47,40.1,1.209,1.116,1.728
25,15,45,15,0.4,12m,46.8,38.78,1.207,1.062,1.616
25,5,55,15,0.4,12m-1m,52.34,43.44,1.205,1.131,1.784
30,0,50,20,0.6,12m-1m,51.95,43.1,1.205,1.156,1.794
0,5,60,35,0.6,12m,68.64,57.05,1.203,1.314,2.085
25,0,50,25,0.3,12m,45.51,37.83,1.203,1.041,1.681
30,0,45,25,0.3,12m-1m,41.67,34.7,1.201,1.013,1.574
5,15,70,10,0.3,12m-1m,58.8,48.97,1.201,1.205,1.942
15,15,60,10,0.6,12m,52.08,43.4,1.2,1.103,1.653
10,5,75,10,0.8,12m,59.11,49.24,1.2,1.199,1.814
0,15,75,10,0.6,12m,58.26,48.65,1.198,1.183,1.835
5,15,70,10,0.5,12m-1m,57.9,48.38,1.197,1.183,1.824
30,5,45,20,0.4,12m,41.52,34.68,1.197,0.995,1.595
5,5,75,15,0.4,12m-1m,59.82,49.97,1.197,1.206,1.897
0,0,60,40,0.7,12m,71.47,59.72,1.197,1.342,2.103
0,10,55,35,0.8,12m,63.8,53.31,1.197,1.256,1.955
5,5,70,20,0.5,12m,68.37,57.15,1.196,1.306,2.116
10,10,40,40,0.3,12m-1m,50.57,42.33,1.195,1.096,1.71
10,15,65,10,0.7,12m-1m,53.61,44.89,1.194,1.123,1.694
0,15,45,40,0.8,12m-1m,66.26,55.5,1.194,1.291,2.063
5,10,75,10,0.5,12m,62.61,52.47,1.193,1.242,1.998
10,0,50,40,0.3,12m-1m,54.11,45.35,1.193,1.147,1.821
30,0,40,30,0.8,12m,44.47,37.3,1.192,1.042,1.56
15,5,40,40,0.8,12m,56.99,47.8,1.192,1.173,1.755
5,15,50,30,0.3,12m,58.29,48.96,1.191,1.202,1.857
15,15,50,20,0.4,12m-1m,55.08,46.25,1.191,1.162,1.806
15,10,50,25,0.4,12m,60.64,50.89,1.191,1.222,1.936
0,5,70,25,0.6,12m,66.11,55.53,1.19,1.287,2.014
20,0,65,15,0.4,12m,60.4,50.84,1.188,1.218,1.927
25,5,40,30,0.3,12m,52.24,43.98,1.188,1.129,1.78
5,0,65,30,0.4,12m-1m,54.32,45.76,1.187,1.137,1.788
10,10,60,20,0.8,12m,63.29,53.49,1.183,1.246,1.938
5,15,40,40,0.6,12m-1m,61.08,51.63,1.183,1.247,1.974
25,0,40,35,0.8,12m,52.73,44.62,1.182,1.118,1.696
5,10,60,25,0.8,12m,71.79,60.89,1.179,1.36,2.118
15,15,55,15,0.7,12m-1m,57.31,48.6,1.179,1.165,1.804
10,15,40,35,0.8,12m-1m,66.46,56.36,1.179,1.299,2.103
5,0,75,20,0.7,12m,69.08,58.64,1.178,1.306,2.021
20,10,40,30,0.4,12m,62.37,52.94,1.178,1.24,1.934
10,10,45,35,0.6,12m-1m,60.85,51.64,1.178,1.239,1.978
20,0,40,40,0.7,12m-1m,51.29,43.57,1.177,1.132,1.69
15,15,50,20,0.3,12m-1m,56.11,47.68,1.177,1.165,1.852
10,10,60,20,0.3,12m,59.08,50.29,1.175,1.199,1.931
10,15,45,30,0.5,12m-1m,62.25,53.04,1.174,1.244,1.989
30,0,50,20,0.4,12m-1m,46.61,39.69,1.174,1.08,1.73
10,15,40,35,0.8,12m,66.76,56.92,1.173,1.29,1.994
25,5,40,30,0.5,12m,51.72,44.15,1.172,1.119,1.707
15,0,65,20,0.3,12m-1m,56.03,47.82,1.172,1.173,1.851
10,5,75,10,0.3,12m-1m,62.11,53.02,1.171,1.242,1.981
15,10,55,20,0.8,12m-1m,61.72,52.72,1.171,1.238,1.93
25,0,65,10,0.7,12m-1m,49.32,42.15,1.17,1.093,1.646
5,5,55,35,0.4,12m,58.42,49.94,1.17,1.201,1.904
20,0,50,30,0.4,12m,60.3,51.53,1.17,1.219,1.973
20,5,45,30,0.3,12m,60.85,51.99,1.17,1.234,1.958
10,10,40,40,0.7,12m,60.88,52.09,1.169,1.226,1.883
20,5,45,30,0.8,12m,71.6,61.24,1.169,1.337,2.034
0,5,55,40,0.4,12m-1m,63.07,53.98,1.168,1.263,1.996
5,0,60,35,0.4,12m-1m,58.38,49.99,1.168,1.193,1.91
0,15,50,35,0.6,12m,67.28,57.62,1.168,1.304,2.101
10,10,55,25,0.4,12m-1m,62.32,53.38,1.167,1.246,1.941
30,15,45,10,0.5,12m,44.99,38.57,1.167,1.049,1.671
0,5,55,40,0.8,12m,69.23,59.35,1.166,1.325,2.119
10,15,45,30,0.3,12m,57.76,49.54,1.166,1.189,1.839
10,10,45,35,0.8,12m,69.08,59.28,1.165,1.312,2.029
30,5,45,20,0.7,12m,54.06,46.39,1.165,1.155,1.841
0,0,75,25,0.8,12m,67.95,58.35,1.164,1.298,2.036
5,10,45,40,0.4,12m,60.36,51.84,1.164,1.217,1.886
20,5,40,35,0.8,12m,63.73,54.78,1.164,1.245,1.863
0,15,65,20,0.8,12m,59.16,50.91,1.162,1.197,1.813
0,15,50,35,0.5,12m,64.88,55.84,1.162,1.275,2.032
20,5,55,20,0.3,12m-1m,52.34,45.08,1.161,1.118,1.783
10,15,40,35,0.4,12m,61.48,52.95,1.161,1.229,1.908
5,5,55,35,0.3,12m,55.31,47.62,1.161,1.162,1.837
5,15,50,30,0.6,12m,67.85,58.57,1.158,1.31,2.017
20,5,45,30,0.6,12m-1m,63.75,55.1,1.157,1.268,1.988
25,10,55,10,0.6,12m-1m,44.42,38.38,1.157,1.017,1.542
0,5,70,25,0.6,12m-1m,65.47,56.61,1.157,1.286,2.016
10,10,40,40,0.8,12m-1m,56.79,49.13,1.156,1.177,1.863
15,5,60,20,0.3,12m,58.99,51.07,1.155,1.202,1.911
20,15,45,20,0.4,12m-1m,49.15,42.61,1.154,1.09,1.69
15,15,45,25,0.8,12m-1m,66.15,57.33,1.154,1.291,1.991
20,5,50,25,0.4,12m-1m,59.38,51.46,1.154,1.204,1.907
10,10,40,40,0.5,12m-1m,49.65,43.03,1.154,1.091,1.71
15,0,55,30,0.3,12m,54.96,47.61,1.154,1.137,1.832
30,0,60,10,0.4,12m,53.7,46.56,1.153,1.175,1.908
5,10,75,10,0.7,12m-1m,58.26,50.53,1.153,1.178,1.763
0,5,65,30,0.8,12m-1m,63.36,55.0,1.152,1.259,2.028
30,10,40,20,0.7,12m-1m,47.37,41.14,1.152,1.082,1.725
0,15,75,10,0.4,12m-1m,62.43,54.24,1.151,1.252,2.009
0,5,55,40,0.7,12m,64.48,56.08,1.15,1.273,2.018
25,10,40,25,0.6,12m,58.69,51.03,1.15,1.2,1.862
0,10,70,20,0.4,12m,60.83,52.89,1.15,1.219,1.921
0,5,65,30,0.4,12m,67.37,58.62,1.149,1.302,2.02
20,0,65,15,0.3,12m-1m,56.36,49.03,1.149,1.179,1.928
25,5,50,20,0.6,12m-1m,58.21,50.66,1.149,1.203,1.822
5,10,45,40,0.8,12m-1m,60.51,52.64,1.149,1.227,1.959
20,0,60,20,0.4,12m,58.98,51.39,1.148,1.201,1.898
5,10,70,15,0.7,12m,66.87,58.26,1.148,1.298,1.988
25,5,40,30,0.6,12m-1m,50.3,43.85,1.147,1.089,1.655
30,5,40,25,0.4,12m-1m,45.0,39.26,1.146,1.059,1.636
0,5,60,35,0.4,12m-1m,58.25,50.85,1.146,1.193,1.864
10,15,40,35,0.3,12m-1m,56.81,49.58,1.146,1.187,1.866
5,10,45,40,0.6,12m,61.08,53.36,1.145,1.227,1.933
5,10,75,10,0.7,12m,59.74,52.18,1.145,1.191,1.786
5,10,75,10,0.5,12m-1m,60.46,52.85,1.144,1.22,1.931
25,0,40,35,0.7,12m-1m,46.84,40.99,1.143,1.069,1.6
5,15,40,40,0.3,12m-1m,55.31,48.43,1.142,1.169,1.833
25,0,45,30,0.8,12m-1m,60.92,53.36,1.142,1.236,1.818
25,5,40,30,0.8,12m,63.1,55.34,1.14,1.246,1.869
25,5,60,10,0.7,12m-1m,44.87,39.4,1.139,1.027,1.517
15,5,45,35,0.4,12m-1m,59.25,52.04,1.139,1.212,1.94
5,5,60,30,0.8,12m,69.41,60.99,1.138,1.317,2.07
30,5,50,15,0.3,12m,48.45,42.57,1.138,1.099,1.752
30,10,45,15,0.7,12m,48.41,42.52,1.138,1.08,1.722
0,15,45,40,0.6,12m-1m,60.64,53.31,1.137,1.23,1.932
15,15,60,10,0.7,12m-1m,49.99,43.96,1.137,1.079,1.638
10,5,45,40,0.6,12m,62.56,55.06,1.136,1.246,1.954
20,0,40,40,0.8,12m,56.92,50.11,1.136,1.171,1.752
0,15,55,30,0.6,12m-1m,63.4,55.82,1.136,1.261,2.008
30,0,40,30,0.7,12m,46.77,41.23,1.135,1.074,1.603
5,15,45,35,0.4,12m-1m,56.79,50.04,1.135,1.181,1.833
10,5,70,15,0.4,12m,56.99,50.26,1.134,1.167,1.845
25,0,40,35,0.3,12m-1m,50.32,44.36,1.134,1.115,1.764
20,0,70,10,0.7,12m-1m,55.29,48.9,1.131,1.156,1.782
15,15,45,25,0.3,12m,58.2,51.46,1.131,1.193,1.888
25,10,50,15,0.6,12m-1m,46.37,40.98,1.131,1.055,1.633
10,15,40,35,0.5,12m,62.3,55.07,1.131,1.243,1.934
25,10,40,25,0.4,12m-1m,50.54,44.69,1.131,1.103,1.692
15,15,55,15,0.8,12m,54.38,48.13,1.13,1.129,1.745
15,15,45,25,0.4,12m,61.03,54.04,1.129,1.236,1.932
25,0,40,35,0.5,12m-1m,46.19,40.96,1.128,1.051,1.627
30,15,40,15,0.4,12m-1m,47.56,42.16,1.128,1.1,1.726
5,5,65,25,0.6,12m-1m,65.77,58.31,1.128,1.29,2.014
30,0,50,20,0.7,12m,47.56,42.23,1.126,1.069,1.569
20,0,40,40,0.6,12m-1m,48.99,43.57,1.124,1.104,1.666
15,5,50,30,0.4,12m-1m,57.93,51.53,1.124,1.184,1.91
5,5,50,40,0.5,12m-1m,57.02,50.74,1.124,1.192,1.866
15,10,40,35,0.5,12m-1m,51.05,45.48,1.123,1.118,1.754
10,10,70,10,0.5,12m,52.96,47.2,1.122,1.12,1.761
30,5,50,15,0.6,12m,49.31,43.93,1.122,1.104,1.747
20,10,55,15,0.6,12m-1m,45.74,40.81,1.121,1.025,1.547
10,0,60,30,0.3,12m-1m,54.07,48.33,1.119,1.129,1.791
0,5,55,40,0.5,12m-1m,58.01,51.88,1.118,1.201,1.911
25,0,65,10,0.7,12m,49.7,44.44,1.118,1.073,1.645
5,5,70,20,0.6,12m,64.71,57.92,1.117,1.264,2.01
20,15,50,15,0.5,12m-1m,45.01,40.3,1.117,1.036,1.634
5,5,50,40,0.3,12m,57.91,51.86,1.117,1.181,1.912
25,5,40,30,0.4,12m,50.36,45.1,1.117,1.116,1.751
10,15,65,10,0.4,12m,60.07,53.87,1.115,1.217,1.916
20,10,55,15,0.3,12m-1m,50.88,45.64,1.115,1.11,1.745
25,10,45,20,0.5,12m-1m,47.62,42.73,1.114,1.066,1.633
25,10,40,25,0.4,12m,49.62,44.54,1.114,1.088,1.675
10,5,75,10,0.7,12m,57.7,51.83,1.113,1.175,1.747
15,5,50,30,0.4,12m,67.03,60.24,1.113,1.284,2.078
30,15,40,15,0.5,12m-1m,46.38,41.71,1.112,1.092,1.675
25,10,55,10,0.7,12m-1m,43.15,38.79,1.112,1.006,1.529
15,5,45,35,0.3,12m-1m,57.07,51.3,1.112,1.179,1.913
0,5,70,25,0.8,12m-1m,60.35,54.27,1.112,1.22,1.977
5,0,60,35,0.6,12m,64.59,58.14,1.111,1.277,2.021
10,10,65,15,0.3,12m,61.0,55.06,1.108,1.226,1.937
15,0,50,35,0.8,12m,67.98,61.4,1.107,1.29,2.021
30,10,45,15,0.5,12m,42.7,38.56,1.107,1.0,1.6
5,10,75,10,0.4,12m,61.35,55.45,1.106,1.228,1.952
20,10,40,30,0.3,12m-1m,52.06,47.14,1.104,1.111,1.73
20,10,45,25,0.6,12m-1m,51.54,46.68,1.104,1.104,1.733
25,0,45,30,0.3,12m,44.75,40.59,1.103,1.037,1.643
10,0,55,35,0.4,12m,64.32,58.32,1.103,1.267,2.035
15,15,60,10,0.7,12m,49.22,44.61,1.103,1.068,1.614
20,15,45,20,0.7,12m-1m,50.73,46.04,1.102,1.109,1.751
10,5,55,30,0.3,12m,59.77,54.26,1.102,1.213,1.915
30,0,45,25,0.6,12m-1m,37.79,34.31,1.101,0.94,1.455
10,10,40,40,0.8,12m,60.36,54.83,1.101,1.209,1.8
5,15,45,35,0.6,12m-1m,57.0,51.87,1.099,1.19,1.882
15,0,50,35,0.5,12m,62.47,56.84,1.099,1.233,1.954
30,5,40,25,0.4,12m,46.84,42.63,1.099,1.082,1.701
25,10,40,25,0.7,12m,56.08,51.08,1.098,1.164,1.82
5,15,45,35,0.7,12m,62.88,57.25,1.098,1.244,1.91
25,5,60,10,0.3,12m-1m,47.15,43.01,1.096,1.059,1.727
25,10,45,20,0.7,12m,54.58,49.87,1.095,1.163,1.862
5,10,60,25,0.3,12m,57.73,52.79,1.094,1.183,1.848
10,10,45,35,0.4,12m,52.24,47.76,1.094,1.109,1.75
25,5,60,10,0.3,12m,49.72,45.51,1.093,1.093,1.787
25,0,50,25,0.4,12m-1m,45.72,41.88,1.092,1.035,1.608
15,15,60,10,0.4,12m-1m,45.42,41.6,1.092,1.032,1.626
15,5,65,15,0.4,12m,56.88,52.26,1.089,1.169,1.837
20,15,55,10,0.8,12m,48.94,44.95,1.089,1.078,1.61
15,5,45,35,0.7,12m-1m,56.57,51.99,1.088,1.177,1.877
20,15,40,25,0.4,12m-1m,50.52,46.43,1.088,1.108,1.681
5,5,70,20,0.8,12m-1m,65.29,60.08,1.087,1.274,1.972
25,0,40,35,0.6,12m-1m,46.57,42.89,1.086,1.052,1.621
15,5,65,15,0.3,12m,57.63,53.06,1.086,1.176,1.864
20,0,45,35,0.7,12m,62.39,57.48,1.085,1.215,1.874
25,5,60,10,0.8,12m,50.64,46.66,1.085,1.094,1.66
30,0,40,30,0.5,12m,37.52,34.6,1.084,0.935,1.439
10,0,55,35,0.5,12m,60.22,55.58,1.083,1.211,1.963
15,15,40,30,0.3,12m,53.05,49.01,1.082,1.122,1.758
0,5,60,35,0.3,12m-1m,53.1,49.13,1.081,1.136,1.805
0,0,60,40,0.3,12m,54.81,50.73,1.08,1.14,1.834
10,10,70,10,0.4,12m,57.66,53.4,1.08,1.184,1.841
30,0,55,15,0.6,12m,44.77,41.47,1.079,1.032,1.552
0,10,65,25,0.6,12m,63.36,58.78,1.078,1.256,2.005
10,15,40,35,0.7,12m,63.32,58.72,1.078,1.244,1.934
0,0,60,40,0.4,12m,56.51,52.45,1.077,1.175,1.894
30,5,55,10,0.6,12m,43.94,40.79,1.077,1.014,1.537
5,5,65,25,0.7,12m,67.14,62.42,1.076,1.303,2.076
15,5,70,10,0.8,12m-1m,51.64,48.05,1.075,1.11,1.626
30,5,50,15,0.7,12m-1m,45.86,42.67,1.075,1.053,1.599
15,10,60,15,0.8,12m,53.17,49.48,1.075,1.135,1.749
25,5,45,25,0.6,12m-1m,52.54,48.88,1.075,1.125,1.756
15,5,65,15,0.3,12m-1m,59.23,55.15,1.074,1.208,1.952
25,10,45,20,0.4,12m,47.89,44.57,1.074,1.057,1.671
25,15,40,20,0.6,12m,47.71,44.53,1.071,1.079,1.716
30,0,55,15,0.3,12m-1m,48.34,45.14,1.071,1.115,1.754
0,10,70,20,0.8,12m-1m,58.2,54.36,1.071,1.203,1.861
30,10,45,15,0.6,12m-1m,48.67,45.46,1.071,1.108,1.718
15,10,40,35,0.3,12m-1m,52.29,48.82,1.071,1.131,1.763
30,0,60,10,0.6,12m,46.58,43.56,1.069,1.053,1.642
5,0,55,40,0.6,12m,59.18,55.35,1.069,1.199,1.876
5,10,75,10,0.4,12m-1m,59.09,55.33,1.068,1.204,1.919
15,0,50,35,0.7,12m,65.13,61.08,1.066,1.249,1.996
0,5,75,20,0.7,12m,63.33,59.43,1.066,1.236,1.937
25,5,40,30,0.8,12m-1m,55.49,52.04,1.066,1.172,1.705
15,0,65,20,0.4,12m,60.65,56.9,1.066,1.214,1.914
25,15,45,15,0.4,12m-1m,41.71,39.11,1.066,0.997,1.497
25,10,40,25,0.7,12m-1m,51.1,47.95,1.066,1.114,1.7
15,5,45,35,0.6,12m-1m,51.69,48.51,1.065,1.122,1.761
5,15,40,40,0.4,12m-1m,53.55,50.32,1.064,1.141,1.792
5,5,75,15,0.7,12m,59.67,56.09,1.064,1.199,1.846
10,15,40,35,0.3,12m,49.69,46.74,1.063,1.082,1.683
20,0,55,25,0.4,12m-1m,49.37,46.46,1.063,1.083,1.705
25,10,55,10,0.7,12m,43.59,41.04,1.062,1.002,1.509
20,0,40,40,0.5,12m-1m,49.64,46.75,1.062,1.114,1.752
10,0,60,30,0.4,12m,59.71,56.26,1.061,1.208,1.903
10,10,70,10,0.3,12m,55.53,52.34,1.061,1.152,1.826
5,10,45,40,0.6,12m-1m,54.66,51.58,1.06,1.159,1.846
15,0,45,40,0.6,12m-1m,47.81,45.11,1.06,1.064,1.637
10,15,65,10,0.4,12m-1m,54.24,51.21,1.059,1.145,1.804
30,10,40,20,0.8,12m-1m,52.04,49.14,1.059,1.139,1.814
0,5,75,20,0.8,12m-1m,66.92,63.28,1.058,1.311,2.039
30,15,40,15,0.7,12m,46.03,43.6,1.056,1.064,1.689
20,15,40,25,0.8,12m,60.01,56.82,1.056,1.211,1.84
20,15,45,20,0.5,12m-1m,44.49,42.13,1.056,1.026,1.591
20,0,55,25,0.3,12m,50.22,47.61,1.055,1.093,1.758
30,15,40,15,0.5,12m,43.34,41.09,1.055,1.018,1.588
25,15,40,20,0.4,12m-1m,48.74,46.21,1.055,1.098,1.651
30,5,45,20,0.8,12m,56.37,53.42,1.055,1.178,1.788
20,0,55,25,0.4,12m,48.7,46.21,1.054,1.065,1.715
0,15,75,10,0.4,12m,59.54,56.54,1.053,1.213,1.913
30,15,40,15,0.6,12m,41.3,39.23,1.053,0.988,1.55
5,0,60,35,0.5,12m,62.35,59.21,1.053,1.237,1.965
10,5,75,10,0.7,12m-1m,58.6,55.69,1.052,1.184,1.775
10,15,65,10,0.3,12m-1m,47.61,45.28,1.051,1.06,1.685
15,5,40,40,0.3,12m,49.3,46.89,1.051,1.078,1.642
5,0,55,40,0.4,12m-1m,57.78,55.06,1.05,1.18,1.901
15,0,55,30,0.4,12m-1m,51.98,49.6,1.048,1.107,1.749
15,10,60,15,0.3,12m,50.04,47.87,1.045,1.094,1.712
30,0,50,20,0.5,12m-1m,45.14,43.24,1.044,1.051,1.672
10,5,70,15,0.4,12m-1m,56.22,53.83,1.044,1.162,1.844
20,15,45,20,0.7,12m,50.78,48.63,1.044,1.099,1.674
0,15,70,15,0.8,12m,54.9,52.64,1.043,1.149,1.73
30,5,50,15,0.8,12m-1m,46.17,44.26,1.043,1.054,1.637
10,5,50,35,0.3,12m,50.91,48.91,1.041,1.097,1.735
0,0,60,40,0.5,12m-1m,58.06,55.76,1.041,1.184,1.849
15,10,40,35,0.3,12m,52.53,50.51,1.04,1.12,1.742
25,10,40,25,0.3,12m-1m,43.9,42.34,1.037,1.012,1.54
10,10,40,40,0.6,12m,52.8,50.97,1.036,1.123,1.713
25,15,40,20,0.5,12m-1m,43.8,42.35,1.034,1.023,1.57
0,10,70,20,0.7,12m,59.25,57.32,1.034,1.196,1.874
30,10,45,15,0.3,12m-1m,45.75,44.42,1.03,1.074,1.664
0,0,70,30,0.8,12m,64.09,62.22,1.03,1.249,1.956
20,10,45,25,0.3,12m,53.5,51.96,1.03,1.14,1.776
0,5,55,40,0.3,12m-1m,45.08,43.8,1.029,1.024,1.638
10,10,45,35,0.5,12m,58.69,57.06,1.029,1.196,1.894
5,5,65,25,0.8,12m,64.4,62.72,1.027,1.266,1.967
10,5,65,20,0.3,12m,53.22,51.88,1.026,1.122,1.796
25,0,60,15,0.4,12m,48.7,47.48,1.026,1.078,1.75
15,5,40,40,0.4,12m,46.75,45.65,1.024,1.039,1.57
30,0,40,30,0.4,12m,46.42,45.39,1.023,1.071,1.681
15,15,55,15,0.3,12m,51.12,50.03,1.022,1.107,1.711
0,0,60,40,0.8,12m-1m,64.27,63.04,1.02,1.257,1.997
15,15,55,15,0.8,12m-1m,49.32,48.4,1.019,1.066,1.654
10,0,55,35,0.4,12m-1m,50.28,49.35,1.019,1.087,1.716
5,5,50,40,0.3,12m-1m,51.62,50.73,1.018,1.109,1.76
15,5,55,25,0.3,12m,53.68,52.72,1.018,1.131,1.775
10,0,60,30,0.4,12m-1m,53.49,52.52,1.018,1.124,1.777
30,5,50,15,0.5,12m,41.19,40.53,1.016,0.974,1.495
20,5,40,35,0.4,12m-1m,40.05,39.46,1.015,0.963,1.473
10,15,40,35,0.5,12m-1m,52.03,51.32,1.014,1.12,1.766
5,15,65,15,0.7,12m,53.29,52.61,1.013,1.12,1.716
25,5,45,25,0.3,12m-1m,47.09,46.5,1.013,1.06,1.661
30,5,45,20,0.8,12m-1m,52.74,52.05,1.013,1.146,1.763
5,0,60,35,0.3,12m,45.44,44.95,1.011,1.02,1.602
30,0,60,10,0.3,12m,51.15,50.59,1.011,1.137,1.858
30,10,40,20,0.3,12m-1m,42.73,42.32,1.01,1.019,1.588
30,5,40,25,0.8,12m-1m,40.42,40.07,1.009,0.964,1.456
0,15,75,10,0.7,12m-1m,56.98,56.6,1.007,1.16,1.753
25,10,55,10,0.4,12m,51.14,50.9,1.005,1.122,1.774
25,10,55,10,0.5,12m,45.85,45.62,1.005,1.037,1.565
20,0,45,35,0.5,12m,53.25,52.98,1.005,1.131,1.778
15,15,60,10,0.6,12m-1m,45.48,45.27,1.005,1.018,1.52
20,15,40,25,0.8,12m-1m,57.25,56.97,1.005,1.189,1.878
5,10,75,10,0.8,12m,54.62,54.41,1.004,1.138,1.682
5,15,65,15,0.8,12m,49.88,49.8,1.002,1.075,1.642
0,5,70,25,0.7,12m-1m,59.53,59.41,1.002,1.215,1.936
30,10,45,15,0.8,12m,48.6,48.53,1.002,1.08,1.697
10,10,70,10,0.4,12m-1m,52.32,52.3,1.0,1.116,1.76
20,0,70,10,0.3,12m-1m,49.73,49.76,1.0,1.092,1.815
0,0,60,40,0.4,12m-1m,51.88,51.9,1.0,1.103,1.749
25,0,60,15,0.3,12m,51.88,51.98,0.998,1.127,1.809
20,15,45,20,0.8,12m-1m,50.81,50.99,0.997,1.094,1.645
5,15,40,40,0.5,12m-1m,49.76,49.93,0.996,1.097,1.715
25,0,60,15,0.3,12m-1m,48.86,49.04,0.996,1.091,1.76
20,15,50,15,0.5,12m,45.82,46.01,0.996,1.048,1.613
30,0,45,25,0.4,12m-1m,41.62,41.8,0.996,1.013,1.559
20,0,50,30,0.3,12m,50.63,50.86,0.996,1.102,1.766
0,15,70,15,0.8,12m-1m,51.41,51.66,0.995,1.103,1.656
10,0,50,40,0.5,12m,59.07,59.37,0.995,1.185,1.891
