atk,def,rule,cagr,mdd,cal,sh,sort,sw,boost
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA250_5d,109.67,29.56,3.71,1.862,2.994,13,47.478665632273085
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA200_4d,120.2,32.41,3.709,1.966,3.192,15,53.68502715283165
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA200_3d,109.25,29.51,3.702,1.841,2.945,19,54.3832428238945
A5_3f_rog_G70M25,D5_2f_rao_M55,KP_MA150_5d,138.22,37.36,3.699,2.141,3.407,15,56.788207913110945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA200_3d,115.8,31.31,3.698,1.912,3.093,19,54.3832428238945
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA200_4d,123.83,33.51,3.695,2.018,3.294,15,53.68502715283165
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA120_3d,101.69,27.59,3.686,1.814,2.912,15,57.951900698215674
A6_2f_oca_G60M25,D3_3f_roo_M60S7,KP_MA250_5d,112.75,30.6,3.684,1.914,3.059,13,47.478665632273085
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_40_4d,113.67,30.88,3.682,1.898,3.041,17,57.253685027152834
A2_3f_rog_G65M30,D4_3f_rog_M60S5,B126_30_5d,112.54,30.58,3.681,1.832,2.86,13,72.53685027152832
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA150_4d,113.65,30.96,3.67,1.894,3.104,21,57.176105508145845
A5_3f_rog_G70M25,D5_2f_rao_M55,KK_MA120_3d,126.23,34.39,3.67,2.07,3.35,17,50.89216446858029
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA120_5d,115.88,31.57,3.67,1.91,3.06,15,57.79674166020171
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA200_2d,117.36,31.98,3.669,1.986,3.155,21,54.30566330488751
A5_3f_rog_G70M25,D4_3f_rog_M60S5,B126_40_4d,112.62,30.7,3.668,1.881,3.018,17,57.253685027152834
A7_2f_roc_G55M25,D5_2f_rao_M55,KK_MA120_3d,116.56,31.83,3.662,2.002,3.237,17,50.89216446858029
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KK_MA120_5d,121.97,33.34,3.659,2.049,3.234,15,50.116369278510476
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA120_5d,119.96,32.8,3.657,1.943,3.161,15,57.79674166020171
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA200_4d,119.64,32.76,3.652,1.951,3.132,15,53.68502715283165
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KK_MA120_5d,125.18,34.31,3.649,2.014,3.224,15,50.116369278510476
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_35_4d,112.53,30.83,3.649,1.885,2.879,15,67.95965865011637
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA250_5d,115.42,31.66,3.646,1.935,3.063,13,47.478665632273085
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_40_4d,115.47,31.69,3.644,1.926,3.07,17,57.253685027152834
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA120_5d,113.81,31.23,3.644,1.938,3.073,15,57.79674166020171
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA250_3d,113.46,31.14,3.644,1.899,3.002,15,48.09930178432894
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_30_5d,108.72,29.84,3.643,1.839,2.797,13,72.53685027152832
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KK_MA60_5d,100.76,27.67,3.642,1.78,2.784,19,49.18541505042669
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_40_4d,115.09,31.62,3.64,1.921,3.096,17,57.253685027152834
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA200_5d,113.61,31.22,3.639,1.936,3.068,15,53.60744763382467
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA120_4d,109.69,30.14,3.639,1.888,3.008,15,50.19394879751745
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA200_2d,129.67,35.64,3.638,2.051,3.279,21,54.30566330488751
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KK_MA120_4d,108.98,29.95,3.638,1.878,2.977,15,50.19394879751745
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KK_MA120_5d,115.07,31.66,3.635,1.916,3.059,15,50.116369278510476
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA150_4d,112.52,30.96,3.634,1.871,3.047,21,57.176105508145845
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_30_5d,114.71,31.57,3.633,1.852,2.893,13,72.53685027152832
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA200_3d,120.13,33.08,3.631,1.96,3.215,19,54.3832428238945
A4_3f_roo_G60M30,D1_3f_rog_M60S7,B126_35_5d,114.6,31.57,3.629,1.872,2.898,15,67.88207913110938
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA200_3d,118.13,32.58,3.626,1.963,3.176,19,54.3832428238945
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA250_3d,110.03,30.34,3.626,1.865,2.983,15,48.09930178432894
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KK_MA60_3d,100.81,27.82,3.624,1.857,2.919,39,50.73700543056633
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KK_MA120_5d,115.98,32.01,3.624,1.94,3.121,15,50.116369278510476
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KK_MA60_5d,104.11,28.74,3.623,1.826,2.9,19,49.18541505042669
A4_3f_roo_G60M30,D4_3f_rog_M60S5,B126_35_5d,111.76,30.85,3.623,1.845,2.855,15,67.88207913110938
A6_2f_oca_G60M25,D6_2f_rvo_M60,KK_MA120_3d,109.14,30.14,3.621,1.873,2.994,17,50.89216446858029
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KK_MA120_4d,111.94,30.91,3.621,1.882,3.0,15,50.19394879751745
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA150_3d,98.64,27.25,3.62,1.786,2.851,25,56.477889837083005
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA120_5d,114.09,31.56,3.615,1.915,3.117,15,57.79674166020171
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KK_MA120_3d,117.24,32.45,3.613,1.931,3.072,17,50.89216446858029
A4_3f_roo_G60M30,D5_2f_rao_M55,B126_35_5d,117.78,32.61,3.612,1.92,2.929,15,67.88207913110938
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KK_MA120_3d,112.68,31.27,3.604,1.911,3.033,17,50.89216446858029
A6_2f_oca_G60M25,D6_2f_rvo_M60,KK_MA120_4d,108.56,30.14,3.602,1.864,3.001,15,50.19394879751745
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA120_5d,110.1,30.58,3.601,1.864,3.005,15,57.79674166020171
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA250_5d,109.3,30.38,3.598,1.864,2.98,13,47.478665632273085
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA250_3d,110.28,30.67,3.596,1.886,2.997,15,48.09930178432894
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA200_4d,122.32,34.01,3.596,1.992,3.185,15,53.68502715283165
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA120_5d,113.45,31.57,3.593,1.898,3.059,15,57.79674166020171
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA250_4d,108.01,30.06,3.593,1.842,2.943,15,48.021722265321955
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_35_5d,115.04,32.02,3.593,1.873,2.982,15,67.88207913110938
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KK_MA120_4d,110.57,30.79,3.592,1.942,3.078,15,50.19394879751745
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA200_4d,115.92,32.28,3.591,1.963,3.161,15,53.68502715283165
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA150_4d,107.48,29.94,3.589,1.885,3.004,21,57.176105508145845
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA250_5d,108.99,30.38,3.587,1.861,3.0,13,47.478665632273085
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA120_4d,106.23,29.62,3.586,1.852,2.954,15,57.874321179208685
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_40_5d,115.26,32.16,3.584,1.966,3.149,13,57.176105508145845
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KK_MA120_4d,116.02,32.38,3.583,1.936,3.115,15,50.19394879751745
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA120_5d,117.48,32.8,3.582,1.931,3.162,15,57.79674166020171
A7_2f_roc_G55M25,D6_2f_rvo_M60,KK_MA120_5d,118.46,33.08,3.581,1.971,3.194,15,50.116369278510476
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA250_5d,116.21,32.45,3.581,1.925,3.045,13,47.478665632273085
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA250_5d,112.37,31.41,3.577,1.916,3.045,13,47.478665632273085
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_40_4d,108.96,30.46,3.577,1.863,2.952,17,57.253685027152834
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA150_4d,108.71,30.39,3.577,1.841,2.967,21,57.176105508145845
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KK_MA60_4d,96.93,27.12,3.574,1.807,2.798,23,49.80605120248254
A3_3f_rog_G60M25,D7_3f_rog_E7S7,KK_MA60_3d,110.14,30.83,3.573,1.932,3.014,39,50.73700543056633
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KK_MA120_3d,109.43,30.63,3.572,1.86,2.979,17,50.89216446858029
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KP_MA200_5d,123.45,34.58,3.571,1.973,3.191,15,53.60744763382467
A3_3f_rog_G60M25,D5_2f_rao_M55,KP_MA200_2d,120.41,33.73,3.57,1.99,3.124,21,54.30566330488751
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KK_MA60_3d,111.47,31.23,3.569,1.888,3.001,39,50.73700543056633
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA250_3d,108.85,30.5,3.569,1.855,2.949,15,48.09930178432894
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KP_MA250_5d,112.05,31.41,3.567,1.913,3.067,13,47.478665632273085
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KK_MA60_5d,102.4,28.71,3.567,1.798,2.848,19,49.18541505042669
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_40_5d,114.64,32.16,3.565,1.952,3.107,13,57.176105508145845
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KP_MA200_4d,119.39,33.51,3.563,1.982,3.197,15,53.68502715283165
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA120_5d,115.93,32.54,3.563,1.906,3.123,15,57.79674166020171
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA150_5d,116.48,32.71,3.561,1.913,3.086,15,56.788207913110945
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA120_4d,104.48,29.35,3.56,1.84,2.959,15,57.874321179208685
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_35_5d,116.77,32.8,3.56,1.895,2.969,15,67.88207913110938
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_35_3d,110.85,31.15,3.558,1.836,2.88,19,67.57176105508145
A2_3f_rog_G65M30,D4_3f_rog_M60S5,KP_MA120_5d,112.49,31.62,3.557,1.877,3.007,15,57.79674166020171
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA150_4d,105.35,29.63,3.556,1.88,2.974,21,57.176105508145845
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA200_2d,111.58,31.38,3.556,1.86,3.003,21,54.30566330488751
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KK_MA60_3d,102.08,28.71,3.556,1.814,2.904,39,50.73700543056633
A3_3f_rog_G60M25,D5_2f_rao_M55,B126_30_5d,113.1,31.82,3.555,1.865,2.819,13,72.53685027152832
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA150_4d,104.37,29.38,3.553,1.796,2.895,21,57.176105508145845
A7_2f_roc_G55M25,D6_2f_rvo_M60,KK_MA60_3d,114.07,32.12,3.551,1.905,3.163,39,50.73700543056633
A5_3f_rog_G70M25,D1_3f_rog_M60S7,B126_40_4d,113.14,31.86,3.551,1.886,3.028,17,57.253685027152834
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_35_3d,111.31,31.37,3.549,1.876,2.887,19,67.57176105508145
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KK_MA120_3d,112.29,31.65,3.548,1.915,3.043,17,50.89216446858029
A5_3f_rog_G70M25,D3_3f_roo_M60S7,KK_MA120_5d,117.48,33.11,3.548,1.975,3.157,15,50.116369278510476
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA250_3d,106.99,30.17,3.546,1.832,2.9,15,48.09930178432894
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KK_MA120_3d,102.31,28.85,3.546,1.805,2.833,17,50.89216446858029
A2_3f_rog_G65M30,D7_3f_rog_E7S7,B126_30_3d,103.8,29.28,3.545,1.765,2.75,17,73.31264546159814
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_40_5d,113.5,32.01,3.545,1.918,3.072,13,57.176105508145845
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_30_5d,114.57,32.33,3.544,1.891,2.948,13,72.53685027152832
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KP_MA250_4d,115.11,32.5,3.542,1.933,3.073,15,48.021722265321955
A2_3f_rog_G65M30,D6_2f_rvo_M60,B126_30_5d,115.99,32.8,3.536,1.864,2.945,13,72.53685027152832
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA60_3d,112.34,31.77,3.536,1.894,3.071,39,50.73700543056633
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA150_3d,105.74,29.94,3.532,1.855,2.948,25,56.477889837083005
A2_3f_rog_G65M30,D2_2f_oar_V40G40,KP_MA250_3d,98.9,28.1,3.52,1.782,2.782,15,48.09930178432894
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA200_4d,111.22,31.61,3.519,1.869,3.009,15,53.68502715283165
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KP_MA120_3d,105.16,29.88,3.519,1.848,2.944,15,57.951900698215674
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA120_5d,104.89,29.82,3.518,1.807,2.906,15,57.79674166020171
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA120_4d,114.49,32.56,3.516,1.897,3.112,15,57.874321179208685
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA120_5d,108.15,30.77,3.515,1.84,2.96,15,57.79674166020171
A4_3f_roo_G60M30,D6_2f_rvo_M60,KP_MA200_3d,116.24,33.08,3.514,1.928,3.128,19,54.3832428238945
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KK_MA60_3d,104.17,29.65,3.514,1.816,2.882,39,50.73700543056633
A6_2f_oca_G60M25,D5_2f_rao_M55,B126_35_5d,116.04,33.02,3.514,1.898,2.937,15,67.88207913110938
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA200_3d,113.45,32.29,3.513,1.889,3.061,19,54.3832428238945
A3_3f_rog_G60M25,D1_3f_rog_M60S7,KP_MA150_5d,105.36,30.01,3.51,1.82,2.893,15,56.788207913110945
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_30_2d,110.09,31.38,3.509,1.858,2.872,24,73.39022498060513
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_30_4d,111.71,31.84,3.508,1.861,2.878,17,73.23506594259116
A6_2f_oca_G60M25,D6_2f_rvo_M60,KK_MA120_5d,111.44,31.77,3.507,1.896,3.048,15,50.116369278510476
A7_2f_roc_G55M25,D7_3f_rog_E7S7,B126_35_2d,112.77,32.16,3.506,1.905,2.917,24,67.10628394103956
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KK_MA120_3d,96.64,27.59,3.503,1.8,2.781,17,50.89216446858029
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA120_5d,112.09,32.01,3.502,1.873,3.061,15,57.79674166020171
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_35_5d,116.45,33.26,3.501,1.923,2.993,15,67.88207913110938
A1_3f_rgp_G60M40,D1_3f_rog_M60S7,KP_MA200_5d,127.24,36.35,3.5,1.999,3.202,15,53.60744763382467
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KK_MA120_3d,106.72,30.52,3.496,1.912,2.995,17,50.89216446858029
A1_3f_rgp_G60M40,D6_2f_rvo_M60,KK_MA120_4d,114.12,32.71,3.489,1.881,3.073,15,50.19394879751745
A5_3f_rog_G70M25,D3_3f_roo_M60S7,B126_40_5d,112.89,32.36,3.489,1.905,3.033,13,57.176105508145845
A2_3f_rog_G65M30,D1_3f_rog_M60S7,KP_MA200_2d,115.1,33.01,3.487,1.907,3.073,21,54.30566330488751
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_35_3d,107.94,30.96,3.486,1.804,2.797,19,67.57176105508145
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA120_4d,109.12,31.32,3.484,1.858,3.044,15,57.874321179208685
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA60_3d,105.02,30.14,3.484,1.822,2.95,39,50.73700543056633
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA150_5d,118.0,33.89,3.481,1.929,3.147,15,56.788207913110945
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_30_3d,108.07,31.06,3.48,1.807,2.819,17,73.31264546159814
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA200_5d,108.65,31.22,3.48,1.891,2.96,15,53.60744763382467
A2_3f_rog_G65M30,D7_3f_rog_E7S7,KP_MA150_4d,106.38,30.59,3.478,1.861,2.945,21,57.176105508145845
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_35_5d,109.77,31.56,3.478,1.836,2.86,15,67.88207913110938
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_35_4d,113.22,32.56,3.477,1.856,2.902,15,67.95965865011637
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA120_4d,111.43,32.05,3.477,1.861,3.051,15,57.874321179208685
A6_2f_oca_G60M25,D2_2f_oar_V40G40,KP_MA250_5d,106.95,30.78,3.474,1.863,2.897,13,47.478665632273085
A6_2f_oca_G60M25,D6_2f_rvo_M60,KP_MA120_4d,110.37,31.77,3.474,1.848,3.05,15,57.874321179208685
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA250_3d,102.53,29.52,3.473,1.789,2.847,15,48.09930178432894
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA120_3d,110.7,31.88,3.472,1.849,3.017,15,57.951900698215674
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_35_3d,112.47,32.4,3.471,1.837,2.884,19,67.57176105508145
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KK_MA120_3d,103.56,29.88,3.466,1.857,2.932,17,50.89216446858029
A5_3f_rog_G70M25,D6_2f_rvo_M60,B126_40_3d,122.19,35.25,3.466,1.972,3.189,19,57.56400310318076
A6_2f_oca_G60M25,D7_3f_rog_E7S7,KP_MA120_2d,99.47,28.7,3.466,1.788,2.884,21,58.10705973622964
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA150_3d,111.41,32.14,3.466,1.861,3.035,25,56.477889837083005
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_40_4d,111.44,32.16,3.465,1.932,3.084,17,57.253685027152834
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_40_4d,109.47,31.62,3.462,1.868,2.962,17,57.253685027152834
A7_2f_roc_G55M25,D6_2f_rvo_M60,KP_MA250_5d,103.26,29.86,3.459,1.818,2.911,13,47.478665632273085
A3_3f_rog_G60M25,D6_2f_rvo_M60,KK_MA120_3d,107.33,31.03,3.459,1.854,2.94,17,50.89216446858029
A6_2f_oca_G60M25,D1_3f_rog_M60S7,B126_35_5d,112.88,32.65,3.457,1.85,2.91,15,67.88207913110938
A7_2f_roc_G55M25,D2_2f_oar_V40G40,KP_MA250_3d,99.13,28.69,3.455,1.804,2.8,15,48.09930178432894
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_30_3d,111.55,32.3,3.454,1.841,2.898,17,73.31264546159814
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA120_3d,107.16,31.03,3.454,1.867,2.981,15,57.951900698215674
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KK_MA120_4d,109.31,31.65,3.453,1.889,3.002,15,50.19394879751745
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_30_3d,105.95,30.68,3.453,1.787,2.785,17,73.31264546159814
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_40_4d,110.4,32.01,3.449,1.884,2.992,17,57.253685027152834
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KP_MA120_4d,104.57,30.33,3.448,1.801,2.908,15,57.874321179208685
A3_3f_rog_G60M25,D6_2f_rvo_M60,KP_MA150_5d,106.8,30.99,3.447,1.836,2.951,15,56.788207913110945
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KK_MA60_3d,109.11,31.65,3.447,1.873,3.014,39,50.73700543056633
A5_3f_rog_G70M25,D6_2f_rvo_M60,KK_MA60_5d,103.88,30.14,3.446,1.814,2.905,19,49.18541505042669
A2_3f_rog_G65M30,D6_2f_rvo_M60,KP_MA120_4d,112.17,32.56,3.445,1.861,3.045,15,57.874321179208685
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KK_MA60_3d,109.01,31.65,3.444,1.885,3.058,39,50.73700543056633
A2_3f_rog_G65M30,D1_3f_rog_M60S7,B126_45_5d,118.12,34.3,3.443,1.948,3.133,17,49.72847168347556
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KP_MA120_4d,103.26,29.99,3.443,1.85,2.958,15,57.874321179208685
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA120_4d,107.83,31.33,3.441,1.834,2.962,15,57.874321179208685
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KP_MA250_5d,109.97,31.96,3.441,1.88,2.978,13,47.478665632273085
A7_2f_roc_G55M25,D3_3f_roo_M60S7,KP_MA250_5d,106.24,30.9,3.439,1.871,2.982,13,47.478665632273085
A7_2f_roc_G55M25,D1_3f_rog_M60S7,B126_35_4d,103.39,30.07,3.439,1.764,2.718,15,67.95965865011637
A1_3f_rgp_G60M40,D5_2f_rao_M55,KP_MA150_5d,118.05,34.36,3.436,1.939,3.071,15,56.788207913110945
A7_2f_roc_G55M25,D5_2f_rao_M55,KP_MA250_3d,124.92,36.36,3.436,2.051,3.251,15,48.09930178432894
A1_3f_rgp_G60M40,D3_3f_roo_M60S7,KP_MA200_5d,121.18,35.28,3.435,1.975,3.174,15,53.60744763382467
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KK_MA60_3d,95.01,27.67,3.434,1.735,2.768,39,50.73700543056633
A7_2f_roc_G55M25,D7_3f_rog_E7S7,KK_MA60_3d,111.85,32.57,3.434,1.942,3.109,39,50.73700543056633
A4_3f_roo_G60M30,D6_2f_rvo_M60,B126_40_3d,120.23,35.02,3.433,1.967,3.182,19,57.56400310318076
A3_3f_rog_G60M25,D7_3f_rog_E7S7,B126_30_3d,106.61,31.07,3.431,1.807,2.767,17,73.31264546159814
A5_3f_rog_G70M25,D1_3f_rog_M60S7,KP_MA200_4d,125.71,36.69,3.426,1.994,3.211,15,53.68502715283165
A7_2f_roc_G55M25,D1_3f_rog_M60S7,KK_MA60_3d,113.19,33.04,3.426,1.899,3.09,39,50.73700543056633
A3_3f_rog_G60M25,D1_3f_rog_M60S7,B126_30_5d,105.31,30.77,3.423,1.773,2.724,13,72.53685027152832
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_40_4d,110.05,32.16,3.422,1.908,3.024,17,57.253685027152834
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KK_MA120_5d,110.31,32.24,3.422,1.879,3.02,15,50.116369278510476
A7_2f_roc_G55M25,D4_3f_rog_M60S5,KK_MA120_3d,107.95,31.57,3.419,1.861,2.947,17,50.89216446858029
A6_2f_oca_G60M25,D3_3f_roo_M60S7,B126_40_5d,109.44,32.01,3.418,1.871,2.964,13,57.176105508145845
A4_3f_roo_G60M30,D2_2f_oar_V40G40,KP_MA250_3d,96.02,28.1,3.417,1.749,2.699,15,48.09930178432894
A6_2f_oca_G60M25,D6_2f_rvo_M60,KK_MA60_3d,102.92,30.14,3.414,1.82,2.975,39,50.73700543056633
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_40_4d,111.8,32.75,3.414,1.908,3.048,17,57.253685027152834
A6_2f_oca_G60M25,D6_2f_rvo_M60,B126_35_4d,108.38,31.77,3.412,1.806,2.873,15,67.95965865011637
A6_2f_oca_G60M25,D7_3f_rog_E7S7,B126_30_5d,110.16,32.3,3.41,1.865,2.933,13,72.53685027152832
A5_3f_rog_G70M25,D7_3f_rog_E7S7,KP_MA250_5d,105.97,31.08,3.409,1.876,2.911,13,47.478665632273085
A4_3f_roo_G60M30,D3_3f_roo_M60S7,B126_30_5d,117.11,34.36,3.408,1.903,2.966,13,72.53685027152832
A5_3f_rog_G70M25,D4_3f_rog_M60S5,KP_MA150_5d,111.95,32.85,3.408,1.868,3.014,15,56.788207913110945
A4_3f_roo_G60M30,D4_3f_rog_M60S5,KK_MA60_5d,94.8,27.83,3.406,1.713,2.706,19,49.18541505042669
A5_3f_rog_G70M25,D7_3f_rog_E7S7,B126_40_4d,109.53,32.16,3.406,1.896,3.012,17,57.253685027152834
A4_3f_roo_G60M30,D7_3f_rog_E7S7,B126_30_3d,107.68,31.62,3.405,1.816,2.809,17,73.31264546159814
A7_2f_roc_G55M25,D3_3f_roo_M60S7,B126_30_5d,112.87,33.15,3.405,1.873,2.917,13,72.53685027152832
A4_3f_roo_G60M30,D3_3f_roo_M60S7,KK_MA120_4d,107.76,31.65,3.404,1.884,3.019,15,50.19394879751745
A2_3f_rog_G65M30,D3_3f_roo_M60S7,KK_MA120_5d,107.72,31.65,3.403,1.875,2.986,15,50.116369278510476
A7_2f_roc_G55M25,D4_3f_rog_M60S5,B126_35_3d,105.36,30.96,3.403,1.778,2.756,19,67.57176105508145
A4_3f_roo_G60M30,D7_3f_rog_E7S7,KK_MA60_5d,102.89,30.25,3.402,1.86,2.894,19,49.18541505042669
A7_2f_roc_G55M25,D6_2f_rvo_M60,B126_35_4d,106.56,31.32,3.402,1.801,2.805,15,67.95965865011637
A6_2f_oca_G60M25,D1_3f_rog_M60S7,KP_MA120_4d,103.84,30.52,3.402,1.786,2.9,15,57.874321179208685
A6_2f_oca_G60M25,D4_3f_rog_M60S5,KP_MA200_2d,106.14,31.22,3.4,1.805,2.915,21,54.30566330488751
A4_3f_roo_G60M30,D1_3f_rog_M60S7,KP_MA250_4d,112.19,33.0,3.4,1.883,2.985,15,48.021722265321955
A5_3f_rog_G70M25,D6_2f_rvo_M60,KP_MA200_4d,120.02,35.32,3.398,1.95,3.177,15,53.68502715283165
A4_3f_roo_G60M30,D5_2f_rao_M55,KP_MA120_5d,116.44,34.29,3.396,1.956,3.121,15,57.79674166020171
