v,q,g,m,g_rev,mom,calmar,cagr,mdd,sharpe,sortino
15,5,35,45,0.5,12m-1m,1.438,55.32,38.48,1.301,1.795
20,10,20,50,0.5,6m-1m,1.438,47.56,33.07,1.189,1.649
20,10,15,55,0.7,6m-1m,1.437,48.76,33.94,1.208,1.62
5,10,45,40,0.4,6m-1m,1.437,59.1,41.13,1.321,1.992
10,5,50,35,0.8,12m,1.437,57.9,40.28,1.289,1.929
15,5,30,50,0.9,12m,1.436,47.28,32.92,1.17,1.631
20,10,20,50,0.8,6m,1.436,49.44,34.43,1.186,1.633
0,0,50,50,0.9,12m,1.436,62.32,43.4,1.357,1.933
15,5,30,50,0.5,12m-1m,1.435,51.82,36.12,1.257,1.771
0,25,25,50,0.6,6m-1m,1.435,49.52,34.52,1.199,1.756
10,10,30,50,0.3,12m,1.435,61.52,42.86,1.387,2.062
20,15,25,40,0.7,6m-1m,1.435,50.43,35.15,1.218,1.782
10,25,10,55,0.7,6m,1.435,56.12,39.1,1.323,1.85
0,25,45,30,0.3,12m,1.435,66.06,46.03,1.387,2.131
10,10,30,50,0.8,12m,1.434,54.29,37.86,1.272,1.846
10,10,30,50,0.7,12m,1.433,55.48,38.73,1.285,1.813
15,20,25,40,0.8,12m,1.433,54.05,37.71,1.276,1.837
15,10,30,45,1.0,12m,1.432,55.3,38.63,1.309,1.894
15,15,20,50,0.8,6m-1m,1.432,62.5,43.66,1.407,2.014
0,10,50,40,0.7,6m-1m,1.432,62.6,43.71,1.363,2.099
15,25,15,45,0.4,6m,1.432,52.57,36.7,1.278,1.877
20,5,35,40,0.6,12m,1.431,55.64,38.87,1.284,1.879
10,15,25,50,0.7,6m-1m,1.431,52.35,36.57,1.246,1.784
10,10,35,45,0.3,6m,1.43,55.11,38.54,1.29,1.923
15,5,55,25,0.6,6m,1.43,56.94,39.81,1.295,1.95
20,10,15,55,0.7,6m,1.43,47.28,33.05,1.172,1.632
15,15,25,45,1.0,6m,1.43,46.96,32.83,1.163,1.668
5,10,35,50,0.9,12m-1m,1.429,55.53,38.86,1.284,1.823
15,5,40,40,0.9,12m,1.429,59.73,41.79,1.323,1.92
5,15,45,35,0.4,6m,1.429,67.18,47.01,1.43,2.154
5,30,15,50,0.6,12m-1m,1.429,50.1,35.07,1.237,1.825
5,20,15,60,0.9,6m,1.429,49.44,34.59,1.205,1.681
10,0,55,35,0.5,12m,1.429,69.23,48.43,1.458,2.228
5,15,30,50,0.4,12m-1m,1.429,57.93,40.52,1.324,2.009
0,20,40,40,0.3,12m,1.428,65.63,45.97,1.393,2.173
5,20,30,45,0.9,12m-1m,1.427,57.07,40.0,1.303,1.926
10,0,55,35,0.8,12m-1m,1.425,61.36,43.04,1.326,2.01
10,15,20,55,0.6,6m,1.424,52.53,36.89,1.24,1.763
10,15,15,60,0.8,6m,1.424,49.52,34.78,1.204,1.666
10,10,25,55,0.3,6m-1m,1.424,51.48,36.14,1.25,1.848
10,5,40,45,0.3,12m,1.423,63.35,44.53,1.4,2.112
5,25,25,45,0.5,6m-1m,1.423,52.18,36.66,1.256,1.839
10,10,35,45,0.4,12m,1.423,62.23,43.72,1.39,2.071
10,25,20,45,0.9,6m,1.422,55.72,39.19,1.311,1.875
15,15,30,40,0.5,12m,1.422,52.64,37.03,1.254,1.85
10,10,30,50,0.4,12m-1m,1.421,54.99,38.69,1.272,1.79
10,0,45,45,0.3,12m,1.42,67.86,47.79,1.447,2.249
5,15,40,40,0.3,6m-1m,1.42,59.57,41.95,1.336,2.054
25,5,20,50,0.4,6m-1m,1.42,45.23,31.86,1.145,1.543
5,15,40,40,0.3,12m,1.42,69.83,49.17,1.473,2.259
5,5,35,55,0.7,6m,1.42,58.43,41.14,1.313,1.915
15,5,35,45,0.5,12m,1.419,57.31,40.38,1.33,1.862
10,15,35,40,0.5,12m-1m,1.419,53.41,37.64,1.252,1.856
0,10,50,40,0.3,6m,1.419,62.25,43.88,1.355,2.123
10,5,30,55,0.8,6m-1m,1.419,51.48,36.27,1.227,1.696
20,10,30,40,0.4,6m,1.419,53.02,37.37,1.24,1.836
10,20,25,45,0.4,6m-1m,1.418,50.11,35.33,1.232,1.86
10,30,10,50,0.8,6m,1.418,51.86,36.58,1.277,1.879
20,5,15,60,0.7,6m-1m,1.417,45.57,32.15,1.156,1.575
0,5,55,40,0.3,6m,1.417,69.14,48.81,1.453,2.267
5,20,15,60,0.6,6m-1m,1.417,50.82,35.87,1.228,1.731
0,25,20,55,1.0,6m,1.416,49.58,35.0,1.208,1.742
15,15,25,45,1.0,12m-1m,1.416,51.02,36.04,1.245,1.727
10,15,35,40,0.3,6m-1m,1.416,54.99,38.83,1.265,1.881
15,10,30,45,0.7,6m-1m,1.415,49.45,34.94,1.202,1.713
0,25,25,50,0.4,6m,1.414,50.45,35.68,1.21,1.846
20,0,50,30,0.9,12m,1.414,55.63,39.34,1.292,1.924
15,10,30,45,0.4,12m,1.414,58.63,41.48,1.35,1.966
15,0,60,25,0.4,6m-1m,1.414,55.27,39.08,1.25,1.854
15,15,25,45,0.8,12m,1.413,56.5,39.98,1.32,1.966
10,0,35,55,0.8,12m,1.413,56.3,39.83,1.304,1.798
15,15,20,50,0.3,6m-1m,1.412,52.1,36.89,1.267,1.794
15,15,20,50,0.9,6m-1m,1.412,61.12,43.3,1.382,1.988
5,20,15,60,0.7,6m,1.412,44.87,31.78,1.137,1.624
10,20,20,50,0.6,6m,1.411,48.0,34.02,1.176,1.69
15,5,30,50,0.5,12m,1.411,50.76,35.98,1.226,1.734
5,0,55,40,0.8,12m,1.411,63.68,45.13,1.356,2.055
5,0,75,20,0.6,12m,1.41,58.12,41.22,1.278,1.893
0,20,45,35,0.5,6m,1.41,61.38,43.52,1.343,2.027
10,25,20,45,0.8,6m-1m,1.41,53.77,38.13,1.288,1.907
10,15,20,55,0.4,6m-1m,1.409,50.2,35.62,1.227,1.695
5,15,35,45,0.8,12m,1.409,57.66,40.91,1.285,1.877
10,5,25,60,0.4,6m,1.409,49.39,35.05,1.197,1.687
20,0,50,30,0.3,12m,1.409,62.52,44.38,1.375,2.056
10,10,40,40,0.3,12m-1m,1.408,60.25,42.81,1.349,2.064
15,5,35,45,0.6,12m,1.408,59.38,42.18,1.344,1.885
5,20,25,50,0.4,6m-1m,1.408,49.89,35.43,1.228,1.786
15,20,20,45,0.5,6m,1.407,50.2,35.68,1.216,1.761
15,0,35,50,0.4,12m,1.407,61.5,43.7,1.374,1.964
0,10,40,50,0.9,12m-1m,1.407,56.94,40.47,1.304,1.952
10,0,55,35,0.4,12m,1.407,69.65,49.52,1.443,2.2
10,30,10,50,0.6,6m,1.406,53.42,37.99,1.303,1.89
15,20,15,50,0.3,6m,1.406,51.66,36.74,1.255,1.794
20,10,30,40,0.3,12m,1.406,57.46,40.87,1.319,1.976
5,10,35,50,0.6,12m-1m,1.405,56.31,40.07,1.288,1.863
10,20,10,60,0.4,6m,1.405,51.56,36.7,1.247,1.721
20,0,55,25,0.3,12m-1m,1.404,60.91,43.37,1.354,2.061
5,0,45,50,0.3,6m-1m,1.404,57.12,40.68,1.313,1.926
15,15,30,40,0.7,6m-1m,1.404,50.12,35.69,1.195,1.774
5,20,25,50,0.6,6m-1m,1.404,45.29,32.27,1.136,1.652
15,10,20,55,0.6,6m,1.403,50.71,36.16,1.217,1.677
20,10,15,55,0.4,6m,1.403,48.12,34.3,1.19,1.699
5,0,65,30,0.5,12m,1.403,64.56,46.01,1.371,2.049
15,5,25,55,0.4,6m-1m,1.402,48.45,34.55,1.187,1.628
10,5,45,40,0.3,12m,1.401,63.38,45.26,1.373,2.106
0,0,55,45,0.3,6m,1.401,66.38,47.39,1.406,2.18
0,25,20,55,0.5,6m,1.401,47.56,33.96,1.184,1.73
0,25,20,55,0.6,6m-1m,1.4,47.33,33.81,1.169,1.694
10,30,15,45,0.6,6m-1m,1.4,52.88,37.76,1.289,1.878
15,15,20,50,0.7,6m-1m,1.4,56.78,40.56,1.33,1.853
10,5,45,40,0.7,6m-1m,1.4,56.74,40.54,1.287,1.946
0,20,40,40,0.4,6m-1m,1.399,55.22,39.46,1.248,1.923
0,5,45,50,0.3,6m,1.399,70.67,50.51,1.49,2.306
15,0,45,40,0.6,12m,1.399,61.61,44.05,1.35,2.04
10,10,30,50,0.6,12m,1.399,55.88,39.93,1.292,1.812
0,25,20,55,0.4,6m,1.397,49.5,35.44,1.208,1.815
10,0,40,50,0.3,12m,1.397,62.63,44.82,1.382,2.025
10,10,35,45,1.0,12m-1m,1.396,52.88,37.89,1.237,1.774
5,30,15,50,0.7,12m-1m,1.396,48.63,34.84,1.217,1.765
0,25,15,60,0.6,6m,1.394,53.82,38.61,1.292,1.865
10,25,10,55,0.9,6m,1.394,50.07,35.9,1.214,1.691
10,15,20,55,0.4,6m,1.393,48.45,34.77,1.178,1.665
20,15,25,40,0.5,6m-1m,1.393,48.67,34.94,1.203,1.657
5,30,10,55,0.8,6m-1m,1.393,45.06,32.35,1.169,1.702
0,15,30,55,0.4,6m-1m,1.393,50.81,36.48,1.217,1.835
20,10,30,40,0.4,12m,1.393,55.16,39.6,1.288,1.881
0,5,35,60,0.8,12m-1m,1.392,54.92,39.45,1.281,1.824
10,5,40,45,0.4,12m,1.392,65.97,47.38,1.43,2.192
20,0,45,35,0.7,12m,1.392,54.49,39.15,1.262,1.893
15,0,35,50,0.6,12m,1.391,58.0,41.7,1.31,1.842
20,5,45,30,0.4,12m-1m,1.391,55.39,39.82,1.273,1.873
0,0,45,55,0.4,6m,1.391,63.07,45.33,1.379,2.085
5,15,40,40,0.6,6m,1.391,64.34,46.25,1.386,2.158
20,0,35,45,0.8,12m,1.39,55.35,39.82,1.282,1.821
10,0,45,45,0.4,12m,1.39,64.39,46.33,1.384,2.069
10,20,15,55,0.7,6m-1m,1.39,48.82,35.13,1.198,1.706
0,0,60,40,1.0,12m-1m,1.39,62.16,44.72,1.336,2.01
0,25,30,45,0.6,6m-1m,1.389,51.83,37.31,1.215,1.793
5,5,55,35,1.0,12m,1.389,63.6,45.79,1.375,2.034
15,10,20,55,0.7,6m-1m,1.388,55.89,40.28,1.297,1.757
0,15,25,60,0.6,6m,1.388,50.19,36.16,1.199,1.743
0,5,40,55,1.0,12m-1m,1.388,54.84,39.5,1.274,1.814
25,0,45,30,0.4,12m,1.388,58.84,42.4,1.346,2.027
25,5,20,50,0.3,6m-1m,1.388,44.8,32.26,1.136,1.539
0,0,50,50,1.0,12m,1.387,57.88,41.71,1.296,1.845
10,30,15,45,1.0,12m,1.387,46.23,33.33,1.162,1.659
5,20,15,60,0.8,6m,1.387,48.12,34.7,1.195,1.692
0,0,60,40,0.7,12m,1.386,62.59,45.16,1.335,2.008
15,5,35,45,0.3,12m,1.386,62.4,45.03,1.386,2.029
5,20,25,50,0.7,6m-1m,1.386,49.73,35.87,1.221,1.751
5,25,20,50,0.6,6m-1m,1.385,47.57,34.33,1.187,1.72
15,15,25,45,0.3,6m,1.384,51.52,37.23,1.239,1.815
15,5,35,45,0.7,12m,1.384,58.62,42.35,1.326,1.87
10,5,25,60,0.3,6m-1m,1.384,51.01,36.87,1.231,1.781
0,20,20,60,0.6,6m-1m,1.384,47.79,34.52,1.185,1.728
0,15,30,55,0.8,12m-1m,1.384,52.37,37.83,1.242,1.836
20,5,35,40,0.3,12m,1.383,57.82,41.8,1.32,1.99
15,5,30,50,0.5,6m-1m,1.383,47.24,34.16,1.16,1.585
0,15,25,60,0.3,6m-1m,1.382,49.55,35.85,1.211,1.812
10,5,40,45,0.3,12m-1m,1.381,62.36,45.16,1.397,2.124
15,5,40,40,0.3,12m,1.381,65.33,47.32,1.404,2.138
10,0,45,45,0.4,12m-1m,1.381,59.73,43.24,1.343,2.015
20,25,10,45,1.0,6m,1.38,44.08,31.94,1.139,1.588
20,10,20,50,0.3,6m-1m,1.38,50.65,36.71,1.237,1.715
5,10,40,45,0.4,6m-1m,1.38,59.93,43.41,1.341,2.035
0,25,25,50,0.4,12m-1m,1.379,54.85,39.77,1.268,1.954
10,5,50,35,0.4,12m,1.378,64.28,46.64,1.389,2.102
10,25,25,40,0.5,6m-1m,1.378,52.37,38.0,1.258,1.831
20,5,25,50,0.3,6m-1m,1.377,47.97,34.84,1.17,1.571
5,10,30,55,0.3,6m,1.377,49.44,35.91,1.187,1.713
0,15,35,50,0.4,6m-1m,1.377,54.53,39.6,1.259,1.87
0,15,35,50,0.3,6m-1m,1.377,56.59,41.1,1.287,1.931
5,15,20,60,1.0,6m,1.377,49.13,35.69,1.188,1.6
5,10,40,45,1.0,12m-1m,1.376,58.76,42.71,1.328,1.958
5,10,50,35,0.3,12m,1.376,63.53,46.17,1.362,2.114
5,20,35,40,0.4,12m,1.376,61.61,44.79,1.346,2.069
5,0,60,35,0.6,6m-1m,1.376,62.73,45.6,1.369,2.097
20,20,15,45,1.0,6m,1.375,49.62,36.08,1.212,1.699
10,0,45,45,0.5,12m,1.375,56.61,41.16,1.278,1.806
20,0,50,30,0.3,12m-1m,1.375,61.0,44.37,1.371,2.064
0,30,15,55,0.5,6m-1m,1.374,46.93,34.15,1.185,1.715
0,5,60,35,0.5,12m,1.374,63.92,46.52,1.362,2.108
5,0,35,60,0.8,12m-1m,1.374,52.11,37.91,1.246,1.765
5,0,70,25,0.3,12m-1m,1.374,65.61,47.74,1.367,2.101
20,25,10,45,0.9,6m,1.374,43.46,31.64,1.122,1.551
0,20,35,45,0.3,6m-1m,1.374,61.06,44.43,1.348,2.06
15,15,35,35,0.5,6m-1m,1.374,55.48,40.38,1.293,1.936
10,20,25,45,0.8,12m,1.373,52.72,38.38,1.233,1.836
20,15,15,50,0.8,6m-1m,1.373,52.85,38.5,1.281,1.759
0,20,20,60,1.0,6m-1m,1.373,44.56,32.46,1.137,1.599
5,25,15,55,0.9,6m,1.372,43.01,31.34,1.1,1.551
5,0,60,35,0.3,12m,1.372,64.92,47.32,1.371,2.172
20,5,25,50,0.8,6m-1m,1.372,50.67,36.94,1.238,1.765
10,20,15,55,1.0,12m,1.371,50.83,37.07,1.227,1.709
10,0,40,50,0.8,12m,1.371,58.71,42.83,1.315,1.831
0,10,45,45,0.4,6m-1m,1.371,62.04,45.25,1.355,2.082
5,5,35,55,0.6,12m,1.371,60.19,43.92,1.348,1.905
20,10,35,35,0.4,6m-1m,1.37,51.58,37.66,1.246,1.804
10,20,30,40,1.0,12m,1.37,52.86,38.59,1.231,1.809
10,5,35,50,0.7,12m,1.37,60.6,44.24,1.353,1.901
5,10,50,35,0.9,12m,1.369,60.92,44.5,1.335,1.989
25,10,15,50,0.6,6m-1m,1.369,40.61,29.66,1.082,1.49
5,25,25,45,0.6,12m,1.369,54.24,39.61,1.25,1.891
5,0,45,50,0.9,12m,1.369,55.53,40.55,1.276,1.849
20,10,30,40,0.4,6m-1m,1.368,49.36,36.08,1.19,1.739
5,10,25,60,0.8,6m-1m,1.368,41.82,30.57,1.077,1.524
10,30,15,45,0.6,12m,1.366,51.5,37.7,1.247,1.826
5,30,15,50,0.6,6m,1.366,47.34,34.66,1.187,1.781
0,15,40,45,0.3,6m-1m,1.366,57.87,42.37,1.311,2.027
20,5,25,50,0.7,6m-1m,1.365,49.23,36.07,1.205,1.696
10,35,10,45,0.6,6m,1.365,53.69,39.32,1.291,1.917
15,10,30,45,0.9,12m-1m,1.365,53.71,39.36,1.275,1.753
0,35,10,55,1.0,6m-1m,1.365,49.69,36.4,1.24,1.816
5,10,50,35,0.6,6m-1m,1.365,60.85,44.59,1.335,2.027
0,15,35,50,0.4,6m,1.365,56.49,41.38,1.284,1.967
15,15,20,50,0.6,6m-1m,1.364,53.75,39.4,1.277,1.775
15,10,25,50,0.7,6m,1.364,50.17,36.79,1.203,1.735
25,10,35,30,0.7,12m,1.362,52.12,38.28,1.246,1.804
5,10,25,60,0.4,6m-1m,1.362,47.87,35.15,1.186,1.766
10,5,50,35,0.6,6m-1m,1.362,62.7,46.04,1.391,2.094
10,20,10,60,0.7,6m,1.362,47.86,35.13,1.182,1.645
0,10,45,45,0.3,6m,1.361,68.35,50.23,1.446,2.246
20,25,15,40,0.7,12m,1.361,47.33,34.77,1.194,1.678
10,15,30,45,0.7,12m,1.361,52.96,38.91,1.239,1.78
5,0,45,50,1.0,12m-1m,1.361,56.35,41.39,1.272,1.852
20,20,15,45,0.8,6m-1m,1.36,43.37,31.9,1.121,1.571
10,15,25,50,0.5,6m-1m,1.36,49.98,36.74,1.211,1.698
5,5,30,60,0.4,12m-1m,1.359,58.91,43.36,1.324,1.912
0,20,20,60,0.8,6m,1.358,48.89,35.99,1.196,1.703
5,20,30,45,0.8,12m-1m,1.358,54.97,40.48,1.267,1.893
5,10,25,60,0.8,6m,1.358,46.0,33.87,1.139,1.615
20,0,40,40,0.7,12m,1.358,54.6,40.22,1.249,1.822
0,30,15,55,0.4,12m,1.358,51.87,38.2,1.255,1.864
15,5,35,45,0.4,12m,1.357,59.61,43.93,1.345,1.893
0,5,50,45,0.4,12m,1.357,69.41,51.16,1.45,2.259
25,5,25,45,0.4,6m-1m,1.357,39.85,29.38,1.051,1.431
5,0,40,55,0.5,6m,1.356,54.55,40.22,1.262,1.783
5,20,30,45,1.0,12m,1.355,55.63,41.06,1.286,1.884
10,15,30,45,1.0,12m,1.354,51.27,37.87,1.229,1.803
10,25,20,45,0.7,12m,1.354,53.38,39.41,1.252,1.833
10,20,20,50,0.3,6m-1m,1.354,49.93,36.89,1.231,1.764
0,15,35,50,0.7,12m,1.354,57.12,42.17,1.287,1.899
15,15,25,45,0.9,12m,1.353,51.01,37.69,1.234,1.799
10,15,20,55,0.3,12m-1m,1.353,46.66,34.49,1.173,1.647
0,5,65,30,0.5,6m,1.353,60.27,44.55,1.335,2.04
5,30,10,55,0.9,6m-1m,1.353,45.13,33.35,1.163,1.69
5,5,55,35,0.9,12m-1m,1.353,59.32,43.83,1.307,1.949
5,0,70,25,0.5,12m,1.353,57.82,42.72,1.28,1.942
10,0,60,30,0.6,6m-1m,1.352,56.7,41.95,1.28,1.88
5,5,50,40,0.4,6m,1.352,62.63,46.32,1.366,2.037
0,25,20,55,0.7,6m,1.352,46.99,34.75,1.161,1.712
25,15,10,50,0.6,6m-1m,1.352,43.62,32.25,1.16,1.597
0,25,25,50,0.7,12m-1m,1.352,50.8,37.58,1.212,1.832
15,20,20,45,0.9,6m,1.352,54.27,40.13,1.287,1.874
20,10,25,45,0.9,12m,1.351,48.48,35.88,1.194,1.667
5,0,55,40,0.8,12m-1m,1.351,56.44,41.76,1.265,1.931
5,5,40,50,0.4,6m,1.35,59.96,44.41,1.336,2.025
0,0,50,50,0.4,6m,1.35,63.03,46.7,1.371,2.081
0,15,45,40,0.8,6m-1m,1.35,58.32,43.19,1.299,1.958
20,5,40,35,0.4,12m-1m,1.349,54.9,40.69,1.266,1.9
15,25,15,45,0.8,6m,1.349,52.88,39.2,1.27,1.814
10,0,40,50,0.6,12m,1.349,62.71,46.47,1.359,1.958
15,5,25,55,0.7,6m-1m,1.349,50.79,37.66,1.223,1.672
15,20,20,45,0.4,6m-1m,1.349,48.93,36.27,1.213,1.777
15,15,15,55,0.6,6m-1m,1.349,51.7,38.33,1.256,1.745
20,10,25,45,0.6,6m-1m,1.349,47.46,35.18,1.175,1.651
5,0,55,40,0.9,12m,1.348,61.13,45.36,1.34,1.97
20,10,20,50,0.9,6m-1m,1.348,50.51,37.47,1.238,1.745
0,25,30,45,0.5,6m,1.348,47.83,35.48,1.173,1.769
20,5,30,45,0.6,6m-1m,1.347,47.82,35.49,1.174,1.691
15,5,20,60,0.6,12m-1m,1.347,48.69,36.16,1.213,1.703
10,10,35,45,0.5,6m,1.346,49.69,36.92,1.194,1.73
15,0,40,45,0.4,12m,1.346,61.39,45.6,1.363,1.963
15,0,45,40,0.3,12m-1m,1.346,53.69,39.9,1.254,1.884
20,5,25,50,0.3,6m,1.346,54.73,40.66,1.274,1.787
15,5,25,55,0.9,12m-1m,1.346,52.53,39.02,1.283,1.785
5,25,15,55,0.4,6m,1.346,45.71,33.96,1.159,1.709
10,15,15,60,0.6,6m,1.346,43.09,32.02,1.087,1.483
5,25,30,40,0.8,12m-1m,1.346,54.76,40.69,1.259,1.913
15,15,30,40,0.8,12m,1.345,54.76,40.71,1.269,1.893
0,20,25,55,0.4,6m-1m,1.345,50.69,37.67,1.234,1.773
5,5,30,60,0.9,12m-1m,1.345,51.57,38.34,1.223,1.637
10,20,15,55,0.9,6m,1.345,52.56,39.07,1.259,1.807
15,0,40,45,0.5,12m,1.345,55.96,41.61,1.284,1.801
0,5,55,40,0.7,12m,1.344,62.06,46.17,1.336,2.045
10,5,45,40,1.0,12m,1.343,56.22,41.87,1.28,1.889
20,15,20,45,1.0,12m,1.343,44.27,32.97,1.133,1.566
0,20,35,45,0.4,6m-1m,1.343,60.09,44.74,1.328,2.057
0,10,40,50,0.3,6m-1m,1.343,62.01,46.19,1.361,2.083
15,10,50,25,0.6,6m,1.343,55.46,41.3,1.281,1.938
0,5,60,35,0.8,12m,1.343,57.72,42.98,1.259,1.89
15,30,10,45,0.7,12m,1.343,51.89,38.62,1.262,1.799
20,15,30,35,0.6,6m-1m,1.342,50.53,37.66,1.222,1.805
5,25,15,55,1.0,6m,1.342,43.39,32.33,1.104,1.546
5,25,20,50,0.5,6m-1m,1.342,45.27,33.73,1.157,1.659
0,20,30,50,0.3,12m-1m,1.342,54.89,40.91,1.269,1.928
10,5,40,45,1.0,12m,1.341,54.55,40.67,1.255,1.764
10,15,40,35,0.3,6m,1.341,62.34,46.48,1.346,1.93
10,25,15,50,0.5,6m-1m,1.341,49.16,36.66,1.228,1.734
10,15,25,50,0.3,6m-1m,1.341,49.47,36.89,1.211,1.776
20,25,10,45,0.3,6m,1.341,47.76,35.62,1.206,1.715
10,5,35,50,0.9,12m,1.341,53.14,39.61,1.256,1.85
0,15,45,40,0.3,6m,1.34,64.72,48.28,1.397,2.198
0,10,50,40,0.4,6m-1m,1.34,64.88,48.43,1.391,2.169
10,15,30,45,0.6,6m,1.34,53.17,39.67,1.241,1.819
10,10,30,50,1.0,12m,1.34,50.32,37.55,1.212,1.755
10,5,35,50,0.6,12m,1.339,57.59,43.01,1.313,1.839
5,0,70,25,0.4,12m-1m,1.339,61.81,46.17,1.333,2.056
10,20,10,60,0.8,6m,1.339,54.54,40.74,1.286,1.806
0,15,35,50,0.9,12m-1m,1.338,52.46,39.21,1.229,1.805
20,10,20,50,0.7,12m,1.338,50.12,37.46,1.236,1.726
20,10,30,40,0.5,6m-1m,1.338,44.43,33.2,1.12,1.588
10,25,20,45,0.6,6m,1.338,47.8,35.73,1.177,1.748
15,5,30,50,0.8,12m,1.338,51.73,38.67,1.226,1.724
15,20,25,40,0.9,12m,1.338,51.83,38.75,1.238,1.783
15,15,30,40,0.6,12m,1.337,53.66,40.12,1.247,1.817
15,0,45,40,0.5,12m,1.337,51.46,38.5,1.2,1.725
25,0,50,25,0.4,12m,1.337,58.15,43.5,1.329,2.007
5,0,40,55,0.3,12m,1.337,62.2,46.52,1.371,2.009
10,35,10,45,0.4,6m,1.337,49.21,36.81,1.227,1.817
0,20,25,55,0.3,6m-1m,1.336,48.97,36.66,1.205,1.768
20,5,20,55,0.3,6m-1m,1.336,47.43,35.49,1.166,1.578
10,5,45,40,0.4,12m-1m,1.336,57.33,42.91,1.309,1.976
10,25,15,50,0.4,6m,1.336,49.24,36.87,1.22,1.744
0,10,35,55,0.6,12m,1.335,55.23,41.38,1.27,1.848
15,0,35,50,0.9,12m-1m,1.334,58.04,43.51,1.34,1.856
15,5,40,40,0.3,12m-1m,1.334,58.43,43.81,1.331,1.995
10,20,10,60,0.6,6m,1.334,48.35,36.25,1.188,1.658
15,0,45,40,0.4,12m,1.334,59.38,44.52,1.326,2.011
20,5,20,55,0.6,6m-1m,1.334,48.22,36.15,1.169,1.574
5,10,35,50,0.8,12m,1.334,53.88,40.39,1.269,1.825
25,5,30,40,0.3,6m,1.334,45.09,33.79,1.121,1.621
10,0,50,40,0.3,6m-1m,1.333,56.87,42.66,1.307,1.986
0,30,10,60,1.0,6m-1m,1.333,48.46,36.34,1.218,1.76
10,20,25,45,0.7,6m,1.332,52.29,39.27,1.243,1.79
20,5,35,40,0.7,12m,1.332,54.84,41.16,1.268,1.789
5,5,45,45,0.4,12m,1.332,66.31,49.8,1.413,2.15
20,15,25,40,0.3,6m-1m,1.332,46.84,35.17,1.176,1.652
15,10,30,45,0.4,6m-1m,1.332,47.95,36.0,1.194,1.771
0,5,40,55,0.5,12m-1m,1.331,52.08,39.14,1.226,1.73
20,15,30,35,0.3,6m,1.331,50.03,37.57,1.223,1.757
0,20,40,40,0.7,6m,1.331,60.8,45.68,1.327,2.023
20,10,20,50,0.4,12m-1m,1.331,48.87,36.73,1.229,1.715
0,35,15,50,0.7,12m-1m,1.331,47.05,35.34,1.183,1.752
10,5,35,50,0.5,6m,1.331,50.67,38.06,1.201,1.688
5,15,20,60,0.9,6m,1.33,48.6,36.55,1.19,1.608
5,20,25,50,0.4,12m,1.33,55.52,41.76,1.293,1.939
10,20,20,50,0.4,6m-1m,1.33,49.2,36.98,1.218,1.734
10,10,30,50,0.9,6m,1.33,52.7,39.63,1.233,1.783
10,25,20,45,0.4,6m-1m,1.33,54.34,40.85,1.302,1.824
10,25,20,45,0.3,6m-1m,1.329,51.34,38.63,1.25,1.749
0,25,20,55,0.7,6m-1m,1.329,44.99,33.86,1.129,1.63
15,25,20,40,0.4,6m-1m,1.329,48.89,36.78,1.213,1.74
10,0,50,40,0.8,12m,1.329,63.41,47.73,1.368,1.994
0,15,25,60,0.5,6m,1.329,43.99,33.11,1.114,1.597
20,5,30,45,0.8,12m,1.329,49.9,37.55,1.191,1.687
15,10,20,55,0.6,12m-1m,1.329,47.71,35.89,1.207,1.705
25,0,50,25,0.4,12m-1m,1.328,60.11,45.28,1.364,2.072
20,0,45,35,0.4,12m,1.328,58.62,44.15,1.321,2.048
10,20,25,45,0.6,6m,1.328,53.63,40.38,1.264,1.883
20,0,55,25,0.4,6m-1m,1.328,53.08,39.98,1.25,1.914
0,5,45,50,0.3,12m,1.328,62.52,47.06,1.377,2.103
15,10,30,45,0.9,6m-1m,1.327,47.51,35.8,1.163,1.702
5,25,15,55,0.8,6m,1.327,46.81,35.28,1.165,1.691
10,0,35,55,0.6,12m,1.327,56.17,42.32,1.29,1.799
20,0,55,25,0.4,12m,1.327,55.2,41.59,1.276,1.897
0,25,15,60,0.5,6m-1m,1.327,46.89,35.33,1.186,1.707
15,30,5,50,0.3,12m,1.327,46.01,34.66,1.197,1.7
0,25,20,55,0.3,6m,1.326,47.27,35.64,1.171,1.744
10,5,50,35,0.9,12m,1.326,54.53,41.11,1.241,1.824
5,15,30,50,0.9,6m,1.326,51.4,38.77,1.218,1.769
5,5,45,45,0.4,6m,1.325,64.74,48.85,1.396,2.13
15,5,25,55,0.4,12m-1m,1.325,53.39,40.31,1.273,1.803
20,15,25,40,0.4,6m-1m,1.325,52.18,39.37,1.258,1.805
5,5,50,40,0.3,6m,1.324,62.38,47.1,1.354,2.065
10,15,45,30,0.3,12m-1m,1.324,61.45,46.41,1.342,2.082
0,25,20,55,0.3,12m-1m,1.324,49.99,37.74,1.222,1.857
15,30,5,50,1.0,6m,1.324,44.24,33.41,1.147,1.632
5,10,40,45,0.3,12m,1.324,62.05,46.86,1.359,2.04
5,20,30,45,1.0,12m-1m,1.324,53.61,40.49,1.258,1.838
5,5,30,60,1.0,12m-1m,1.324,51.31,38.75,1.222,1.643
5,15,30,50,1.0,12m-1m,1.324,52.41,39.57,1.235,1.779
10,5,35,50,0.4,6m-1m,1.324,48.46,36.59,1.191,1.74
20,15,25,40,0.9,12m,1.324,46.93,35.44,1.166,1.699
