v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
30,0,20,50,12m-1m,0.936,36.18,38.64,1.038,1.461
25,25,10,40,12m-1m,0.935,29.14,31.17,0.902,1.285
25,0,55,20,6m,0.935,45.42,48.59,1.138,1.717
30,15,30,25,6m,0.934,35.69,38.19,0.978,1.416
10,35,15,40,6m-1m,0.934,36.22,38.78,1.005,1.447
20,5,30,45,6m,0.933,41.6,44.57,1.071,1.571
30,15,35,20,12m-1m,0.933,32.91,35.27,0.934,1.377
15,15,30,40,6m,0.93,42.59,45.8,1.071,1.534
0,30,50,20,12m-1m,0.929,37.65,40.54,0.981,1.521
40,5,35,20,6m,0.929,30.93,33.3,0.942,1.456
15,0,45,40,6m-1m,0.929,39.21,42.22,1.03,1.506
5,40,20,35,12m-1m,0.928,35.65,38.4,0.979,1.501
25,0,55,20,6m-1m,0.928,41.29,44.49,1.069,1.646
0,25,55,20,12m,0.926,38.95,42.07,1.002,1.509
10,35,10,45,6m-1m,0.926,36.75,39.69,1.011,1.425
20,15,10,55,6m,0.926,38.32,41.4,1.037,1.466
20,25,25,30,12m,0.925,39.21,42.41,1.048,1.465
25,20,30,25,6m-1m,0.924,36.85,39.88,1.001,1.414
15,20,35,30,6m,0.924,41.46,44.88,1.051,1.571
30,0,30,40,12m,0.923,32.14,34.81,0.915,1.324
15,15,60,10,12m,0.923,37.85,40.99,0.981,1.506
5,10,70,15,6m,0.923,46.5,50.41,1.111,1.708
25,25,20,30,12m,0.922,35.43,38.42,0.986,1.405
5,30,45,20,12m-1m,0.922,38.46,41.73,0.996,1.555
35,10,40,15,12m-1m,0.921,33.32,36.18,0.955,1.476
0,25,20,55,6m,0.921,42.53,46.16,1.091,1.571
25,5,55,15,6m-1m,0.92,42.24,45.93,1.095,1.673
10,20,15,55,6m-1m,0.919,40.42,43.97,1.078,1.468
5,5,40,50,12m-1m,0.918,40.0,43.59,1.043,1.531
30,0,60,10,12m,0.918,36.26,39.49,0.991,1.488
0,35,35,30,12m-1m,0.917,39.42,43.01,1.022,1.562
10,10,45,35,6m-1m,0.916,44.85,48.96,1.113,1.665
15,25,10,50,12m,0.916,34.31,37.46,0.968,1.367
5,5,55,35,6m,0.915,55.25,60.39,1.272,1.961
15,20,25,40,6m,0.915,40.3,44.03,1.048,1.469
25,30,15,30,12m,0.915,33.75,36.89,0.961,1.395
35,0,40,25,12m-1m,0.912,32.88,36.06,0.95,1.414
10,5,30,55,12m,0.912,40.45,44.34,1.054,1.528
25,15,10,50,6m-1m,0.912,41.71,45.72,1.157,1.64
0,15,70,15,6m,0.912,43.09,47.24,1.055,1.639
20,20,30,30,12m,0.911,44.0,48.3,1.118,1.605
0,20,65,15,6m-1m,0.911,41.89,45.97,1.049,1.605
15,5,45,35,6m-1m,0.91,41.91,46.06,1.062,1.554
5,0,40,55,6m-1m,0.91,37.22,40.88,0.993,1.468
5,20,55,20,12m-1m,0.91,36.46,40.05,0.953,1.473
0,5,65,30,6m,0.909,50.1,55.11,1.181,1.851
5,10,50,35,6m-1m,0.909,43.98,48.36,1.091,1.652
20,10,15,55,6m,0.909,37.76,41.52,1.018,1.484
15,20,15,50,12m,0.908,33.49,36.88,0.954,1.337
5,25,40,30,6m-1m,0.908,41.63,45.86,1.047,1.58
5,30,25,40,6m,0.908,42.42,46.72,1.076,1.583
20,20,45,15,12m,0.907,32.66,36.03,0.906,1.355
10,35,20,35,12m-1m,0.906,35.39,39.04,0.974,1.443
30,25,20,25,12m,0.905,33.61,37.12,0.95,1.37
5,5,45,45,12m-1m,0.905,41.38,45.74,1.058,1.615
5,25,10,60,12m,0.905,37.5,41.44,1.023,1.459
10,25,35,30,6m-1m,0.905,39.33,43.45,1.013,1.507
5,10,25,60,6m,0.904,44.64,49.4,1.122,1.647
40,10,30,20,12m,0.903,29.6,32.77,0.907,1.419
15,30,20,35,12m-1m,0.902,37.33,41.38,1.023,1.492
15,0,55,30,6m-1m,0.901,45.48,50.46,1.127,1.727
15,35,15,35,12m,0.901,38.74,42.97,1.06,1.563
20,10,50,20,6m-1m,0.901,36.09,40.06,0.97,1.464
30,0,55,15,6m-1m,0.901,43.01,47.75,1.109,1.73
20,15,45,20,6m-1m,0.901,35.64,39.54,0.961,1.441
30,0,10,60,6m-1m,0.9,34.61,38.45,0.983,1.428
40,0,40,20,6m-1m,0.899,37.21,41.39,1.056,1.629
35,0,45,20,6m,0.897,44.24,49.3,1.145,1.774
5,5,45,45,6m,0.896,48.13,53.71,1.159,1.795
20,15,25,40,6m,0.896,38.14,42.55,1.02,1.476
20,30,10,40,12m-1m,0.896,28.9,32.26,0.881,1.233
5,25,50,20,12m-1m,0.896,36.27,40.49,0.952,1.464
10,15,65,10,6m-1m,0.893,37.25,41.72,0.958,1.453
35,0,40,25,6m,0.893,41.86,46.89,1.114,1.737
20,0,20,60,12m,0.893,37.3,41.78,1.011,1.472
5,30,10,55,6m,0.893,43.25,48.41,1.122,1.619
5,30,40,25,6m,0.892,41.57,46.62,1.046,1.571
0,25,55,20,6m-1m,0.892,36.88,41.35,0.964,1.461
35,5,45,15,12m-1m,0.891,40.49,45.44,1.084,1.63
30,5,55,10,12m-1m,0.891,36.42,40.87,0.994,1.486
15,25,25,35,12m,0.89,38.66,43.46,1.021,1.464
10,15,55,20,12m-1m,0.89,41.53,46.66,1.043,1.609
5,0,55,40,6m-1m,0.89,45.42,51.0,1.122,1.768
35,10,25,30,12m,0.889,32.7,36.8,0.959,1.457
30,5,50,15,12m-1m,0.888,40.63,45.74,1.073,1.619
10,20,10,60,6m,0.888,39.19,44.13,1.047,1.467
15,25,25,35,6m,0.888,35.99,40.51,0.97,1.383
20,15,15,50,6m,0.887,36.31,40.94,0.999,1.449
5,20,60,15,6m,0.887,38.88,43.83,0.995,1.5
0,40,25,35,12m,0.886,36.87,41.64,0.984,1.512
0,0,45,55,12m-1m,0.883,38.42,43.49,1.007,1.53
0,10,35,55,12m,0.882,40.39,45.78,1.041,1.514
15,10,25,50,6m,0.88,43.3,49.22,1.091,1.516
25,10,15,50,12m,0.88,34.0,38.63,0.962,1.311
15,30,20,35,12m,0.88,36.13,41.06,0.994,1.453
20,15,20,45,12m,0.879,34.86,39.68,0.976,1.409
35,0,10,55,12m-1m,0.879,34.98,39.77,1.026,1.369
35,10,35,20,6m-1m,0.879,32.52,36.99,0.954,1.441
0,30,40,30,6m,0.879,37.97,43.2,0.987,1.477
20,15,25,40,6m-1m,0.879,35.34,40.19,0.98,1.358
20,20,35,25,12m-1m,0.878,38.59,43.96,1.015,1.438
20,5,25,50,6m,0.878,40.21,45.82,1.042,1.522
20,15,20,45,6m,0.876,36.28,41.44,0.995,1.417
35,5,20,40,6m-1m,0.876,39.17,44.72,1.097,1.62
30,10,10,50,12m,0.875,31.56,36.09,0.917,1.173
15,15,60,10,6m,0.875,35.36,40.4,0.93,1.415
35,15,25,25,12m,0.875,29.35,33.53,0.884,1.334
10,0,40,50,12m,0.875,35.4,40.46,0.966,1.419
30,15,40,15,12m,0.874,32.1,36.75,0.908,1.321
15,20,10,55,6m,0.873,42.22,48.37,1.1,1.574
35,5,35,25,12m-1m,0.872,29.28,33.6,0.889,1.329
35,0,55,10,12m-1m,0.871,37.79,43.38,1.026,1.557
35,0,35,30,6m-1m,0.871,33.49,38.46,0.972,1.478
20,0,25,55,12m,0.871,37.57,43.15,1.015,1.472
5,35,10,50,6m-1m,0.871,38.05,43.69,1.035,1.497
20,20,25,35,6m,0.871,35.16,40.34,0.955,1.366
30,20,30,20,12m,0.868,33.38,38.47,0.939,1.366
5,15,65,15,6m-1m,0.867,38.28,44.15,0.98,1.496
35,20,35,10,6m-1m,0.867,33.86,39.07,0.973,1.486
30,20,25,25,12m-1m,0.865,31.19,36.06,0.922,1.318
35,0,20,45,12m-1m,0.865,29.36,33.93,0.9,1.26
15,0,30,55,6m-1m,0.865,35.03,40.48,0.965,1.43
30,0,20,50,6m,0.864,33.71,39.0,0.951,1.397
35,0,15,50,12m-1m,0.864,28.85,33.4,0.89,1.193
25,5,50,20,6m-1m,0.863,40.8,47.25,1.062,1.613
10,5,45,40,6m,0.863,45.65,52.92,1.124,1.696
5,0,55,40,12m,0.862,47.53,55.15,1.142,1.769
5,30,45,20,12m,0.862,37.22,43.17,0.974,1.501
0,5,35,60,12m,0.862,39.31,45.58,1.016,1.461
35,0,50,15,12m-1m,0.862,42.55,49.35,1.122,1.67
5,35,10,50,6m,0.861,39.1,45.41,1.039,1.455
15,5,25,55,6m-1m,0.858,34.48,40.19,0.962,1.374
5,5,50,40,6m,0.858,50.98,59.44,1.206,1.873
15,5,25,55,6m,0.858,39.22,45.7,1.011,1.469
30,0,25,45,12m-1m,0.858,34.79,40.56,0.987,1.436
5,5,45,45,6m-1m,0.856,35.31,41.26,0.948,1.443
25,25,15,35,12m-1m,0.854,29.26,34.28,0.894,1.229
30,5,50,15,6m,0.852,39.05,45.85,1.033,1.51
30,10,45,15,12m,0.852,36.88,43.31,0.994,1.467
0,5,60,35,6m,0.851,48.56,57.06,1.158,1.811
0,40,15,45,6m,0.851,45.45,53.4,1.135,1.597
15,30,10,45,12m-1m,0.85,29.9,35.17,0.894,1.263
20,20,20,40,6m,0.849,36.74,43.29,1.001,1.435
10,0,30,60,12m-1m,0.848,30.36,35.82,0.868,1.206
20,5,20,55,6m,0.848,40.32,47.56,1.046,1.512
10,30,20,40,6m-1m,0.846,39.51,46.73,1.047,1.464
10,20,50,20,6m-1m,0.845,37.22,44.03,0.967,1.424
30,10,45,15,12m-1m,0.845,36.21,42.86,0.986,1.435
25,20,35,20,6m-1m,0.844,31.85,37.75,0.901,1.306
5,15,60,20,6m,0.843,41.62,49.36,1.043,1.588
15,15,60,10,12m-1m,0.843,34.67,41.12,0.923,1.381
0,30,50,20,6m,0.843,34.62,41.07,0.927,1.438
20,15,50,15,6m,0.843,33.98,40.31,0.928,1.388
25,5,55,15,6m,0.843,39.69,47.1,1.046,1.565
5,40,15,40,12m-1m,0.842,34.42,40.86,0.968,1.469
15,35,15,35,12m-1m,0.841,30.11,35.79,0.894,1.317
35,0,25,40,12m-1m,0.841,27.32,32.51,0.853,1.24
15,25,30,30,6m,0.84,33.48,39.87,0.913,1.339
5,30,30,35,6m,0.84,40.56,48.28,1.036,1.532
0,15,65,20,6m-1m,0.84,40.35,48.06,1.02,1.601
15,15,55,15,6m,0.839,36.59,43.62,0.956,1.433
10,30,15,45,6m,0.838,38.41,45.81,1.02,1.463
30,15,40,15,12m-1m,0.837,33.76,40.35,0.946,1.375
20,15,55,10,12m,0.836,35.93,42.99,0.953,1.411
0,0,40,60,6m-1m,0.836,35.82,42.87,0.968,1.434
0,35,30,35,6m,0.836,38.64,46.22,1.001,1.476
20,15,50,15,12m-1m,0.835,31.77,38.03,0.882,1.323
10,30,35,25,12m-1m,0.834,34.47,41.35,0.933,1.428
15,10,20,55,6m-1m,0.833,35.42,42.5,0.983,1.381
0,25,60,15,6m,0.833,38.17,45.85,0.995,1.54
30,5,30,35,6m,0.832,38.03,45.69,1.031,1.544
5,35,25,35,12m-1m,0.832,36.95,44.4,0.991,1.493
0,35,20,45,6m,0.831,40.9,49.24,1.053,1.485
0,15,70,15,12m,0.828,39.92,48.19,1.005,1.561
30,15,20,35,6m-1m,0.828,32.81,39.62,0.952,1.353
5,0,50,45,12m,0.827,39.84,48.15,1.028,1.561
30,0,25,45,6m,0.826,35.15,42.54,0.991,1.476
25,15,45,15,6m,0.826,33.51,40.59,0.929,1.391
25,30,25,20,12m-1m,0.825,35.91,43.5,0.992,1.458
35,5,45,15,6m-1m,0.824,38.75,47.02,1.052,1.58
35,0,20,45,6m-1m,0.822,34.6,42.07,0.999,1.506
35,15,25,25,6m,0.822,30.43,37.01,0.912,1.419
10,30,20,40,6m,0.822,39.01,47.46,1.029,1.482
25,15,15,45,6m,0.822,29.2,35.53,0.86,1.216
25,20,10,45,6m-1m,0.822,37.34,45.43,1.074,1.519
10,25,40,25,6m-1m,0.821,35.4,43.12,0.939,1.358
25,10,50,15,6m,0.821,36.6,44.58,0.984,1.444
10,30,30,30,12m-1m,0.819,38.87,47.49,1.016,1.511
30,20,20,30,12m,0.819,27.73,33.85,0.841,1.187
35,5,50,10,12m-1m,0.819,34.76,42.46,0.969,1.469
5,35,30,30,6m-1m,0.818,35.26,43.09,0.945,1.393
10,0,50,40,6m-1m,0.818,38.15,46.64,1.006,1.542
0,20,60,20,6m,0.818,43.26,52.86,1.072,1.654
20,20,30,30,6m,0.817,34.27,41.95,0.929,1.337
35,5,35,25,12m,0.817,32.64,39.95,0.945,1.43
35,5,15,45,12m-1m,0.816,31.98,39.18,0.946,1.282
15,0,40,45,6m,0.816,34.9,42.79,0.94,1.421
25,25,30,20,12m-1m,0.815,33.1,40.62,0.933,1.354
20,30,20,30,12m,0.815,35.73,43.86,0.999,1.428
40,0,45,15,6m,0.814,32.52,39.96,0.955,1.483
0,35,25,40,6m,0.813,39.71,48.84,1.027,1.517
10,25,25,40,6m-1m,0.813,34.08,41.9,0.935,1.309
35,10,30,25,12m,0.811,28.18,34.74,0.865,1.303
25,15,30,30,6m,0.81,34.89,43.06,0.953,1.387
25,25,30,20,12m,0.81,30.87,38.14,0.891,1.287
5,30,35,30,6m-1m,0.81,35.74,44.11,0.947,1.424
15,20,30,35,6m,0.809,38.59,47.68,1.007,1.446
0,40,25,35,6m,0.808,40.34,49.94,1.039,1.558
5,35,30,30,12m-1m,0.808,35.9,44.42,0.963,1.448
15,0,35,50,12m,0.808,32.29,39.96,0.909,1.327
40,0,30,30,12m,0.808,33.41,41.34,0.991,1.515
30,0,10,60,12m,0.807,30.37,37.62,0.9,1.245
10,25,10,55,6m,0.806,37.91,47.06,1.028,1.449
35,5,25,35,6m-1m,0.806,30.44,37.78,0.921,1.362
35,5,20,40,12m,0.806,28.59,35.48,0.866,1.209
10,10,40,40,6m-1m,0.806,35.59,44.13,0.958,1.409
25,25,15,35,12m,0.805,30.72,38.16,0.906,1.282
25,10,50,15,6m-1m,0.804,33.67,41.87,0.928,1.382
5,15,20,60,12m,0.804,37.2,46.27,0.999,1.463
25,15,50,10,6m,0.803,31.56,39.3,0.893,1.342
0,20,70,10,6m,0.803,38.91,48.47,0.991,1.525
25,35,10,30,12m,0.803,30.75,38.28,0.902,1.307
35,10,25,30,6m-1m,0.802,29.47,36.72,0.906,1.322
0,30,40,30,6m-1m,0.801,35.92,44.84,0.95,1.457
0,20,65,15,6m,0.8,41.36,51.71,1.038,1.605
10,20,10,60,12m,0.8,32.68,40.84,0.935,1.33
25,15,20,40,12m,0.799,30.21,37.78,0.899,1.287
20,10,25,45,12m,0.798,33.58,42.09,0.947,1.358
40,10,20,30,6m-1m,0.798,33.73,42.25,1.019,1.572
15,15,60,10,6m-1m,0.797,34.4,43.15,0.92,1.366
0,25,60,15,12m-1m,0.797,30.23,37.95,0.852,1.302
10,20,10,60,6m-1m,0.797,34.26,42.97,0.959,1.307
35,0,50,15,6m,0.797,39.2,49.15,1.063,1.617
30,0,40,30,6m,0.796,40.45,50.78,1.062,1.62
0,0,55,45,6m-1m,0.796,36.57,45.92,0.966,1.503
15,30,20,35,6m,0.795,30.4,38.23,0.875,1.246
35,0,55,10,12m,0.795,36.16,45.46,0.988,1.491
25,15,40,20,6m-1m,0.794,33.02,41.58,0.919,1.363
20,20,45,15,6m,0.792,29.58,37.34,0.855,1.31
15,5,25,55,12m,0.792,31.91,40.31,0.906,1.307
15,25,40,20,6m,0.792,31.59,39.89,0.874,1.292
5,5,35,55,12m,0.791,40.38,51.07,1.052,1.513
20,25,20,35,12m,0.791,31.74,40.13,0.912,1.308
20,25,40,15,12m,0.79,32.64,41.34,0.906,1.356
35,5,50,10,12m,0.79,32.55,41.21,0.926,1.398
35,0,15,50,12m,0.79,28.3,35.81,0.855,1.162
5,30,40,25,6m-1m,0.787,36.48,46.35,0.96,1.435
20,20,40,20,12m,0.787,33.24,42.22,0.915,1.368
15,25,10,50,6m-1m,0.786,35.72,45.41,0.998,1.382
30,10,40,20,6m-1m,0.786,38.06,48.45,1.03,1.541
35,0,30,35,12m-1m,0.784,31.13,39.69,0.937,1.398
35,5,40,20,6m-1m,0.784,38.69,49.36,1.065,1.631
5,35,35,25,6m,0.783,35.46,45.31,0.95,1.432
5,15,65,15,6m,0.783,39.14,49.99,0.992,1.512
0,5,55,40,6m,0.783,45.85,58.57,1.121,1.736
5,15,60,20,12m-1m,0.783,36.01,46.0,0.941,1.453
30,0,25,45,12m,0.783,30.5,38.96,0.884,1.279
20,15,25,40,12m,0.781,33.03,42.27,0.937,1.346
30,20,20,30,6m-1m,0.78,30.03,38.51,0.897,1.252
15,20,20,45,6m-1m,0.78,35.23,45.18,0.981,1.375
10,30,35,25,12m,0.779,34.91,44.83,0.931,1.402
10,30,30,30,12m,0.779,38.97,50.04,1.019,1.49
5,15,70,10,12m-1m,0.778,35.66,45.85,0.94,1.442
25,15,15,45,12m,0.778,29.69,38.19,0.88,1.241
5,5,55,35,6m-1m,0.778,41.94,53.93,1.052,1.647
40,5,35,20,6m-1m,0.776,31.55,40.68,0.952,1.429
0,20,70,10,12m,0.774,37.1,47.93,0.961,1.493
0,20,70,10,6m-1m,0.774,33.14,42.8,0.892,1.366
20,20,25,35,6m-1m,0.772,34.37,44.51,0.952,1.333
5,20,65,10,12m,0.772,35.3,45.72,0.931,1.428
25,10,10,55,6m-1m,0.77,33.34,43.32,0.968,1.363
20,20,30,30,6m-1m,0.769,33.11,43.05,0.912,1.296
5,0,40,55,12m,0.769,36.25,47.12,0.973,1.403
35,10,40,15,12m,0.767,28.68,37.39,0.851,1.287
30,15,15,40,6m-1m,0.767,32.27,42.06,0.962,1.37
10,0,55,35,6m-1m,0.767,41.72,54.37,1.063,1.61
40,10,35,15,12m,0.767,25.52,33.29,0.817,1.254
5,5,30,60,12m,0.767,33.72,43.94,0.927,1.316
25,20,40,15,6m-1m,0.766,32.37,42.26,0.921,1.378
10,35,10,45,6m,0.766,34.98,45.65,0.961,1.366
0,5,40,55,12m-1m,0.766,32.58,42.51,0.905,1.304
30,25,15,30,12m-1m,0.766,25.71,33.55,0.82,1.185
5,40,15,40,6m,0.765,39.66,51.87,1.039,1.504
5,10,25,60,12m,0.763,34.84,45.64,0.95,1.38
15,0,25,60,6m,0.762,38.47,50.48,1.0,1.456
35,5,30,30,6m-1m,0.76,27.42,36.09,0.849,1.282
15,0,25,60,6m-1m,0.759,34.74,45.77,0.965,1.415
30,15,10,45,12m,0.758,27.32,36.04,0.844,1.167
25,0,25,50,12m,0.758,29.35,38.69,0.864,1.22
35,0,35,30,12m-1m,0.758,31.91,42.12,0.945,1.41
30,20,20,30,6m,0.758,32.52,42.88,0.93,1.353
15,10,20,55,6m,0.758,36.17,47.69,0.976,1.414
5,30,35,30,6m,0.758,37.29,49.17,0.967,1.437
35,0,50,15,6m-1m,0.757,40.69,53.77,1.075,1.64
20,20,40,20,6m-1m,0.757,35.8,47.27,0.965,1.455
20,20,20,40,6m-1m,0.757,33.9,44.79,0.956,1.31
10,5,45,40,6m-1m,0.755,37.62,49.86,0.992,1.486
5,15,70,10,12m,0.753,39.22,52.09,0.994,1.531
10,35,25,30,12m,0.753,31.25,41.51,0.884,1.315
20,5,15,60,6m-1m,0.752,34.87,46.35,0.982,1.398
40,0,50,10,12m,0.751,32.05,42.69,0.937,1.437
25,5,25,45,6m,0.751,33.39,44.46,0.926,1.341
10,25,45,20,12m-1m,0.751,33.94,45.23,0.913,1.402
15,0,25,60,12m,0.749,31.78,42.41,0.897,1.313
5,20,15,60,6m,0.749,38.35,51.21,1.023,1.411
15,20,10,55,6m-1m,0.749,34.18,45.63,0.982,1.379
15,20,50,15,6m,0.748,31.32,41.9,0.871,1.286
0,30,45,25,6m-1m,0.748,32.64,43.65,0.891,1.366
10,10,25,55,6m,0.748,40.34,53.89,1.052,1.53
30,25,20,25,12m-1m,0.748,30.08,40.2,0.902,1.28
20,25,30,25,12m,0.748,33.3,44.54,0.919,1.315
5,40,20,35,12m,0.748,29.58,39.55,0.858,1.306
35,20,35,10,12m,0.748,30.05,40.17,0.895,1.347
15,20,45,20,12m-1m,0.747,34.77,46.52,0.934,1.399
0,40,30,30,12m,0.747,34.09,45.62,0.925,1.404
35,0,20,45,12m,0.746,26.76,35.87,0.825,1.126
25,20,10,45,12m,0.746,29.36,39.35,0.865,1.155
10,25,45,20,12m,0.745,32.6,43.75,0.891,1.378
25,0,30,45,6m,0.745,33.6,45.1,0.935,1.37
10,0,45,45,6m-1m,0.744,34.95,46.97,0.949,1.414
25,5,15,55,12m,0.744,28.56,38.38,0.841,1.114
25,5,10,60,6m,0.743,28.51,38.37,0.847,1.209
15,20,50,15,12m,0.742,27.51,37.09,0.805,1.211
5,40,10,45,6m-1m,0.742,35.78,48.2,0.984,1.398
20,0,20,60,6m-1m,0.742,32.69,44.06,0.932,1.301
35,5,45,15,12m,0.742,34.82,46.95,0.971,1.455
5,15,70,10,6m,0.741,37.68,50.84,0.968,1.479
0,30,50,20,6m-1m,0.741,30.97,41.78,0.867,1.34
20,10,15,55,12m,0.741,31.48,42.5,0.909,1.269
20,30,15,35,12m,0.741,28.6,38.61,0.856,1.237
25,20,35,20,6m,0.74,27.89,37.68,0.821,1.19
15,5,20,60,12m,0.739,32.14,43.47,0.912,1.32
30,5,10,55,6m-1m,0.738,33.33,45.17,0.965,1.355
25,30,10,35,12m-1m,0.737,23.73,32.2,0.779,1.103
30,10,10,50,6m-1m,0.735,30.68,41.76,0.923,1.31
40,10,35,15,6m,0.734,25.63,34.91,0.819,1.231
10,5,25,60,12m,0.734,32.54,44.34,0.911,1.282
25,10,10,55,6m,0.733,30.55,41.7,0.891,1.281
20,25,35,20,6m,0.733,31.37,42.78,0.886,1.302
15,25,30,30,6m-1m,0.731,30.86,42.2,0.868,1.258
35,10,25,30,12m-1m,0.731,28.19,38.54,0.881,1.309
15,10,15,60,6m-1m,0.73,37.63,51.58,1.031,1.446
20,20,10,50,6m,0.729,29.48,40.42,0.867,1.239
30,0,10,60,6m,0.729,27.62,37.88,0.83,1.178
20,15,15,50,6m-1m,0.729,33.81,46.35,0.976,1.346
40,15,30,15,12m,0.728,29.78,40.89,0.901,1.371
15,0,50,35,6m-1m,0.728,38.9,53.46,1.01,1.474
10,10,25,55,12m,0.727,33.36,45.92,0.931,1.334
40,5,10,45,12m-1m,0.724,34.28,47.33,1.029,1.465
35,10,20,35,12m-1m,0.724,25.57,35.35,0.834,1.193
25,0,20,55,6m,0.722,33.65,46.6,0.939,1.369
25,15,45,15,6m-1m,0.721,29.27,40.61,0.846,1.268
35,15,20,30,12m,0.72,24.42,33.91,0.789,1.18
25,30,20,25,12m-1m,0.72,33.39,46.41,0.955,1.348
35,10,15,40,6m-1m,0.719,31.85,44.27,0.964,1.417
10,35,20,35,6m,0.719,32.33,44.95,0.9,1.308
35,5,30,30,12m-1m,0.719,30.71,42.72,0.929,1.38
40,15,25,20,6m-1m,0.719,28.47,39.59,0.895,1.345
5,30,45,20,6m,0.718,30.04,41.82,0.846,1.248
10,15,15,60,12m-1m,0.718,27.3,38.01,0.818,1.161
5,20,65,10,6m,0.718,31.93,44.47,0.869,1.306
20,25,20,35,12m-1m,0.717,28.48,39.72,0.855,1.215
15,25,20,40,6m-1m,0.716,37.92,52.96,1.03,1.419
35,5,40,20,6m,0.715,32.99,46.15,0.938,1.441
25,0,15,60,6m,0.714,30.95,43.37,0.884,1.322
10,30,25,35,6m-1m,0.714,28.78,40.3,0.832,1.2
35,5,50,10,6m,0.713,32.88,46.11,0.93,1.379
5,0,50,45,6m-1m,0.713,35.88,50.28,0.955,1.48
25,15,10,50,6m,0.713,28.07,39.39,0.846,1.215
20,5,20,55,12m,0.713,30.76,43.13,0.893,1.272
30,5,10,55,12m,0.712,27.92,39.19,0.847,1.128
20,20,35,25,6m,0.712,29.92,42.01,0.854,1.231
35,15,40,10,12m-1m,0.711,28.7,40.38,0.856,1.298
40,15,25,20,12m-1m,0.711,26.09,36.67,0.842,1.263
20,25,30,25,12m-1m,0.71,31.34,44.16,0.896,1.265
0,35,35,30,6m,0.71,35.1,49.44,0.943,1.399
0,30,10,60,12m,0.709,29.78,42.01,0.869,1.271
5,35,20,40,6m,0.709,36.17,51.03,0.978,1.418
35,15,30,20,12m,0.708,28.16,39.77,0.859,1.298
10,5,50,35,6m-1m,0.708,39.12,55.25,1.018,1.534
10,30,35,25,6m,0.708,35.13,49.6,0.937,1.416
5,20,60,15,12m-1m,0.708,29.47,41.65,0.828,1.272
40,20,20,20,12m,0.707,26.64,37.66,0.839,1.255
40,15,10,35,6m-1m,0.707,31.57,44.68,0.948,1.345
20,5,15,60,6m,0.705,33.99,48.22,0.931,1.319
30,10,40,20,6m,0.704,35.55,50.5,0.98,1.453
10,10,20,60,12m,0.704,30.28,43.0,0.866,1.234
10,40,20,30,12m,0.704,28.22,40.08,0.832,1.245
25,35,20,20,12m-1m,0.703,31.23,44.42,0.921,1.352
30,10,10,50,12m-1m,0.703,29.27,41.63,0.886,1.174
40,10,30,20,6m-1m,0.702,29.64,42.19,0.915,1.381
40,5,30,25,6m,0.702,27.62,39.33,0.866,1.336
5,35,35,25,12m,0.7,37.5,53.58,0.978,1.458
10,15,15,60,6m-1m,0.699,30.73,43.95,0.891,1.218
10,25,30,35,6m-1m,0.699,30.63,43.83,0.862,1.272
30,15,30,25,6m-1m,0.698,33.88,48.53,0.962,1.388
25,20,15,40,12m,0.697,26.25,37.69,0.812,1.175
30,0,35,35,6m,0.696,34.78,49.98,0.958,1.435
40,0,15,45,6m-1m,0.696,30.41,43.7,0.93,1.44
25,20,35,20,12m-1m,0.695,31.16,44.83,0.892,1.264
0,0,40,60,12m-1m,0.694,30.78,44.37,0.869,1.265
25,20,25,30,6m,0.694,28.29,40.75,0.833,1.179
0,25,65,10,12m,0.693,30.96,44.64,0.864,1.313
0,35,40,25,6m-1m,0.693,31.64,45.63,0.882,1.358
30,10,50,10,12m,0.693,30.74,44.38,0.889,1.319
35,5,15,45,6m-1m,0.693,29.33,42.33,0.892,1.296
25,15,50,10,12m,0.691,26.28,38.06,0.789,1.186
25,20,40,15,12m,0.691,27.93,40.41,0.829,1.233
40,5,15,40,6m-1m,0.69,31.58,45.77,0.967,1.52
15,10,15,60,6m,0.69,36.72,53.22,0.985,1.427
20,25,15,40,12m-1m,0.69,28.1,40.69,0.859,1.201
20,20,30,30,12m-1m,0.689,29.05,42.18,0.841,1.174
35,15,20,30,12m-1m,0.689,24.84,36.07,0.814,1.168
35,0,35,30,6m,0.688,34.51,50.19,0.979,1.513
5,35,30,30,6m,0.688,31.33,45.55,0.877,1.289
25,20,25,30,6m-1m,0.688,28.3,41.11,0.849,1.163
30,0,60,10,6m-1m,0.687,34.34,49.95,0.955,1.474
20,25,35,20,12m,0.686,29.49,42.99,0.846,1.234
25,20,10,45,6m,0.686,30.79,44.87,0.907,1.304
5,25,15,55,6m,0.685,33.96,49.57,0.943,1.311
20,35,10,35,12m-1m,0.684,30.05,43.91,0.896,1.292
15,25,15,45,6m,0.684,34.11,49.88,0.954,1.341
10,20,55,15,12m,0.683,31.77,46.49,0.874,1.32
25,20,20,35,6m-1m,0.683,31.59,46.24,0.928,1.273
25,10,55,10,6m-1m,0.682,30.78,45.13,0.875,1.3
35,10,20,35,6m-1m,0.681,29.72,43.61,0.918,1.336
20,20,40,20,12m-1m,0.681,28.37,41.68,0.827,1.232
30,20,35,15,6m-1m,0.68,28.28,41.56,0.842,1.205
40,10,25,25,12m-1m,0.679,27.24,40.13,0.87,1.318
15,30,10,45,6m-1m,0.679,34.35,50.61,0.983,1.393
5,5,50,40,6m-1m,0.678,36.82,54.29,0.975,1.504
