v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
20,35,35,10,6m-1m,0.105,6.65,63.56,0.361,0.519
15,35,40,10,6m,0.104,7.42,71.44,0.381,0.532
5,35,50,10,6m-1m,0.103,6.61,63.91,0.362,0.517
20,35,35,10,6m,0.1,6.56,65.44,0.36,0.511
15,40,35,10,6m-1m,0.1,6.67,66.95,0.361,0.52
20,40,30,10,12m,0.091,5.34,58.56,0.328,0.464
5,40,45,10,6m-1m,0.09,5.86,65.37,0.344,0.498
15,35,40,10,12m-1m,0.089,6.03,67.5,0.347,0.498
35,40,10,15,12m,0.088,5.49,61.99,0.331,0.455
35,0,10,55,6m,0.086,5.26,61.24,0.324,0.456
30,35,10,25,6m-1m,0.082,5.71,69.52,0.338,0.437
15,30,45,10,12m,0.08,5.58,70.09,0.337,0.48
40,25,10,25,6m,0.08,3.98,49.93,0.288,0.423
10,35,45,10,12m,0.079,5.16,65.32,0.327,0.476
35,30,10,25,6m,0.078,4.64,59.86,0.309,0.42
0,35,55,10,12m-1m,0.076,5.02,65.97,0.323,0.486
40,20,15,25,6m-1m,0.075,3.77,50.5,0.283,0.391
15,30,45,10,6m-1m,0.075,5.28,70.44,0.33,0.476
10,35,45,10,6m-1m,0.072,5.04,69.67,0.323,0.47
15,30,45,10,12m-1m,0.072,4.97,69.33,0.326,0.447
15,40,15,30,6m-1m,0.072,4.44,61.79,0.304,0.438
30,40,15,15,6m-1m,0.072,4.67,64.79,0.307,0.44
5,30,55,10,12m,0.068,4.56,67.19,0.314,0.453
30,40,10,20,12m,0.06,3.88,64.3,0.288,0.399
35,40,10,15,6m-1m,0.056,3.32,59.67,0.269,0.371
15,35,35,15,12m-1m,0.054,3.52,65.62,0.286,0.405
5,35,50,10,12m,0.053,3.64,69.24,0.29,0.424
40,25,10,25,12m,0.048,2.49,51.55,0.246,0.355
35,40,15,10,6m-1m,0.044,2.92,66.14,0.26,0.372
5,35,50,10,12m-1m,0.043,2.91,67.96,0.272,0.402
15,40,35,10,12m-1m,0.04,2.87,71.14,0.268,0.385
35,15,10,40,6m,0.038,2.66,70.87,0.254,0.356
30,40,10,20,6m-1m,0.036,2.59,72.86,0.253,0.341
35,35,15,15,6m,0.03,1.98,65.73,0.237,0.335
5,40,45,10,12m-1m,0.022,1.49,66.83,0.237,0.351
10,35,45,10,12m-1m,0.019,1.37,72.7,0.236,0.342
10,40,35,15,12m,0.016,1.05,65.02,0.228,0.317
35,20,10,35,6m,0.011,0.73,63.94,0.201,0.286
10,40,40,10,12m-1m,0.002,0.11,71.16,0.205,0.289
40,20,15,25,6m,-0.014,-0.78,56.61,0.161,0.225
35,35,10,20,6m-1m,-0.022,-1.38,63.7,0.14,0.189
