v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
10,10,30,50,6m,rev+oca+opm,1.176,55.92,47.56,0.806,2.319
25,5,45,25,12m,rev+oca+gp,1.175,57.73,49.12,0.801,2.451
25,15,40,20,12m-1m,rev+oca+gp,1.173,51.81,44.18,0.754,2.333
25,5,25,45,12m-1m,rev+gp+opm,1.173,59.86,51.05,0.815,2.518
10,15,35,40,6m,rev+oca+opm,1.172,57.24,48.85,0.818,2.394
0,10,60,30,12m-1m,rev+oca+gp,1.171,51.08,43.63,0.769,2.202
30,15,40,15,12m,rev+gp+opm,1.171,62.81,53.65,0.672,2.964
15,15,30,40,6m-1m,rev+oca+gp,1.17,58.08,49.65,0.731,2.703
20,10,35,35,6m-1m,rev+oca+opm,1.17,54.95,46.97,0.711,2.521
20,10,45,25,6m-1m,rev+oca+opm,1.17,54.87,46.91,0.709,2.564
30,10,30,30,6m-1m,rev+oca+opm,1.17,57.4,49.05,0.726,2.639
30,15,25,30,12m-1m,rev+gp+opm,1.169,52.31,44.76,0.694,2.497
20,0,60,20,6m,rev+oca+opm,1.169,59.58,50.98,0.811,2.48
0,15,50,35,12m-1m,rev+oca+gp,1.168,51.68,44.23,0.774,2.244
30,15,25,30,12m,rev+oca+gp,1.168,56.51,48.37,0.722,2.61
25,15,35,25,12m,rev+gp+opm,1.167,58.72,50.29,0.807,2.503
0,10,55,35,6m-1m,rev+oca+opm,1.166,49.8,42.71,0.599,2.673
10,5,60,25,12m,rev+oca+opm,1.166,53.96,46.29,0.792,2.257
15,5,45,35,6m-1m,rev+oca+opm,1.166,51.46,44.13,0.692,2.392
15,5,50,30,6m,rev+gp+opm,1.165,56.24,48.28,0.786,2.434
25,10,20,45,6m-1m,rev+gp+opm,1.165,58.25,50.02,0.735,2.632
20,5,50,25,6m,rev+oca+gp,1.164,57.2,49.16,0.78,2.516
30,5,35,30,6m-1m,rev+oca+gp,1.164,59.08,50.73,0.737,2.701
20,0,55,25,6m,rev+gp+opm,1.164,64.12,55.1,0.847,2.615
5,0,65,30,6m,rev+oca+gp,1.163,52.82,45.41,0.784,2.287
30,5,30,35,6m,rev+gp+opm,1.163,61.68,53.03,0.747,2.836
5,15,40,40,12m-1m,rev+oca+opm,1.163,57.25,49.22,0.818,2.376
30,15,40,15,6m-1m,rev+oca+opm,1.163,58.96,50.71,0.736,2.692
25,0,20,55,6m-1m,rev+oca+gp,1.162,52.85,45.46,0.704,2.396
10,10,45,35,6m-1m,rev+gp+opm,1.162,53.84,46.32,0.791,2.229
5,0,70,25,12m-1m,rev+oca+opm,1.162,56.49,48.63,0.732,2.454
20,5,30,45,6m,rev+oca+opm,1.161,59.37,51.13,0.741,2.554
10,15,45,30,12m-1m,rev+gp+opm,1.16,56.45,48.64,0.815,2.282
20,0,45,35,6m-1m,rev+oca+opm,1.16,54.47,46.97,0.797,2.294
25,5,50,20,6m,rev+oca+opm,1.16,56.99,49.13,0.792,2.504
0,15,40,45,6m-1m,rev+gp+opm,1.159,50.15,43.29,0.76,2.228
25,0,40,35,6m-1m,rev+gp+opm,1.159,58.08,50.09,0.731,2.652
0,0,70,30,6m,rev+oca+opm,1.159,50.84,43.88,0.692,2.333
10,5,40,45,6m,rev+oca+opm,1.159,53.62,46.25,0.789,2.258
15,10,35,40,12m-1m,rev+oca+opm,1.159,55.24,47.68,0.805,2.286
25,5,20,50,12m-1m,rev+oca+gp,1.158,56.74,49.02,0.794,2.498
25,0,25,50,6m-1m,rev+oca+opm,1.158,56.76,49.0,0.735,2.485
25,15,20,40,6m,rev+oca+gp,1.157,59.48,51.39,0.741,2.633
30,5,45,20,6m-1m,rev+oca+gp,1.157,58.39,50.48,0.648,2.892
0,10,65,25,12m,rev+gp+opm,1.157,51.08,44.14,0.768,2.213
0,0,60,40,6m-1m,rev+oca+opm,1.157,54.39,47.02,0.625,2.665
10,10,50,30,6m,rev+oca+opm,1.156,49.84,43.1,0.757,2.182
15,5,30,50,6m,rev+oca+opm,1.156,58.18,50.35,0.827,2.316
10,0,60,30,12m-1m,rev+oca+gp,1.155,53.34,46.19,0.789,2.254
20,5,25,50,12m-1m,rev+oca+gp,1.155,60.77,52.63,0.822,2.564
30,5,45,20,12m-1m,rev+oca+gp,1.155,58.36,50.55,0.734,2.589
0,10,50,40,6m-1m,rev+gp+opm,1.155,56.36,48.78,0.812,2.327
15,10,45,30,6m,rev+oca+opm,1.155,51.44,44.54,0.771,2.188
30,0,25,45,6m-1m,rev+gp+opm,1.154,59.12,51.22,0.742,2.719
20,0,55,25,6m,rev+oca+opm,1.154,60.6,52.49,0.819,2.502
15,0,40,45,6m-1m,rev+oca+gp,1.153,51.56,44.72,0.772,2.174
10,0,55,35,6m-1m,rev+oca+gp,1.152,52.93,45.93,0.705,2.422
20,5,55,20,12m,rev+oca+gp,1.152,58.59,50.84,0.806,2.472
30,5,40,25,12m-1m,rev+gp+opm,1.152,55.29,48.02,0.78,2.394
25,5,55,15,12m-1m,rev+oca+opm,1.152,55.57,48.26,0.783,2.364
0,5,70,25,6m-1m,rev+oca+gp,1.151,47.95,41.66,0.742,2.115
20,0,35,45,12m,rev+gp+opm,1.151,62.7,54.49,1.17,2.234
0,5,60,35,6m-1m,rev+oca+opm,1.151,50.66,44.02,0.603,2.647
0,10,60,30,6m,rev+oca+opm,1.151,47.86,41.58,0.67,2.311
10,10,55,25,12m,rev+oca+gp,1.15,48.87,42.5,0.749,2.17
0,10,60,30,12m-1m,rev+gp+opm,1.15,56.66,49.28,0.816,2.333
0,15,55,30,6m-1m,rev+gp+opm,1.15,47.93,41.69,0.67,2.327
15,5,60,20,12m,rev+gp+opm,1.15,56.81,49.39,0.726,2.472
0,0,70,30,12m-1m,rev+oca+opm,1.15,52.34,45.51,0.702,2.383
10,5,45,40,6m,rev+oca+opm,1.15,50.49,43.89,0.763,2.164
20,5,55,20,12m,rev+gp+opm,1.149,57.2,49.78,0.794,2.364
5,0,55,40,12m-1m,rev+oca+gp,1.148,53.24,46.36,0.788,2.27
5,15,50,30,6m,rev+gp+opm,1.148,51.2,44.61,0.695,2.39
15,5,55,25,6m-1m,rev+oca+gp,1.147,56.24,49.03,0.787,2.39
0,10,45,45,6m-1m,rev+oca+opm,1.147,51.92,45.27,0.696,2.416
25,5,55,15,12m,rev+oca+opm,1.147,54.18,47.25,0.773,2.328
5,0,65,30,12m-1m,rev+oca+gp,1.146,55.05,48.05,0.803,2.321
5,15,45,35,12m-1m,rev+oca+gp,1.146,59.51,51.94,0.839,2.502
10,10,40,40,6m-1m,rev+gp+opm,1.146,52.31,45.63,0.779,2.229
25,5,30,40,6m,rev+gp+opm,1.146,52.95,46.21,0.698,2.461
10,15,50,25,6m,rev+oca+gp,1.145,56.08,48.98,0.787,2.46
20,0,25,55,6m-1m,rev+oca+opm,1.144,59.18,51.74,0.838,2.383
15,15,50,20,12m,rev+gp+opm,1.143,55.04,48.17,0.715,2.505
25,0,40,35,6m-1m,rev+oca+opm,1.143,56.13,49.12,0.788,2.414
30,5,30,35,6m-1m,rev+oca+opm,1.143,53.84,47.12,0.703,2.572
0,15,55,30,6m-1m,rev+oca+gp,1.142,48.54,42.51,0.675,2.272
25,15,20,40,12m,rev+oca+gp,1.142,60.33,52.85,0.74,2.745
0,5,70,25,6m-1m,rev+oca+opm,1.142,52.98,46.38,0.617,2.574
5,5,50,40,6m-1m,rev+oca+opm,1.142,52.22,45.73,0.699,2.376
15,0,60,25,6m-1m,rev+oca+gp,1.141,58.14,50.97,0.734,2.569
15,15,35,35,6m-1m,rev+gp+opm,1.141,62.14,54.49,0.76,2.688
5,15,40,40,6m-1m,rev+oca+opm,1.141,53.78,47.12,0.709,2.446
0,0,70,30,12m,rev+oca+gp,1.14,51.49,45.18,0.772,2.215
0,0,70,30,12m-1m,rev+oca+gp,1.14,54.41,47.74,0.797,2.314
0,5,55,40,6m-1m,rev+oca+gp,1.14,54.2,47.56,0.715,2.455
5,0,65,30,12m,rev+gp+opm,1.14,50.84,44.61,0.766,2.136
15,0,55,30,6m,rev+gp+opm,1.14,50.42,44.22,0.762,2.202
20,5,50,25,12m-1m,rev+gp+opm,1.14,55.26,48.47,0.778,2.369
20,15,25,40,6m,rev+gp+opm,1.14,58.03,50.9,0.732,2.572
20,15,45,20,12m-1m,rev+oca+opm,1.14,50.71,44.49,0.745,2.35
30,0,55,15,12m,rev+oca+opm,1.14,58.31,51.13,0.804,2.499
25,15,40,20,6m,rev+oca+opm,1.139,54.88,48.17,0.71,2.582
30,0,20,50,12m,rev+oca+opm,1.139,63.81,56.04,0.766,2.78
25,15,25,35,6m,rev+oca+gp,1.138,63.4,55.7,0.758,2.805
30,5,45,20,6m,rev+oca+gp,1.137,57.66,50.7,0.644,2.914
0,15,50,35,6m,rev+gp+opm,1.136,50.11,44.11,0.76,2.221
5,10,40,45,6m,rev+gp+opm,1.136,54.97,48.38,0.8,2.328
10,0,35,55,6m-1m,rev+oca+opm,1.136,56.09,49.38,0.726,2.457
25,10,20,45,12m-1m,rev+gp+opm,1.135,53.26,46.91,0.766,2.433
0,10,65,25,6m,rev+oca+opm,1.135,50.7,44.68,0.689,2.263
15,0,35,50,12m,rev+gp+opm,1.134,60.48,53.36,1.135,2.174
0,0,65,35,6m,rev+gp+opm,1.133,48.9,43.14,0.749,2.142
0,15,45,40,12m,rev+oca+opm,1.133,56.74,50.1,0.814,2.375
5,10,60,25,12m-1m,rev+oca+opm,1.133,50.87,44.9,0.69,2.357
25,15,20,40,12m,rev+oca+opm,1.133,59.67,52.69,0.742,2.648
25,5,50,20,12m,rev+gp+opm,1.132,58.55,51.7,0.735,2.505
30,5,40,25,12m,rev+oca+opm,1.132,50.96,45.01,0.747,2.303
10,0,50,40,6m-1m,rev+oca+gp,1.131,57.77,51.06,0.74,2.519
15,0,50,35,6m-1m,rev+oca+gp,1.131,51.97,45.93,0.776,2.221
10,5,50,35,6m,rev+oca+opm,1.131,52.66,46.57,0.781,2.229
20,0,30,50,6m-1m,rev+oca+opm,1.131,56.05,49.56,0.812,2.294
30,10,30,30,6m,rev+oca+opm,1.131,55.7,49.24,0.716,2.605
0,0,60,40,6m,rev+oca+gp,1.13,48.48,42.9,0.745,2.2
10,5,55,30,6m-1m,rev+oca+gp,1.13,49.96,44.21,0.758,2.215
10,5,40,45,6m-1m,rev+oca+opm,1.13,51.04,45.18,0.69,2.388
15,10,40,35,6m,rev+oca+opm,1.13,52.32,46.3,0.757,2.349
30,5,20,45,12m,rev+oca+opm,1.129,58.35,51.67,0.735,2.419
5,5,60,30,12m-1m,rev+oca+gp,1.128,51.09,45.31,0.769,2.224
5,5,45,45,6m,rev+gp+opm,1.128,51.89,45.99,0.775,2.196
30,0,50,20,6m,rev+oca+opm,1.128,55.86,49.53,0.785,2.469
10,0,40,50,6m,rev+oca+gp,1.127,50.23,44.57,0.76,2.174
25,5,30,40,12m-1m,rev+oca+gp,1.127,54.6,48.45,0.775,2.443
5,15,55,25,12m,rev+gp+opm,1.127,52.33,46.44,0.779,2.259
20,5,40,35,6m,rev+gp+opm,1.127,60.64,53.81,0.818,2.533
20,5,50,25,6m,rev+gp+opm,1.127,65.57,58.17,0.781,2.836
10,15,40,35,6m,rev+oca+opm,1.127,52.08,46.22,0.777,2.207
15,15,30,40,6m,rev+oca+opm,1.127,54.55,48.43,0.715,2.439
20,15,45,20,12m,rev+oca+opm,1.127,50.44,44.77,0.742,2.383
25,10,40,25,6m,rev+oca+opm,1.127,59.95,53.2,0.742,2.688
10,0,60,30,6m-1m,rev+oca+gp,1.126,50.73,45.04,0.69,2.298
20,5,55,20,12m-1m,rev+oca+gp,1.126,52.57,46.69,0.763,2.281
10,0,65,25,12m-1m,rev+gp+opm,1.126,49.5,43.96,0.755,2.192
10,10,50,30,6m-1m,rev+gp+opm,1.126,51.5,45.74,0.696,2.365
15,0,40,45,6m,rev+oca+opm,1.126,50.91,45.22,0.766,2.179
25,0,35,40,6m-1m,rev+oca+opm,1.126,52.03,46.19,0.758,2.343
30,15,20,35,6m-1m,rev+oca+opm,1.126,61.88,54.97,0.747,2.829
15,15,35,35,6m-1m,rev+oca+gp,1.125,56.68,50.39,0.724,2.618
30,5,25,40,12m-1m,rev+gp+opm,1.125,53.34,47.4,0.766,2.45
30,5,55,10,12m-1m,rev+gp+opm,1.124,58.42,51.98,0.734,2.651
20,0,60,20,12m,rev+oca+gp,1.123,56.86,50.65,0.795,2.364
25,10,25,40,6m-1m,rev+oca+gp,1.123,57.28,51.03,0.73,2.567
10,10,50,30,12m-1m,rev+gp+opm,1.123,55.97,49.82,0.811,2.353
20,10,25,45,6m-1m,rev+gp+opm,1.123,56.37,50.18,0.72,2.537
25,5,50,20,12m-1m,rev+gp+opm,1.123,59.17,52.68,0.738,2.599
5,15,45,35,12m-1m,rev+oca+opm,1.123,52.47,46.71,0.781,2.315
20,5,30,45,6m,rev+gp+opm,1.122,61.45,54.79,0.754,2.586
0,10,45,45,12m-1m,rev+oca+opm,1.122,47.83,42.62,0.739,2.15
30,5,45,20,6m,rev+oca+opm,1.122,58.89,52.49,0.736,2.698
30,0,45,25,12m-1m,rev+gp+opm,1.121,53.55,47.75,0.766,2.355
15,15,45,25,12m-1m,rev+oca+gp,1.12,53.62,47.86,0.768,2.414
20,0,60,20,12m,rev+gp+opm,1.12,54.09,48.27,0.772,2.306
30,0,25,45,6m-1m,rev+oca+opm,1.12,54.59,48.72,0.712,2.568
5,5,35,55,6m-1m,rev+oca+opm,1.119,53.02,47.39,0.704,2.45
10,5,30,55,6m-1m,rev+oca+opm,1.119,55.25,49.37,0.719,2.503
0,5,65,30,12m,rev+gp+opm,1.117,51.06,45.71,0.768,2.168
10,15,55,20,12m,rev+gp+opm,1.117,55.34,49.52,0.78,2.436
5,0,60,35,6m-1m,rev+oca+opm,1.117,54.19,48.53,0.713,2.425
20,5,60,15,6m,rev+oca+opm,1.117,57.36,51.35,0.726,2.625
30,0,25,45,12m-1m,rev+oca+gp,1.116,52.92,47.41,0.763,2.406
20,15,35,30,6m-1m,rev+oca+opm,1.116,59.17,53.04,0.737,2.657
15,0,40,45,6m,rev+gp+opm,1.115,54.22,48.62,0.77,2.371
0,10,50,40,12m-1m,rev+oca+opm,1.114,51.74,46.44,0.773,2.189
5,15,50,30,6m-1m,rev+oca+gp,1.113,51.24,46.03,0.694,2.361
30,5,20,45,12m-1m,rev+oca+gp,1.113,54.35,48.82,0.707,2.501
25,0,60,15,6m-1m,rev+oca+opm,1.113,53.68,48.25,0.769,2.345
25,5,45,25,12m-1m,rev+gp+opm,1.112,54.52,49.04,0.775,2.325
5,0,70,25,6m-1m,rev+oca+opm,1.112,53.1,47.75,0.62,2.561
10,15,45,30,12m-1m,rev+oca+opm,1.112,49.83,44.81,0.756,2.21
0,10,50,40,12m-1m,rev+oca+gp,1.111,52.17,46.96,0.778,2.287
25,5,60,10,12m,rev+oca+gp,1.111,54.38,48.93,0.709,2.498
30,0,20,50,12m-1m,rev+oca+gp,1.111,51.46,46.32,0.753,2.318
10,15,50,25,12m,rev+oca+opm,1.111,47.83,43.05,0.668,2.293
30,5,50,15,12m,rev+oca+opm,1.111,51.5,46.34,0.752,2.317
20,10,55,15,12m,rev+oca+gp,1.11,50.44,45.45,0.682,2.429
20,5,60,15,12m-1m,rev+oca+opm,1.11,55.11,49.67,0.714,2.554
30,0,30,40,6m-1m,rev+oca+gp,1.109,57.1,51.47,0.718,2.711
15,5,50,30,12m-1m,rev+gp+opm,1.109,51.83,46.74,0.774,2.168
15,0,30,55,6m-1m,rev+oca+opm,1.109,51.75,46.66,0.695,2.337
5,10,45,40,6m-1m,rev+oca+gp,1.108,47.18,42.6,0.734,2.115
25,10,30,35,6m-1m,rev+oca+gp,1.108,50.19,45.29,0.679,2.373
30,10,45,15,12m-1m,rev+oca+gp,1.108,54.56,49.24,0.709,2.541
30,10,35,25,12m-1m,rev+gp+opm,1.108,50.68,45.74,0.745,2.32
0,15,55,30,12m-1m,rev+oca+opm,1.108,47.3,42.7,0.667,2.277
10,15,35,40,12m-1m,rev+oca+opm,1.108,55.92,50.48,0.807,2.291
15,0,60,25,12m-1m,rev+oca+opm,1.108,51.13,46.14,0.77,2.197
30,0,55,15,12m,rev+oca+gp,1.107,56.87,51.38,0.726,2.471
15,10,65,10,12m-1m,rev+gp+opm,1.106,56.35,50.94,0.723,2.541
20,10,40,30,6m,rev+gp+opm,1.106,60.44,54.66,0.749,2.661
0,0,65,35,6m-1m,rev+oca+opm,1.106,51.39,46.45,0.696,2.343
30,15,30,25,6m,rev+oca+opm,1.106,56.08,50.7,0.711,2.655
5,5,45,45,6m,rev+oca+gp,1.105,52.54,47.53,0.78,2.239
5,5,45,45,6m-1m,rev+oca+gp,1.105,48.96,44.31,0.677,2.31
10,5,40,45,6m,rev+oca+gp,1.105,48.3,43.71,0.743,2.167
15,10,25,50,12m,rev+oca+gp,1.105,59.1,53.49,1.122,2.113
25,10,30,35,6m,rev+oca+gp,1.105,59.05,53.45,0.738,2.626
30,0,45,25,6m-1m,rev+oca+gp,1.105,56.34,50.98,0.719,2.663
0,5,70,25,12m,rev+gp+opm,1.105,51.06,46.2,0.768,2.131
5,15,45,35,12m-1m,rev+gp+opm,1.105,51.74,46.8,0.773,2.289
25,15,40,20,12m-1m,rev+gp+opm,1.105,51.26,46.37,0.685,2.46
15,10,20,55,6m-1m,rev+oca+opm,1.105,54.46,49.27,0.718,2.445
30,10,35,25,6m-1m,rev+oca+gp,1.104,56.42,51.09,0.72,2.592
25,0,65,10,12m-1m,rev+oca+opm,1.104,55.96,50.67,0.72,2.553
0,15,55,30,6m,rev+oca+gp,1.103,50.15,45.48,0.76,2.259
5,0,60,35,6m,rev+oca+gp,1.103,52.11,47.25,0.777,2.268
20,10,40,30,6m,rev+oca+gp,1.103,51.33,46.52,0.689,2.479
25,0,50,25,6m,rev+gp+opm,1.103,69.0,62.54,0.799,2.925
25,10,25,40,6m,rev+gp+opm,1.103,58.63,53.13,0.728,2.677
30,10,25,35,6m,rev+oca+opm,1.103,55.75,50.55,0.716,2.602
0,10,45,45,6m-1m,rev+oca+gp,1.102,49.3,44.74,0.677,2.352
30,10,20,40,6m-1m,rev+oca+gp,1.102,55.48,50.36,0.717,2.568
0,5,65,30,6m-1m,rev+gp+opm,1.101,49.45,44.91,0.682,2.333
10,5,45,40,6m-1m,rev+oca+opm,1.101,51.48,46.78,0.693,2.395
25,5,35,35,6m-1m,rev+oca+opm,1.1,52.81,48.01,0.696,2.447
25,10,45,20,12m,rev+gp+opm,1.099,53.89,49.04,0.703,2.469
15,10,50,25,6m-1m,rev+gp+opm,1.098,56.71,51.66,0.724,2.656
20,10,45,25,6m-1m,rev+gp+opm,1.098,62.06,56.52,0.759,2.745
25,15,25,35,6m,rev+gp+opm,1.098,59.15,53.85,0.732,2.719
30,0,25,45,6m,rev+gp+opm,1.098,55.84,50.85,0.718,2.62
20,15,25,40,6m-1m,rev+oca+opm,1.098,55.93,50.92,0.717,2.584
25,15,20,40,6m-1m,rev+oca+opm,1.098,58.85,53.61,0.74,2.607
10,5,55,30,6m-1m,rev+gp+opm,1.097,49.47,45.08,0.682,2.29
20,15,35,30,6m,rev+gp+opm,1.097,60.0,54.71,0.743,2.611
15,10,50,25,12m-1m,rev+oca+gp,1.096,57.05,52.06,0.796,2.485
20,5,55,20,6m,rev+oca+gp,1.096,54.52,49.75,0.711,2.503
30,10,45,15,12m-1m,rev+gp+opm,1.096,56.37,51.45,0.638,2.849
15,15,35,35,6m,rev+gp+opm,1.095,56.37,51.46,0.79,2.446
10,5,70,15,12m,rev+oca+gp,1.094,52.29,47.81,0.758,2.293
15,0,65,20,12m-1m,rev+oca+gp,1.094,50.93,46.54,0.747,2.286
20,5,50,25,6m-1m,rev+oca+gp,1.094,53.07,48.52,0.765,2.401
30,0,45,25,6m,rev+oca+gp,1.094,59.2,54.11,0.738,2.679
25,0,30,45,12m-1m,rev+gp+opm,1.094,55.45,50.69,0.782,2.387
15,5,25,55,6m-1m,rev+oca+opm,1.094,52.18,47.69,0.78,2.221
15,15,35,35,6m-1m,rev+oca+opm,1.094,52.2,47.72,0.611,2.593
20,0,60,20,6m-1m,rev+oca+gp,1.093,57.29,52.41,0.729,2.56
30,15,30,25,12m,rev+oca+gp,1.093,51.91,47.48,0.692,2.48
0,5,50,45,6m-1m,rev+oca+opm,1.093,49.17,44.99,0.677,2.301
15,15,30,40,12m-1m,rev+oca+opm,1.093,54.45,49.8,0.798,2.291
30,15,35,20,6m-1m,rev+oca+opm,1.093,58.99,53.99,0.736,2.687
30,5,25,40,6m,rev+oca+opm,1.092,58.81,53.85,0.741,2.65
30,15,30,25,6m-1m,rev+oca+opm,1.092,57.05,52.23,0.724,2.596
15,0,65,20,6m-1m,rev+oca+gp,1.09,54.66,50.14,0.712,2.489
25,10,20,45,12m,rev+oca+gp,1.09,60.1,55.13,0.748,2.431
30,5,50,15,12m,rev+oca+gp,1.09,54.61,50.1,0.711,2.472
25,5,35,35,6m-1m,rev+gp+opm,1.09,51.48,47.22,0.687,2.495
30,5,50,15,6m-1m,rev+gp+opm,1.09,62.79,57.62,0.671,3.021
10,15,45,30,12m,rev+gp+opm,1.089,49.26,45.22,0.753,2.106
10,10,60,20,12m,rev+oca+gp,1.088,48.98,45.04,0.733,2.246
15,0,35,50,6m,rev+gp+opm,1.088,53.36,49.04,0.979,2.058
10,15,45,30,6m,rev+oca+opm,1.088,49.26,45.29,0.677,2.343
5,0,50,45,6m,rev+oca+gp,1.087,50.39,46.37,0.762,2.208
0,0,65,35,6m,rev+oca+opm,1.087,48.58,44.7,0.673,2.344
10,0,50,40,6m,rev+oca+gp,1.086,51.37,47.3,0.77,2.214
10,10,50,30,12m-1m,rev+oca+opm,1.086,51.39,47.31,0.772,2.225
25,5,25,45,6m-1m,rev+oca+gp,1.085,55.01,50.72,0.714,2.581
10,5,40,45,12m,rev+gp+opm,1.085,58.07,53.5,1.101,2.08
0,15,45,40,6m-1m,rev+gp+opm,1.084,47.59,43.88,0.738,2.158
25,10,45,20,6m-1m,rev+gp+opm,1.084,57.44,52.98,0.643,2.881
20,5,45,30,6m-1m,rev+oca+opm,1.084,48.73,44.97,0.748,2.084
10,10,50,30,12m-1m,rev+oca+gp,1.083,54.04,49.91,0.795,2.23
30,10,25,35,6m-1m,rev+oca+gp,1.083,49.64,45.81,0.673,2.484
25,15,40,20,6m-1m,rev+gp+opm,1.083,56.9,52.53,0.641,2.867
15,0,60,25,12m,rev+oca+opm,1.083,51.57,47.6,0.772,2.192
30,10,30,30,6m-1m,rev+oca+gp,1.082,51.43,47.54,0.686,2.531
25,10,20,45,6m,rev+gp+opm,1.082,57.61,53.27,0.729,2.573
30,0,55,15,12m-1m,rev+gp+opm,1.082,56.83,52.5,0.724,2.598
30,5,40,25,6m-1m,rev+gp+opm,1.082,58.89,54.42,0.736,2.676
5,10,45,40,12m,rev+oca+gp,1.081,51.23,47.38,0.768,2.226
10,0,65,25,6m,rev+oca+gp,1.081,50.64,46.86,0.765,2.181
15,0,35,50,6m-1m,rev+oca+opm,1.081,56.27,52.05,0.727,2.406
20,5,60,15,12m,rev+oca+opm,1.081,56.6,52.35,0.789,2.46
30,15,40,15,12m-1m,rev+oca+opm,1.081,52.78,48.81,0.695,2.519
15,10,45,30,6m,rev+gp+opm,1.079,60.0,55.6,0.746,2.671
5,0,55,40,6m,rev+oca+opm,1.078,50.22,46.61,0.76,2.166
25,0,55,20,6m-1m,rev+oca+opm,1.078,59.02,54.75,0.809,2.446
25,15,30,30,6m,rev+oca+gp,1.077,55.95,51.93,0.717,2.578
5,15,35,45,6m-1m,rev+gp+opm,1.077,50.23,46.62,0.761,2.191
20,10,50,20,12m-1m,rev+oca+gp,1.076,51.34,47.69,0.751,2.368
20,15,45,20,6m,rev+oca+gp,1.076,49.79,46.26,0.737,2.32
30,0,25,45,12m,rev+oca+gp,1.076,59.53,55.32,0.741,2.641
25,10,50,15,12m,rev+gp+opm,1.076,54.24,50.4,0.627,2.722
25,5,60,10,12m-1m,rev+oca+gp,1.075,54.23,50.42,0.708,2.495
25,15,35,25,6m,rev+oca+gp,1.075,56.18,52.29,0.718,2.608
20,15,30,35,6m-1m,rev+gp+opm,1.075,53.97,50.21,0.704,2.505
30,10,45,15,12m,rev+gp+opm,1.075,59.53,55.36,0.655,2.853
20,10,40,30,6m-1m,rev+oca+opm,1.075,52.04,48.41,0.754,2.259
30,15,20,35,6m,rev+oca+gp,1.074,55.71,51.85,0.716,2.606
20,5,30,45,6m-1m,rev+oca+opm,1.074,54.54,50.76,0.8,2.259
15,0,60,25,12m-1m,rev+oca+gp,1.073,54.56,50.84,0.777,2.329
20,10,30,40,6m-1m,rev+oca+gp,1.073,56.31,52.47,0.72,2.538
25,5,45,25,6m-1m,rev+gp+opm,1.072,58.01,54.1,0.73,2.608
30,15,20,35,12m,rev+oca+gp,1.071,58.41,54.54,0.733,2.684
15,10,40,35,6m-1m,rev+gp+opm,1.07,47.71,44.59,0.739,2.069
10,15,35,40,12m-1m,rev+oca+gp,1.068,45.62,42.72,0.722,2.063
5,10,50,35,6m-1m,rev+gp+opm,1.068,52.23,48.92,0.702,2.396
25,0,60,15,12m,rev+oca+opm,1.067,53.49,50.15,0.767,2.303
20,5,25,50,6m-1m,rev+gp+opm,1.066,53.75,50.41,0.793,2.233
20,10,20,50,6m,rev+oca+gp,1.065,51.23,48.09,0.957,1.96
25,0,50,25,6m,rev+oca+gp,1.065,57.26,53.75,0.728,2.587
15,10,25,50,6m-1m,rev+gp+opm,1.065,51.27,48.15,0.77,2.169
15,5,45,35,6m,rev+oca+opm,1.065,48.19,45.26,0.743,2.079
20,15,40,25,6m,rev+oca+opm,1.065,50.63,47.54,0.681,2.473
30,15,20,35,6m,rev+oca+opm,1.065,53.64,50.36,0.695,2.634
10,15,50,25,12m-1m,rev+oca+gp,1.064,48.49,45.56,0.747,2.183
30,5,35,30,12m-1m,rev+oca+gp,1.064,52.39,49.23,0.759,2.384
0,15,60,25,12m-1m,rev+oca+opm,1.064,45.17,42.44,0.65,2.204
25,5,45,25,6m,rev+oca+gp,1.063,58.74,55.25,0.806,2.489
15,10,60,15,6m-1m,rev+gp+opm,1.063,52.65,49.52,0.699,2.457
5,0,65,30,6m,rev+oca+opm,1.063,48.62,45.72,0.747,2.132
25,15,45,15,12m-1m,rev+oca+opm,1.063,47.1,44.29,0.715,2.221
20,0,55,25,6m,rev+oca+gp,1.062,56.93,53.6,0.725,2.633
20,5,60,15,6m-1m,rev+oca+opm,1.062,55.05,51.83,0.712,2.548
30,15,35,20,12m,rev+oca+gp,1.061,52.85,49.81,0.698,2.518
0,5,65,30,6m,rev+oca+opm,1.061,47.05,44.36,0.665,2.257
25,0,50,25,6m,rev+oca+opm,1.061,61.97,58.42,0.831,2.602
15,10,30,45,12m-1m,rev+oca+gp,1.06,56.12,52.94,0.789,2.443
20,0,40,40,6m,rev+gp+opm,1.06,55.7,52.57,0.781,2.427
15,5,55,25,12m-1m,rev+oca+opm,1.06,51.9,48.95,0.774,2.231
25,10,50,15,12m,rev+oca+gp,1.059,51.86,48.96,0.692,2.433
25,5,55,15,12m,rev+gp+opm,1.059,59.92,56.55,0.657,2.898
20,5,40,35,6m,rev+oca+opm,1.059,57.46,54.23,0.798,2.4
25,10,40,25,6m-1m,rev+oca+opm,1.058,49.53,46.81,0.735,2.286
15,10,35,40,6m-1m,rev+oca+gp,1.057,51.98,49.2,0.757,2.32
20,5,55,20,6m-1m,rev+oca+gp,1.057,51.49,48.71,0.69,2.42
30,5,25,40,6m-1m,rev+oca+gp,1.057,55.34,52.37,0.717,2.592
0,5,65,30,12m-1m,rev+gp+opm,1.057,52.22,49.41,0.78,2.168
