v,q,g,m,mom,g_sub,cal,cagr,mdd,sharpe,sortino
25,10,5,60,6m-1m,rev+opm 7:3,0.146,10.73,73.39,0.454,0.647
20,5,15,60,6m-1m,raccel+opm 5:5,0.145,11.19,76.95,0.466,0.616
5,10,15,70,6m,rev+oca 7:3,0.145,11.47,78.93,0.466,0.675
15,10,25,50,6m-1m,raccel+opm 5:5,0.143,9.98,69.57,0.435,0.653
25,15,10,50,6m-1m,raccel+opm 5:5,0.143,10.21,71.27,0.443,0.617
10,10,20,60,6m-1m,raccel+opm 5:5,0.142,10.79,76.1,0.456,0.627
30,15,10,45,6m,raccel+opm 5:5,0.142,10.55,74.47,0.451,0.623
15,15,5,65,6m,rev+opm 7:3,0.142,10.87,76.53,0.456,0.645
10,10,25,55,6m-1m,raccel+opm 5:5,0.14,9.46,67.7,0.427,0.595
30,0,35,35,6m-1m,raccel+opm 5:5,0.14,9.57,68.41,0.427,0.643
10,5,25,60,6m,raccel+opm 5:5,0.139,9.87,71.06,0.433,0.631
15,0,20,65,6m,raccel+opm 5:5,0.139,10.0,72.17,0.437,0.636
15,0,25,60,6m-1m,raccel+opm 5:5,0.139,10.63,76.58,0.45,0.65
20,0,35,45,6m,raccel+opm 5:5,0.139,8.86,63.98,0.414,0.624
0,20,35,45,6m-1m,rev+oca 7:3,0.138,9.35,67.88,0.423,0.63
10,15,5,70,6m,rev+oca 7:3,0.136,10.5,77.29,0.447,0.653
10,20,5,65,6m,rev+oca 7:3,0.135,10.86,80.69,0.455,0.649
35,0,5,60,6m,rev+opm 7:3,0.135,9.64,71.14,0.43,0.613
0,5,25,70,6m-1m,raccel+opm 5:5,0.134,9.15,68.45,0.42,0.59
35,0,15,50,6m,raccel+opm 5:5,0.134,10.11,75.35,0.44,0.639
25,20,5,50,6m-1m,rev+oca 7:3,0.134,9.71,72.72,0.432,0.611
10,20,5,65,6m,rev+opm 7:3,0.133,10.93,82.03,0.456,0.649
20,0,10,70,6m,raccel+opm 5:5,0.132,9.56,72.16,0.43,0.591
10,15,15,60,6m-1m,raccel+opm 5:5,0.131,9.82,75.15,0.435,0.594
15,20,5,60,6m-1m,rev+opm 7:3,0.131,10.21,78.05,0.442,0.615
25,15,0,60,6m-1m,raccel+opm 5:5,0.129,9.34,72.24,0.423,0.606
25,15,0,60,6m-1m,rev+oca 7:3,0.129,9.34,72.24,0.423,0.606
20,0,15,65,6m,rev+opm 7:3,0.129,9.17,70.88,0.421,0.589
25,15,0,60,6m-1m,rev+opm 7:3,0.129,9.34,72.24,0.423,0.606
5,0,30,65,6m,raccel+opm 5:5,0.128,8.88,69.16,0.412,0.629
10,10,15,65,6m-1m,raccel+opm 5:5,0.128,9.39,73.66,0.426,0.582
25,5,10,60,6m,rev+oca 7:3,0.126,9.08,72.28,0.418,0.593
15,10,10,65,6m,rev+oca 7:3,0.125,9.54,76.47,0.43,0.592
0,20,30,50,6m-1m,raccel+opm 5:5,0.124,7.24,58.59,0.381,0.551
5,20,25,50,6m-1m,rev+opm 7:3,0.124,8.33,67.01,0.402,0.584
20,5,10,65,6m-1m,rev+opm 7:3,0.124,9.69,77.96,0.432,0.597
15,10,10,65,6m-1m,raccel+opm 5:5,0.123,9.16,74.38,0.422,0.56
20,5,25,50,6m-1m,raccel+opm 5:5,0.123,8.29,67.36,0.399,0.595
25,5,30,40,6m-1m,raccel+opm 5:5,0.122,8.11,66.27,0.397,0.577
10,15,5,70,6m,rev+opm 7:3,0.122,9.46,77.35,0.426,0.617
20,10,20,50,6m-1m,raccel+opm 5:5,0.121,8.94,73.66,0.417,0.557
10,20,25,45,6m-1m,rev+oca 7:3,0.121,8.96,73.83,0.415,0.611
15,20,5,60,6m-1m,rev+oca 7:3,0.121,9.28,76.51,0.423,0.587
20,10,35,35,6m,raccel+opm 5:5,0.12,7.46,62.11,0.385,0.567
25,0,25,50,6m,raccel+opm 5:5,0.119,9.01,75.88,0.416,0.615
25,5,25,45,6m-1m,raccel+opm 5:5,0.118,8.3,70.06,0.401,0.573
30,5,10,55,6m,raccel+opm 5:5,0.118,8.32,70.53,0.401,0.572
20,5,5,70,6m-1m,rev+oca 7:3,0.118,9.12,77.55,0.418,0.596
20,10,5,65,6m,rev+oca 7:3,0.118,8.14,68.97,0.398,0.564
0,0,30,70,6m-1m,raccel+opm 5:5,0.117,7.41,63.51,0.383,0.57
5,0,30,65,6m-1m,raccel+opm 5:5,0.117,7.73,66.18,0.389,0.581
35,5,0,60,6m,raccel+opm 5:5,0.117,9.01,76.93,0.415,0.606
35,5,0,60,6m,rev+oca 7:3,0.117,9.01,76.93,0.415,0.606
35,5,0,60,6m,rev+opm 7:3,0.117,9.01,76.93,0.415,0.606
25,20,35,20,6m,raccel+opm 5:5,0.115,7.85,68.54,0.392,0.581
20,5,10,65,6m-1m,raccel+opm 5:5,0.114,8.21,72.0,0.4,0.551
15,10,35,40,6m-1m,raccel+opm 5:5,0.113,6.77,59.78,0.369,0.541
0,20,20,60,6m-1m,raccel+opm 5:5,0.112,8.44,75.34,0.404,0.582
20,5,10,65,6m,raccel+opm 5:5,0.111,7.43,66.68,0.384,0.521
25,0,20,55,6m,raccel+opm 5:5,0.111,8.11,73.37,0.396,0.596
0,20,25,55,6m-1m,rev+opm 7:3,0.111,6.9,61.9,0.372,0.535
10,20,5,65,6m-1m,raccel+opm 5:5,0.11,8.28,74.94,0.403,0.551
20,10,15,55,6m-1m,raccel+opm 5:5,0.11,8.61,78.58,0.409,0.554
20,15,5,60,6m-1m,rev+opm 7:3,0.11,8.64,78.81,0.41,0.557
15,0,15,70,6m,raccel+opm 5:5,0.109,8.51,77.89,0.406,0.583
20,15,10,55,6m,raccel+opm 5:5,0.109,7.33,66.96,0.383,0.525
0,20,15,65,6m-1m,rev+oca 7:3,0.109,8.56,78.54,0.408,0.57
30,15,0,55,6m,raccel+opm 5:5,0.107,8.13,76.31,0.396,0.569
30,15,0,55,6m,rev+oca 7:3,0.107,8.13,76.31,0.396,0.569
30,15,0,55,6m,rev+opm 7:3,0.107,8.13,76.31,0.396,0.569
20,15,5,60,6m,rev+opm 7:3,0.106,7.59,71.91,0.386,0.547
25,5,15,55,6m,rev+opm 7:3,0.106,7.57,71.57,0.387,0.549
20,10,10,60,6m,raccel+opm 5:5,0.105,7.24,68.65,0.38,0.522
25,5,15,55,6m,rev+oca 7:3,0.105,7.34,70.26,0.381,0.541
20,0,10,70,6m-1m,rev+opm 7:3,0.105,8.44,80.23,0.407,0.551
25,10,0,65,6m-1m,raccel+opm 5:5,0.104,7.78,75.03,0.388,0.543
30,5,5,60,6m,raccel+opm 5:5,0.104,7.96,76.79,0.392,0.564
25,10,0,65,6m-1m,rev+oca 7:3,0.104,7.78,75.03,0.388,0.543
25,10,0,65,6m-1m,rev+opm 7:3,0.104,7.78,75.03,0.388,0.543
5,10,20,65,6m-1m,raccel+opm 5:5,0.103,7.86,76.27,0.391,0.559
15,10,20,55,6m,raccel+opm 5:5,0.103,7.61,73.87,0.387,0.549
25,5,35,35,6m,raccel+opm 5:5,0.103,6.95,67.16,0.374,0.554
30,0,10,60,6m,rev+oca 7:3,0.103,7.34,71.25,0.381,0.539
25,0,15,60,6m,rev+opm 7:3,0.103,7.15,69.32,0.379,0.531
10,10,35,45,6m-1m,raccel+opm 5:5,0.102,5.99,58.99,0.354,0.512
20,10,35,35,6m-1m,raccel+opm 5:5,0.102,6.51,63.61,0.362,0.54
5,15,35,45,6m-1m,rev+oca 7:3,0.102,7.19,70.45,0.378,0.542
20,5,5,70,6m-1m,rev+opm 7:3,0.099,7.44,74.82,0.381,0.546
0,10,25,65,6m-1m,raccel+opm 5:5,0.096,6.35,65.97,0.366,0.497
15,15,10,60,6m,raccel+opm 5:5,0.096,7.09,73.83,0.377,0.516
20,15,5,60,6m,rev+oca 7:3,0.096,6.54,68.24,0.363,0.51
20,15,5,60,6m-1m,rev+oca 7:3,0.096,7.4,77.34,0.383,0.519
20,20,5,55,6m,raccel+opm 5:5,0.095,7.25,76.53,0.381,0.524
35,0,10,55,6m,raccel+opm 5:5,0.095,7.14,74.8,0.376,0.544
5,20,30,45,6m-1m,rev+oca 7:3,0.095,6.66,70.1,0.364,0.534
20,5,5,70,6m,raccel+opm 5:5,0.093,6.23,66.77,0.356,0.5
20,5,15,60,6m,raccel+opm 5:5,0.093,6.65,71.55,0.366,0.507
20,10,15,55,6m,raccel+opm 5:5,0.093,6.21,66.96,0.358,0.483
30,10,5,55,6m,raccel+opm 5:5,0.093,7.06,76.14,0.372,0.523
30,10,10,50,6m,raccel+opm 5:5,0.093,6.77,72.59,0.369,0.501
15,5,10,70,6m-1m,raccel+opm 5:5,0.089,6.82,76.23,0.372,0.498
15,5,30,50,6m-1m,raccel+opm 5:5,0.089,5.97,67.2,0.354,0.5
25,5,10,60,6m-1m,raccel+opm 5:5,0.089,6.85,77.34,0.367,0.523
25,20,5,50,6m,raccel+opm 5:5,0.089,6.85,76.66,0.369,0.528
10,20,5,65,6m-1m,rev+oca 7:3,0.089,7.1,79.9,0.375,0.531
20,5,5,70,6m-1m,raccel+opm 5:5,0.088,6.74,76.51,0.369,0.498
30,0,15,55,6m,rev+oca 7:3,0.088,5.85,66.6,0.349,0.496
15,20,0,65,6m-1m,raccel+opm 5:5,0.087,6.25,72.04,0.355,0.509
15,20,0,65,6m-1m,rev+oca 7:3,0.087,6.25,72.04,0.355,0.509
15,20,0,65,6m-1m,rev+opm 7:3,0.087,6.25,72.04,0.355,0.509
30,0,10,60,6m,rev+opm 7:3,0.085,5.91,69.13,0.35,0.494
15,0,35,50,6m-1m,raccel+opm 5:5,0.084,5.15,61.43,0.335,0.493
20,5,30,45,6m-1m,raccel+opm 5:5,0.084,5.75,68.12,0.348,0.501
30,5,15,50,6m,raccel+opm 5:5,0.083,5.85,70.39,0.35,0.501
25,10,5,60,6m,raccel+opm 5:5,0.082,5.88,71.52,0.346,0.494
0,20,20,60,6m-1m,rev+oca 7:3,0.082,6.34,77.23,0.36,0.514
0,10,20,70,6m-1m,raccel+opm 5:5,0.081,6.06,74.78,0.353,0.506
5,10,35,50,6m-1m,raccel+opm 5:5,0.081,4.77,58.59,0.327,0.471
5,20,20,55,6m,raccel+opm 5:5,0.08,5.76,72.2,0.348,0.513
10,20,0,70,6m-1m,raccel+opm 5:5,0.08,6.26,77.8,0.357,0.509
20,20,0,60,6m,raccel+opm 5:5,0.08,5.92,73.88,0.346,0.503
25,5,5,65,6m,raccel+opm 5:5,0.08,5.88,73.9,0.345,0.508
10,20,0,70,6m-1m,rev+oca 7:3,0.08,6.26,77.8,0.357,0.509
20,20,0,60,6m,rev+oca 7:3,0.08,5.92,73.88,0.346,0.503
10,20,0,70,6m-1m,rev+opm 7:3,0.08,6.26,77.8,0.357,0.509
10,20,5,65,6m-1m,rev+opm 7:3,0.08,6.29,78.88,0.357,0.512
20,20,0,60,6m,rev+opm 7:3,0.08,5.92,73.88,0.346,0.503
30,0,5,65,6m,rev+opm 7:3,0.079,5.32,66.98,0.334,0.477
20,20,5,55,6m-1m,raccel+opm 5:5,0.078,6.01,77.59,0.349,0.494
25,10,5,60,6m-1m,raccel+opm 5:5,0.077,6.08,79.15,0.349,0.509
30,15,5,50,6m,raccel+opm 5:5,0.077,6.25,81.17,0.354,0.502
20,5,10,65,6m,rev+opm 7:3,0.076,5.43,71.69,0.344,0.463
20,10,5,65,6m,rev+opm 7:3,0.076,5.18,68.26,0.338,0.46
20,10,5,65,6m-1m,raccel+opm 5:5,0.075,5.39,71.46,0.338,0.447
15,20,5,60,6m-1m,raccel+opm 5:5,0.074,5.42,73.51,0.338,0.476
25,5,10,60,6m,raccel+opm 5:5,0.074,5.11,69.25,0.328,0.47
20,20,0,60,6m-1m,raccel+opm 5:5,0.073,5.56,75.8,0.338,0.479
20,20,0,60,6m-1m,rev+oca 7:3,0.073,5.56,75.8,0.338,0.479
20,20,0,60,6m-1m,rev+opm 7:3,0.073,5.56,75.8,0.338,0.479
20,15,5,60,6m,raccel+opm 5:5,0.072,5.25,72.73,0.334,0.474
20,10,10,60,6m,rev+opm 7:3,0.072,5.4,75.29,0.346,0.457
10,20,15,55,6m-1m,raccel+opm 5:5,0.071,5.55,78.32,0.345,0.479
30,20,5,45,6m,raccel+opm 5:5,0.071,5.59,78.42,0.341,0.473
25,0,15,60,6m,raccel+opm 5:5,0.07,5.03,71.94,0.329,0.479
10,20,0,70,6m,raccel+opm 5:5,0.069,5.38,77.64,0.337,0.485
25,0,30,45,6m-1m,raccel+opm 5:5,0.069,4.82,69.87,0.326,0.472
30,10,0,60,6m,raccel+opm 5:5,0.069,5.34,77.8,0.333,0.472
10,20,0,70,6m,rev+oca 7:3,0.069,5.38,77.64,0.337,0.485
30,10,0,60,6m,rev+oca 7:3,0.069,5.34,77.8,0.333,0.472
10,20,0,70,6m,rev+opm 7:3,0.069,5.38,77.64,0.337,0.485
30,10,0,60,6m,rev+opm 7:3,0.069,5.34,77.8,0.333,0.472
10,5,25,60,6m-1m,raccel+opm 5:5,0.068,5.05,74.62,0.333,0.473
10,5,30,55,6m-1m,raccel+opm 5:5,0.068,4.85,71.34,0.329,0.465
10,15,20,55,6m-1m,raccel+opm 5:5,0.068,5.15,75.56,0.337,0.467
25,20,0,55,6m,raccel+opm 5:5,0.067,5.17,77.67,0.331,0.467
25,20,0,55,6m,rev+oca 7:3,0.067,5.17,77.67,0.331,0.467
25,20,0,55,6m,rev+opm 7:3,0.067,5.17,77.67,0.331,0.467
0,10,35,55,6m-1m,raccel+opm 5:5,0.066,3.94,59.32,0.311,0.451
15,10,25,50,6m,raccel+opm 5:5,0.063,4.25,66.99,0.315,0.453
20,0,10,70,6m,rev+oca 7:3,0.062,4.41,71.21,0.326,0.432
25,0,5,70,6m-1m,rev+oca 7:3,0.062,4.57,74.14,0.318,0.446
25,0,5,70,6m-1m,rev+opm 7:3,0.062,4.67,75.4,0.321,0.451
25,0,10,65,6m,raccel+opm 5:5,0.061,4.72,77.34,0.319,0.472
20,0,15,65,6m,rev+oca 7:3,0.061,4.45,73.23,0.321,0.442
0,20,35,45,6m-1m,raccel+opm 5:5,0.058,3.82,66.38,0.312,0.455
25,5,15,55,6m,raccel+opm 5:5,0.058,4.46,76.39,0.319,0.435
30,20,0,50,6m,raccel+opm 5:5,0.057,4.26,74.64,0.306,0.438
30,20,0,50,6m,rev+oca 7:3,0.057,4.26,74.64,0.306,0.438
30,20,0,50,6m,rev+opm 7:3,0.057,4.26,74.64,0.306,0.438
15,5,25,55,6m-1m,raccel+opm 5:5,0.055,4.0,73.31,0.308,0.444
25,5,10,60,6m,rev+opm 7:3,0.053,3.84,72.63,0.305,0.436
15,5,10,70,6m,raccel+opm 5:5,0.052,3.9,75.39,0.309,0.435
30,0,20,50,6m,raccel+opm 5:5,0.052,3.81,73.78,0.307,0.435
20,0,35,45,6m-1m,raccel+opm 5:5,0.05,3.41,68.27,0.297,0.442
10,0,30,60,6m-1m,raccel+opm 5:5,0.049,3.76,77.35,0.308,0.45
25,0,15,60,6m,rev+oca 7:3,0.049,3.5,71.69,0.3,0.418
25,0,35,40,6m,raccel+opm 5:5,0.048,3.28,68.84,0.297,0.432
35,0,0,65,6m,raccel+opm 5:5,0.047,3.41,72.68,0.289,0.415
35,0,0,65,6m,rev+oca 7:3,0.047,3.41,72.68,0.289,0.415
25,0,10,65,6m,rev+opm 7:3,0.047,3.41,71.88,0.295,0.43
35,0,0,65,6m,rev+opm 7:3,0.047,3.41,72.68,0.289,0.415
20,5,10,65,6m,rev+oca 7:3,0.044,3.19,72.34,0.297,0.399
25,10,5,60,6m,rev+oca 7:3,0.044,3.21,73.16,0.291,0.402
5,5,25,65,6m-1m,raccel+opm 5:5,0.041,2.96,72.5,0.285,0.402
15,15,0,70,6m,raccel+opm 5:5,0.04,3.12,78.62,0.291,0.399
15,15,0,70,6m,rev+oca 7:3,0.04,3.12,78.62,0.291,0.399
15,15,0,70,6m,rev+opm 7:3,0.04,3.12,78.62,0.291,0.399
5,20,20,55,6m-1m,raccel+opm 5:5,0.037,2.67,72.45,0.284,0.388
10,20,10,60,6m-1m,raccel+opm 5:5,0.037,2.86,76.86,0.284,0.396
10,20,20,50,6m-1m,raccel+opm 5:5,0.037,2.73,74.31,0.284,0.392
15,0,30,55,6m-1m,raccel+opm 5:5,0.034,2.43,70.59,0.272,0.39
35,0,5,60,6m,raccel+opm 5:5,0.034,2.62,78.11,0.269,0.382
20,10,10,60,6m,rev+oca 7:3,0.034,2.52,73.95,0.281,0.383
15,20,0,65,6m,raccel+opm 5:5,0.032,2.34,72.21,0.269,0.383
15,20,0,65,6m,rev+oca 7:3,0.032,2.34,72.21,0.269,0.383
15,20,0,65,6m,rev+opm 7:3,0.032,2.34,72.21,0.269,0.383
25,15,10,50,6m,raccel+opm 5:5,0.031,2.55,83.52,0.282,0.374
30,5,5,60,6m,rev+opm 7:3,0.031,2.41,77.02,0.269,0.381
30,0,5,65,6m,rev+oca 7:3,0.029,2.13,72.33,0.263,0.372
10,10,25,55,6m,raccel+opm 5:5,0.028,1.94,68.84,0.266,0.379
15,10,10,65,6m,raccel+opm 5:5,0.025,2.0,80.87,0.265,0.366
15,20,10,55,6m-1m,raccel+opm 5:5,0.022,1.66,74.55,0.255,0.352
15,10,5,70,6m,rev+opm 7:3,0.022,1.56,71.49,0.263,0.351
30,5,5,60,6m,rev+oca 7:3,0.021,1.67,81.24,0.258,0.347
20,15,0,65,6m,raccel+opm 5:5,0.02,1.47,72.61,0.245,0.348
20,15,0,65,6m,rev+oca 7:3,0.02,1.47,72.61,0.245,0.348
20,15,0,65,6m,rev+opm 7:3,0.02,1.47,72.61,0.245,0.348
25,0,5,70,6m,raccel+opm 5:5,0.019,1.5,77.3,0.246,0.358
20,0,10,70,6m,rev+opm 7:3,0.018,1.31,71.71,0.259,0.348
25,5,0,70,6m,raccel+opm 5:5,0.016,1.13,71.63,0.239,0.328
25,5,0,70,6m,rev+oca 7:3,0.016,1.13,71.63,0.239,0.328
25,5,0,70,6m,rev+opm 7:3,0.016,1.13,71.63,0.239,0.328
20,0,30,50,6m-1m,raccel+opm 5:5,0.015,1.05,72.62,0.244,0.344
20,20,5,55,6m-1m,rev+opm 7:3,0.014,1.12,80.14,0.243,0.325
20,20,5,55,6m-1m,rev+oca 7:3,0.009,0.73,78.47,0.233,0.313
10,5,35,50,6m-1m,raccel+opm 5:5,0.006,0.36,60.42,0.232,0.332
25,15,0,60,6m,raccel+opm 5:5,0.005,0.42,81.14,0.22,0.311
25,15,0,60,6m,rev+oca 7:3,0.005,0.42,81.14,0.22,0.311
25,15,0,60,6m,rev+opm 7:3,0.005,0.42,81.14,0.22,0.311
5,0,25,70,6m-1m,raccel+opm 5:5,0.003,0.22,73.86,0.226,0.322
15,15,5,65,6m,raccel+opm 5:5,0.003,0.23,74.54,0.225,0.303
15,10,5,70,6m-1m,raccel+opm 5:5,-0.0,-0.02,76.16,0.217,0.291
0,15,35,50,6m-1m,raccel+opm 5:5,-0.001,-0.07,62.45,0.22,0.323
25,0,35,40,6m-1m,raccel+opm 5:5,-0.001,-0.08,68.06,0.218,0.319
15,5,35,45,6m-1m,raccel+opm 5:5,-0.002,-0.11,65.55,0.218,0.315
15,5,10,70,6m,rev+oca 7:3,-0.005,-0.36,75.96,0.219,0.303
30,0,5,65,6m,raccel+opm 5:5,-0.006,-0.44,77.92,0.195,0.285
25,15,5,55,6m,raccel+opm 5:5,-0.01,-0.81,78.29,0.19,0.26
25,10,5,60,6m,rev+opm 7:3,-0.01,-0.75,77.26,0.204,0.269
30,0,15,55,6m,raccel+opm 5:5,-0.014,-1.03,72.14,0.187,0.273
30,0,10,60,6m,raccel+opm 5:5,-0.015,-1.23,79.64,0.177,0.261
15,10,5,70,6m,rev+oca 7:3,-0.017,-1.21,71.08,0.201,0.266
25,10,10,55,6m,raccel+opm 5:5,-0.02,-1.52,75.94,0.182,0.247
30,0,0,70,6m,raccel+opm 5:5,-0.029,-2.39,81.16,0.148,0.217
30,0,0,70,6m,rev+oca 7:3,-0.029,-2.39,81.16,0.148,0.217
30,0,0,70,6m,rev+opm 7:3,-0.029,-2.39,81.16,0.148,0.217
25,0,10,65,6m,rev+oca 7:3,-0.04,-2.98,74.3,0.154,0.215
25,10,0,65,6m,raccel+opm 5:5,-0.042,-3.3,78.28,0.132,0.181
25,10,0,65,6m,rev+oca 7:3,-0.042,-3.3,78.28,0.132,0.181
25,5,5,65,6m,rev+opm 7:3,-0.042,-3.09,74.0,0.14,0.196
25,10,0,65,6m,rev+opm 7:3,-0.042,-3.3,78.28,0.132,0.181
15,5,10,70,6m,rev+opm 7:3,-0.054,-4.12,76.15,0.135,0.186
20,10,5,65,6m,raccel+opm 5:5,-0.057,-4.13,72.37,0.112,0.157
25,5,5,65,6m,rev+oca 7:3,-0.062,-4.55,73.84,0.105,0.142
30,5,0,65,6m,raccel+opm 5:5,-0.067,-5.66,85.02,0.068,0.097
30,5,0,65,6m,rev+oca 7:3,-0.067,-5.66,85.02,0.068,0.097
30,5,0,65,6m,rev+opm 7:3,-0.067,-5.66,85.02,0.068,0.097
20,5,5,70,6m,rev+opm 7:3,-0.068,-4.98,73.6,0.11,0.148
20,5,5,70,6m,rev+oca 7:3,-0.072,-5.43,75.95,0.101,0.136
25,0,5,70,6m,rev+opm 7:3,-0.075,-5.59,74.19,0.082,0.115
25,0,5,70,6m,rev+oca 7:3,-0.085,-6.38,75.37,0.067,0.093
20,10,0,70,6m,raccel+opm 5:5,-0.094,-7.08,75.43,0.049,0.066
20,10,0,70,6m,rev+oca 7:3,-0.094,-7.08,75.43,0.049,0.066
20,10,0,70,6m,rev+opm 7:3,-0.094,-7.08,75.43,0.049,0.066
