v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
15,10,45,30,6m-1m,0.775,37.91,48.91,1.007,1.484
25,35,20,20,12m,0.772,33.87,43.86,0.928,1.329
0,25,55,20,6m-1m,0.771,37.14,48.17,0.967,1.473
20,30,30,20,12m,0.77,29.81,38.7,0.864,1.279
30,20,20,30,12m,0.767,32.04,41.75,0.909,1.272
20,30,20,30,12m,0.767,33.78,44.04,0.943,1.328
20,10,40,30,6m-1m,0.766,35.41,46.2,0.986,1.423
0,40,10,50,6m,0.766,39.6,51.72,1.034,1.407
10,25,45,20,12m,0.766,34.96,45.63,0.936,1.357
35,15,25,25,12m,0.765,27.8,36.34,0.841,1.227
0,0,50,50,6m-1m,0.764,33.39,43.69,0.923,1.331
5,35,35,25,12m-1m,0.764,35.8,46.86,0.959,1.449
15,35,20,30,6m,0.763,36.28,47.53,0.986,1.434
35,20,20,25,6m,0.763,30.42,39.87,0.887,1.271
0,20,55,25,6m,0.762,36.47,47.83,0.956,1.465
15,15,10,60,12m,0.762,31.65,41.53,0.901,1.251
25,20,15,40,6m,0.761,34.83,45.78,0.961,1.382
5,35,30,30,12m-1m,0.761,37.19,48.84,0.981,1.471
20,0,20,60,12m,0.76,30.45,40.04,0.863,1.173
0,30,50,20,6m,0.758,33.23,43.84,0.903,1.344
25,15,35,25,12m,0.757,33.86,44.76,0.947,1.343
10,40,15,35,12m-1m,0.757,28.46,37.6,0.845,1.266
20,15,40,25,6m,0.757,33.94,44.82,0.937,1.379
30,0,10,60,12m,0.756,28.86,38.16,0.863,1.151
40,5,35,20,6m,0.756,34.99,46.26,0.978,1.401
25,20,15,40,6m-1m,0.755,33.93,44.94,0.969,1.359
5,40,25,30,12m-1m,0.755,36.9,48.89,0.985,1.505
30,10,10,50,12m-1m,0.755,31.18,41.29,0.91,1.12
5,25,55,15,6m-1m,0.754,32.68,43.32,0.89,1.302
15,40,10,35,12m-1m,0.754,30.83,40.9,0.889,1.335
20,25,40,15,12m-1m,0.753,25.26,33.56,0.767,1.123
0,5,50,45,6m-1m,0.751,36.9,49.15,0.974,1.442
20,30,25,25,12m,0.751,36.52,48.6,0.984,1.446
25,5,50,20,6m-1m,0.751,36.02,47.94,0.983,1.435
30,0,45,25,6m,0.751,35.95,47.87,0.979,1.425
10,25,30,35,6m-1m,0.751,33.82,45.03,0.923,1.315
25,15,35,25,6m-1m,0.751,35.7,47.54,0.991,1.423
10,0,70,20,12m,0.75,41.78,55.73,1.036,1.532
30,10,20,40,6m,0.75,30.75,41.0,0.874,1.234
20,10,35,35,6m-1m,0.75,34.64,46.2,0.952,1.278
20,0,60,20,12m,0.75,40.06,53.43,1.024,1.431
25,30,10,35,12m-1m,0.75,30.06,40.1,0.903,1.304
15,20,35,30,6m-1m,0.75,36.04,48.03,0.964,1.408
0,30,40,30,12m,0.748,33.02,44.17,0.898,1.371
15,35,30,20,6m-1m,0.748,32.46,43.41,0.911,1.295
15,20,40,25,6m-1m,0.748,36.31,48.52,0.972,1.43
35,0,20,45,6m-1m,0.748,34.86,46.58,0.995,1.447
10,25,40,25,12m,0.748,35.18,47.05,0.953,1.422
5,35,35,25,6m-1m,0.747,32.23,43.14,0.892,1.329
10,15,55,20,12m-1m,0.746,35.44,47.53,0.936,1.354
0,30,55,15,12m-1m,0.745,36.12,48.51,0.949,1.407
30,5,40,25,12m-1m,0.745,37.01,49.69,1.024,1.467
0,30,40,30,6m-1m,0.745,34.09,45.79,0.921,1.386
10,15,45,30,6m-1m,0.744,37.19,49.99,0.978,1.44
35,5,10,50,12m-1m,0.743,33.57,45.15,0.981,1.251
0,30,55,15,6m,0.743,34.93,47.04,0.928,1.422
5,25,35,35,6m-1m,0.743,38.62,51.98,0.999,1.416
15,30,15,40,6m,0.742,33.61,45.27,0.942,1.327
20,20,50,10,12m,0.741,29.72,40.1,0.844,1.271
0,15,55,30,6m-1m,0.74,38.66,52.28,1.001,1.484
5,15,45,35,6m-1m,0.739,37.97,51.36,0.996,1.471
15,30,30,25,12m,0.738,29.16,39.54,0.848,1.24
20,5,55,20,12m-1m,0.738,35.49,48.11,0.949,1.378
5,10,55,30,6m-1m,0.738,38.74,52.51,1.01,1.495
10,35,10,45,6m,0.736,34.4,46.7,0.957,1.364
40,15,15,30,6m-1m,0.735,26.78,36.44,0.838,1.225
0,35,40,25,6m-1m,0.735,31.22,42.5,0.864,1.32
15,25,40,20,6m,0.735,27.82,37.83,0.814,1.228
15,25,30,30,6m,0.735,35.67,48.5,0.964,1.415
25,0,50,25,6m,0.734,36.27,49.39,0.982,1.377
25,15,15,45,6m,0.733,29.43,40.16,0.861,1.216
15,10,60,15,12m,0.732,36.09,49.33,0.952,1.371
30,15,25,30,12m-1m,0.732,32.19,43.95,0.915,1.288
30,0,40,30,6m,0.731,33.27,45.5,0.945,1.405
10,5,60,25,6m-1m,0.731,36.14,49.43,0.948,1.384
15,10,60,15,6m,0.73,35.71,48.92,0.937,1.327
25,30,10,35,12m,0.729,26.26,36.0,0.809,1.124
10,20,55,15,12m,0.729,33.43,45.86,0.907,1.314
5,30,50,15,6m,0.727,30.85,42.41,0.858,1.282
40,20,20,20,6m-1m,0.727,28.39,39.03,0.865,1.235
15,35,25,25,12m,0.727,32.51,44.69,0.907,1.324
15,25,40,20,12m,0.727,29.25,40.26,0.844,1.259
0,40,25,35,6m-1m,0.726,38.0,52.36,0.989,1.395
0,10,45,45,6m-1m,0.726,36.59,50.44,0.969,1.43
5,35,30,30,6m,0.725,36.72,50.65,0.972,1.451
30,0,45,25,6m-1m,0.725,36.24,50.01,1.006,1.496
0,5,45,50,6m-1m,0.724,35.93,49.64,0.97,1.419
20,25,25,30,12m-1m,0.724,31.46,43.47,0.899,1.254
10,5,60,25,6m,0.724,37.78,52.17,0.977,1.416
10,25,50,15,12m,0.724,32.37,44.73,0.89,1.289
25,20,25,30,6m-1m,0.724,35.28,48.72,0.984,1.369
10,20,40,30,6m-1m,0.723,37.55,51.93,0.984,1.438
35,5,10,50,6m-1m,0.722,28.27,39.13,0.878,1.305
15,10,35,40,6m-1m,0.722,33.62,46.55,0.926,1.264
15,15,35,35,6m-1m,0.721,35.71,49.55,0.963,1.385
30,10,45,15,12m-1m,0.72,30.11,41.82,0.867,1.285
30,5,20,45,6m,0.72,30.03,41.72,0.865,1.241
25,0,55,20,6m,0.72,36.39,50.51,0.962,1.331
10,15,50,25,6m-1m,0.72,36.66,50.91,0.961,1.436
5,15,50,30,6m-1m,0.72,37.05,51.46,0.976,1.439
0,40,30,30,6m,0.719,38.16,53.05,0.997,1.461
30,5,55,10,12m-1m,0.719,31.35,43.6,0.873,1.212
0,20,55,25,6m-1m,0.718,35.71,49.75,0.941,1.398
10,15,60,15,12m-1m,0.718,34.5,48.04,0.917,1.34
20,30,30,20,12m-1m,0.717,28.72,40.03,0.834,1.235
20,5,45,30,6m-1m,0.717,34.79,48.5,0.968,1.412
0,0,70,30,6m-1m,0.716,40.48,56.52,1.015,1.541
15,25,10,50,12m-1m,0.716,26.72,37.31,0.826,1.168
20,35,25,20,12m-1m,0.716,30.33,42.35,0.866,1.248
20,20,45,15,12m,0.714,28.75,40.26,0.842,1.234
0,5,70,25,6m,0.714,34.66,48.57,0.904,1.373
0,10,40,50,6m-1m,0.714,33.77,47.32,0.923,1.368
30,10,10,50,6m-1m,0.713,27.87,39.09,0.854,1.215
30,15,15,40,6m-1m,0.713,35.08,49.22,0.974,1.315
20,10,45,25,6m-1m,0.713,34.97,49.02,0.965,1.399
0,15,65,20,12m-1m,0.712,36.61,51.42,0.949,1.434
20,10,55,15,12m,0.712,35.36,49.67,0.936,1.341
15,15,55,15,12m,0.712,33.9,47.63,0.905,1.308
25,20,20,35,6m-1m,0.711,37.8,53.14,1.035,1.458
0,5,50,45,6m,0.711,37.45,52.68,0.989,1.459
10,25,40,25,12m-1m,0.71,33.78,47.55,0.927,1.394
0,30,55,15,12m,0.71,35.12,49.48,0.933,1.362
30,0,50,20,12m,0.71,34.18,48.14,0.928,1.317
5,25,40,30,12m,0.708,32.75,46.28,0.897,1.316
25,10,45,20,6m-1m,0.708,34.67,48.94,0.96,1.388
10,30,35,25,12m-1m,0.705,30.72,43.58,0.867,1.299
20,10,55,15,12m-1m,0.705,32.86,46.6,0.906,1.315
35,0,15,50,6m-1m,0.704,31.44,44.64,0.931,1.395
5,40,20,35,6m,0.704,40.36,57.36,1.057,1.537
10,0,65,25,12m-1m,0.704,38.39,54.55,0.982,1.498
0,10,70,20,12m-1m,0.703,34.55,49.16,0.911,1.396
40,25,15,20,6m-1m,0.703,26.68,37.92,0.82,1.141
35,0,50,15,12m-1m,0.702,33.8,48.17,0.945,1.41
15,20,45,20,6m-1m,0.701,32.28,46.02,0.887,1.303
10,15,65,10,12m,0.701,30.12,42.96,0.838,1.227
25,5,40,30,6m,0.7,34.0,48.54,0.943,1.363
40,0,30,30,12m,0.7,29.06,41.54,0.863,1.237
0,35,35,30,6m,0.698,36.7,52.54,0.959,1.403
5,5,65,25,6m,0.697,35.07,50.29,0.921,1.393
25,5,50,20,6m,0.696,36.68,52.71,0.982,1.386
0,5,65,30,6m-1m,0.696,36.29,52.11,0.943,1.46
20,30,20,30,6m-1m,0.695,33.26,47.82,0.938,1.335
5,40,25,30,12m,0.694,37.75,54.42,0.987,1.504
0,30,40,30,12m-1m,0.694,32.76,47.2,0.902,1.366
20,20,40,20,6m-1m,0.694,31.17,44.93,0.888,1.313
20,15,35,30,6m-1m,0.694,32.87,47.38,0.922,1.343
25,10,50,15,6m-1m,0.693,31.29,45.12,0.876,1.239
25,35,15,25,12m-1m,0.692,29.47,42.6,0.863,1.198
0,25,60,15,6m,0.692,31.68,45.81,0.862,1.307
35,10,35,20,6m-1m,0.691,32.97,47.69,0.935,1.364
15,35,15,35,6m-1m,0.691,35.98,52.05,0.993,1.452
15,15,40,30,6m,0.69,33.08,47.96,0.901,1.316
10,35,30,25,12m,0.689,30.33,44.02,0.862,1.303
5,30,50,15,12m-1m,0.689,34.03,49.41,0.919,1.356
40,0,25,35,6m,0.688,29.24,42.51,0.865,1.27
30,15,10,45,12m,0.688,27.44,39.86,0.829,1.062
5,25,50,20,6m-1m,0.687,33.33,48.55,0.9,1.337
30,5,10,55,6m-1m,0.685,31.17,45.51,0.925,1.323
20,30,15,35,6m,0.685,31.42,45.88,0.898,1.271
5,10,60,25,6m,0.685,33.49,48.88,0.888,1.336
35,10,35,20,12m,0.685,28.61,41.75,0.848,1.213
25,15,30,30,6m-1m,0.682,36.65,53.73,1.004,1.378
35,15,15,35,12m,0.681,24.38,35.82,0.783,1.107
15,10,60,15,12m-1m,0.681,32.36,47.48,0.888,1.303
15,30,25,30,6m,0.68,35.3,51.94,0.958,1.388
10,10,60,20,12m,0.68,36.59,53.8,0.953,1.411
30,10,40,20,12m,0.68,28.7,42.22,0.837,1.218
10,30,30,30,6m,0.679,38.28,56.41,0.994,1.449
15,0,65,20,12m-1m,0.679,35.76,52.67,0.943,1.378
10,15,40,35,6m-1m,0.676,34.01,50.29,0.926,1.348
0,30,50,20,12m-1m,0.675,35.01,51.83,0.929,1.396
15,35,10,40,12m-1m,0.675,28.85,42.74,0.861,1.241
35,5,35,25,6m,0.675,30.65,45.38,0.891,1.304
0,20,65,15,12m,0.673,34.86,51.81,0.91,1.35
5,30,45,20,6m,0.673,31.34,46.6,0.865,1.269
25,20,30,25,12m,0.673,29.79,44.24,0.857,1.197
5,25,55,15,6m,0.673,29.78,44.24,0.836,1.252
0,35,35,30,12m-1m,0.673,36.22,53.86,0.948,1.391
20,35,15,30,12m-1m,0.671,26.98,40.2,0.826,1.184
5,20,50,25,6m,0.67,31.43,46.94,0.871,1.35
0,15,60,25,6m-1m,0.67,33.88,50.58,0.906,1.333
15,10,55,20,6m-1m,0.67,34.48,51.44,0.925,1.353
30,0,30,40,6m-1m,0.669,32.61,48.77,0.929,1.38
25,20,40,15,6m-1m,0.669,24.77,37.05,0.767,1.126
15,0,65,20,12m,0.667,36.45,54.63,0.957,1.392
15,5,65,15,12m,0.667,33.46,50.13,0.898,1.25
20,5,55,20,6m,0.667,35.42,53.09,0.938,1.308
20,30,20,30,6m,0.667,29.52,44.25,0.862,1.231
25,10,50,15,6m,0.667,30.66,45.98,0.86,1.215
20,35,30,15,12m,0.667,26.27,39.39,0.783,1.133
0,25,40,35,12m-1m,0.665,33.26,50.03,0.91,1.356
35,0,35,30,12m,0.664,28.01,42.19,0.831,1.25
25,10,55,10,12m,0.662,31.8,48.07,0.891,1.274
20,10,10,60,6m,0.662,30.03,45.39,0.863,1.255
10,25,45,20,6m,0.66,30.73,46.56,0.865,1.286
30,15,20,35,6m,0.66,32.02,48.54,0.894,1.28
10,40,25,25,6m,0.66,34.15,51.76,0.941,1.425
25,0,55,20,6m-1m,0.66,32.46,49.18,0.893,1.283
20,5,40,35,6m,0.659,30.88,46.89,0.875,1.249
5,25,50,20,6m,0.659,30.55,46.37,0.848,1.276
35,5,15,45,12m-1m,0.658,27.65,42.03,0.843,1.083
30,5,40,25,12m,0.657,30.07,45.75,0.877,1.267
40,15,10,35,6m-1m,0.657,29.82,45.39,0.906,1.329
30,15,25,30,6m-1m,0.657,31.64,48.19,0.923,1.292
15,0,65,20,6m,0.657,37.14,56.51,0.958,1.331
25,15,45,15,6m-1m,0.657,29.26,44.5,0.845,1.187
25,10,30,35,6m-1m,0.656,34.99,53.39,0.966,1.306
0,35,40,25,6m,0.656,34.67,52.86,0.922,1.378
30,5,25,40,6m-1m,0.655,31.55,48.18,0.905,1.304
20,15,35,30,6m,0.655,30.53,46.59,0.867,1.247
5,30,40,25,6m-1m,0.655,29.32,44.79,0.831,1.257
25,0,45,30,6m-1m,0.654,34.63,52.98,0.977,1.419
40,20,10,30,6m-1m,0.654,25.68,39.25,0.812,1.158
10,0,70,20,6m,0.653,35.96,55.09,0.943,1.387
30,15,15,40,6m,0.653,28.01,42.89,0.83,1.17
25,30,25,20,12m-1m,0.652,28.41,43.55,0.826,1.186
35,5,10,50,12m,0.652,24.37,37.4,0.784,1.052
5,30,35,30,12m-1m,0.651,33.39,51.32,0.912,1.366
15,35,15,35,12m-1m,0.651,28.86,44.37,0.855,1.243
30,0,15,55,6m,0.651,29.31,45.01,0.849,1.201
10,25,35,30,6m-1m,0.65,30.85,47.49,0.856,1.204
15,25,35,25,6m,0.65,28.51,43.9,0.83,1.229
10,10,55,25,6m-1m,0.649,32.41,49.9,0.886,1.279
20,0,60,20,12m-1m,0.648,31.25,48.26,0.869,1.266
15,15,45,25,6m-1m,0.648,34.29,52.87,0.93,1.353
30,15,20,35,12m,0.648,29.44,45.46,0.846,1.137
5,30,45,20,12m,0.647,31.75,49.12,0.876,1.345
25,10,45,20,12m,0.647,32.35,50.0,0.908,1.281
20,15,40,25,6m-1m,0.646,30.31,46.91,0.875,1.252
30,10,45,15,12m,0.646,27.62,42.72,0.814,1.182
5,0,70,25,6m-1m,0.645,33.6,52.13,0.895,1.314
0,25,55,20,6m,0.645,30.73,47.65,0.848,1.287
40,10,35,15,12m-1m,0.645,28.98,44.91,0.868,1.243
25,10,15,50,12m,0.644,26.47,41.09,0.794,1.024
30,5,40,25,6m,0.644,31.64,49.11,0.911,1.336
5,30,55,10,12m,0.642,31.84,49.6,0.875,1.317
10,40,15,35,6m,0.641,32.75,51.1,0.918,1.325
30,5,45,20,12m,0.641,30.27,47.22,0.865,1.241
10,35,30,25,12m-1m,0.64,29.58,46.21,0.849,1.267
15,10,55,20,6m,0.64,32.35,50.55,0.878,1.191
40,5,35,20,12m,0.639,28.8,45.04,0.859,1.216
35,10,15,40,12m,0.639,26.25,41.1,0.809,1.116
15,30,25,30,6m-1m,0.638,28.77,45.07,0.85,1.251
20,20,10,50,6m-1m,0.636,30.28,47.63,0.915,1.269
30,15,35,20,12m-1m,0.635,28.71,45.17,0.847,1.202
5,5,70,20,12m-1m,0.634,31.63,49.88,0.863,1.313
15,25,35,25,12m,0.634,29.47,46.44,0.848,1.249
20,20,35,25,6m,0.634,28.45,44.88,0.833,1.238
25,15,30,30,6m,0.633,33.3,52.63,0.936,1.357
30,0,20,50,6m,0.632,27.71,43.83,0.822,1.184
10,40,25,25,6m-1m,0.632,31.77,50.28,0.894,1.349
0,30,55,15,6m-1m,0.632,28.65,45.33,0.816,1.237
0,40,35,25,6m-1m,0.631,30.18,47.85,0.856,1.289
30,20,10,40,12m-1m,0.63,28.22,44.78,0.868,1.156
15,40,15,30,6m,0.63,29.18,46.28,0.85,1.243
5,20,60,15,6m,0.629,29.98,47.7,0.83,1.241
20,25,35,20,6m-1m,0.629,28.03,44.55,0.826,1.227
40,0,20,40,12m,0.628,27.72,44.18,0.846,1.14
5,40,10,45,6m,0.628,34.43,54.84,0.938,1.295
5,20,55,20,6m,0.627,30.6,48.83,0.844,1.274
25,20,20,35,6m,0.627,35.11,55.98,0.955,1.381
25,20,40,15,12m,0.627,25.42,40.58,0.778,1.156
20,25,20,35,6m-1m,0.627,33.03,52.71,0.94,1.325
10,5,65,20,12m,0.625,32.32,51.71,0.87,1.299
20,35,25,20,12m,0.625,28.22,45.18,0.828,1.197
15,25,45,15,12m-1m,0.624,28.29,45.32,0.818,1.204
25,0,15,60,12m,0.624,27.91,44.72,0.824,1.092
30,15,20,35,12m-1m,0.623,31.16,50.05,0.891,1.177
35,20,30,15,12m,0.622,29.2,46.95,0.857,1.235
20,0,60,20,6m,0.62,33.42,53.95,0.908,1.234
20,30,10,40,6m,0.619,29.89,48.28,0.876,1.266
35,10,35,20,6m,0.619,33.56,54.19,0.943,1.331
30,5,45,20,6m,0.618,29.44,47.62,0.855,1.232
30,0,55,15,12m-1m,0.617,27.76,44.98,0.813,1.171
30,15,30,25,6m,0.617,33.57,54.38,0.948,1.338
10,30,35,25,12m,0.617,28.47,46.17,0.822,1.204
40,0,20,40,6m-1m,0.616,28.81,46.75,0.875,1.262
0,15,70,15,12m,0.616,33.06,53.65,0.872,1.297
35,0,40,25,6m,0.616,30.03,48.74,0.882,1.298
15,15,60,10,12m-1m,0.615,31.73,51.56,0.869,1.275
30,10,50,10,12m-1m,0.615,26.84,43.67,0.792,1.101
25,15,50,10,12m,0.614,26.9,43.82,0.792,1.125
15,30,35,20,12m,0.614,24.79,40.37,0.759,1.137
0,10,60,30,6m-1m,0.614,34.43,56.08,0.93,1.385
20,0,65,15,12m,0.613,31.27,50.97,0.858,1.19
15,40,15,30,12m-1m,0.613,27.04,44.09,0.816,1.195
15,5,60,20,6m,0.612,33.74,55.17,0.902,1.242
20,5,15,60,12m-1m,0.612,28.21,46.07,0.842,1.125
0,40,20,40,6m,0.611,35.44,58.03,0.959,1.346
30,10,25,35,6m-1m,0.611,28.66,46.91,0.847,1.204
0,25,65,10,12m,0.611,28.98,47.45,0.81,1.212
20,20,45,15,6m-1m,0.611,23.77,38.9,0.734,1.071
15,15,35,35,6m,0.61,30.72,50.33,0.868,1.248
10,20,55,15,12m-1m,0.61,29.99,49.18,0.844,1.206
5,25,60,10,12m,0.61,30.78,50.51,0.847,1.25
5,20,55,20,6m-1m,0.61,29.78,48.79,0.826,1.192
20,30,10,40,6m-1m,0.609,31.17,51.17,0.914,1.32
35,10,10,45,12m,0.609,23.86,39.2,0.77,1.035
40,10,30,20,12m-1m,0.609,25.23,41.45,0.795,1.13
20,5,60,15,12m-1m,0.608,30.25,49.77,0.847,1.216
15,35,10,40,6m,0.607,30.72,50.61,0.89,1.287
15,15,60,10,12m,0.607,30.03,49.44,0.834,1.176
30,10,50,10,6m-1m,0.607,24.86,40.93,0.751,1.044
30,5,25,40,12m,0.605,25.76,42.57,0.771,1.042
20,15,55,10,6m-1m,0.605,27.36,45.23,0.794,1.178
35,0,15,50,6m,0.604,22.6,37.41,0.735,1.077
15,30,35,20,12m-1m,0.603,24.64,40.85,0.753,1.112
0,25,65,10,12m-1m,0.602,30.19,50.11,0.835,1.247
25,0,60,15,12m,0.602,28.8,47.82,0.813,1.128
40,0,25,35,12m-1m,0.601,26.33,43.84,0.829,1.21
10,10,55,25,6m,0.601,31.02,51.64,0.86,1.242
0,20,60,20,6m-1m,0.6,33.05,55.12,0.895,1.353
25,10,55,10,6m-1m,0.6,27.2,45.34,0.791,1.129
15,0,70,15,12m-1m,0.6,27.89,46.5,0.805,1.156
25,5,55,15,6m-1m,0.6,28.77,47.94,0.832,1.204
30,25,15,30,12m,0.599,24.94,41.61,0.775,1.084
15,5,60,20,6m-1m,0.598,33.14,55.44,0.897,1.308
25,20,35,20,6m-1m,0.598,29.32,49.06,0.861,1.238
0,15,65,20,6m-1m,0.598,32.38,54.11,0.874,1.291
0,20,65,15,12m-1m,0.597,32.28,54.08,0.866,1.277
20,35,10,35,6m-1m,0.597,29.73,49.83,0.888,1.249
25,15,50,10,12m-1m,0.597,27.59,46.22,0.812,1.168
20,35,15,30,12m,0.597,26.19,43.87,0.803,1.155
5,10,65,20,12m-1m,0.596,30.75,51.6,0.844,1.284
10,40,10,40,6m-1m,0.596,29.05,48.72,0.858,1.215
15,15,55,15,6m,0.595,27.95,46.95,0.799,1.185
15,35,20,30,6m-1m,0.595,31.43,52.85,0.901,1.327
5,30,45,20,6m-1m,0.594,29.88,50.28,0.841,1.216
35,0,10,55,12m,0.594,25.08,42.2,0.795,1.079
30,15,15,40,12m-1m,0.593,28.91,48.72,0.865,1.171
40,15,25,20,12m,0.592,22.98,38.82,0.74,1.099
0,40,25,35,6m,0.592,33.74,57.01,0.916,1.304
10,20,55,15,6m-1m,0.592,28.07,47.42,0.804,1.166
15,20,50,15,6m,0.591,27.66,46.78,0.801,1.17
20,10,35,35,6m,0.59,31.72,53.74,0.881,1.273
15,35,15,35,6m,0.589,32.09,54.52,0.91,1.287
30,10,15,45,12m,0.589,27.51,46.74,0.826,1.078
20,35,20,25,6m-1m,0.588,27.79,47.28,0.823,1.193
10,40,15,35,6m-1m,0.588,29.25,49.74,0.86,1.235
25,25,30,20,12m,0.588,30.58,51.98,0.865,1.243
40,5,35,20,6m-1m,0.586,27.67,47.2,0.842,1.238
35,0,45,20,12m-1m,0.585,28.36,48.52,0.85,1.258
25,10,10,55,12m,0.584,25.29,43.3,0.772,0.999
40,0,15,45,6m,0.584,26.16,44.8,0.817,1.183
10,0,65,25,6m-1m,0.584,30.72,52.62,0.851,1.254
25,30,20,25,12m-1m,0.583,28.86,49.47,0.849,1.17
5,40,30,25,12m,0.583,33.52,57.52,0.912,1.366
20,15,10,55,12m,0.582,25.22,43.36,0.768,0.999
20,10,10,60,12m-1m,0.58,29.07,50.12,0.859,1.105
10,30,45,15,12m-1m,0.58,26.04,44.86,0.774,1.138
15,15,10,60,6m-1m,0.579,31.14,53.82,0.911,1.266
25,10,45,20,6m,0.579,28.67,49.5,0.833,1.19
5,15,65,15,12m,0.578,30.14,52.13,0.829,1.229
0,10,65,25,6m-1m,0.578,29.81,51.55,0.832,1.259
20,30,30,20,6m-1m,0.577,26.36,45.69,0.794,1.141
35,0,25,40,6m,0.577,21.79,37.78,0.708,1.056
25,35,15,25,12m,0.576,25.0,43.37,0.773,1.071
40,25,20,15,6m-1m,0.576,23.49,40.75,0.756,1.06
25,10,35,30,6m,0.576,29.18,50.67,0.857,1.236
10,20,50,20,6m-1m,0.575,29.57,51.45,0.835,1.203
20,35,30,15,12m-1m,0.575,23.87,41.56,0.735,1.091
5,40,25,30,6m,0.575,29.4,51.14,0.844,1.244
40,10,30,20,6m,0.574,25.67,44.73,0.795,1.156
30,10,50,10,6m,0.574,26.17,45.59,0.775,1.09
30,0,35,35,6m,0.574,26.31,45.88,0.801,1.2
10,15,65,10,12m-1m,0.574,26.93,46.9,0.78,1.129
5,35,35,25,6m,0.572,30.91,54.03,0.861,1.249
25,35,10,30,12m-1m,0.572,24.37,42.6,0.777,1.094
10,20,55,15,6m,0.571,26.21,45.94,0.772,1.139
30,35,25,10,12m,0.57,24.86,43.59,0.76,1.068
30,0,25,45,6m,0.57,21.82,38.3,0.7,1.018
25,15,50,10,6m,0.569,26.38,46.37,0.777,1.124
25,15,10,50,12m,0.569,27.41,48.2,0.813,1.031
0,30,45,25,12m-1m,0.569,30.91,54.28,0.859,1.279
35,5,25,35,6m-1m,0.569,23.95,42.12,0.76,1.08
5,20,65,10,12m,0.568,29.58,52.12,0.819,1.208
20,40,20,20,12m,0.568,29.48,51.88,0.858,1.247
15,30,10,45,6m,0.568,30.63,53.96,0.885,1.249
25,20,40,15,12m-1m,0.568,21.24,37.42,0.691,1.021
30,10,50,10,12m,0.568,24.93,43.89,0.756,1.059
15,15,50,20,6m-1m,0.568,26.94,47.43,0.784,1.125
30,5,55,10,12m,0.567,25.4,44.78,0.749,1.019
5,10,60,25,6m-1m,0.567,29.2,51.48,0.821,1.211
0,30,50,20,12m,0.566,31.1,54.92,0.858,1.298
40,20,25,15,12m,0.565,24.97,44.19,0.786,1.164
40,0,30,30,6m-1m,0.565,24.12,42.71,0.775,1.145
20,35,20,25,12m,0.564,28.0,49.64,0.825,1.195
40,25,20,15,6m,0.564,21.49,38.09,0.71,1.043
15,0,70,15,6m,0.563,29.56,52.51,0.83,1.182
15,10,65,10,6m-1m,0.562,27.16,48.32,0.785,1.129
40,5,35,20,12m-1m,0.561,24.88,44.37,0.788,1.118
15,40,20,25,6m,0.561,28.93,51.56,0.857,1.28
10,40,20,30,12m,0.561,31.03,55.33,0.878,1.282
20,15,50,15,6m,0.561,26.35,46.99,0.776,1.113
15,10,65,10,12m,0.56,26.03,46.52,0.764,1.053
15,30,10,45,6m-1m,0.559,27.68,49.5,0.841,1.188
15,15,50,20,6m,0.559,29.43,52.61,0.833,1.19
40,35,15,10,6m,0.558,20.22,36.22,0.687,1.009
10,5,65,20,6m,0.558,30.71,55.01,0.847,1.237
10,20,10,60,6m-1m,0.557,29.93,53.76,0.879,1.216
10,30,40,20,12m-1m,0.557,27.55,49.48,0.803,1.214
0,40,35,25,12m,0.556,31.83,57.23,0.873,1.311
35,0,50,15,6m-1m,0.556,28.78,51.71,0.839,1.25
30,20,10,40,12m,0.556,24.69,44.4,0.782,1.085
5,30,40,25,6m,0.556,28.35,50.95,0.813,1.217
25,10,55,10,12m-1m,0.555,28.81,51.94,0.832,1.168
0,20,65,15,6m-1m,0.555,27.67,49.89,0.785,1.176
30,0,40,30,6m-1m,0.555,30.0,54.06,0.901,1.335
0,40,35,25,6m,0.553,29.97,54.21,0.851,1.275
0,35,40,25,12m,0.553,30.62,55.38,0.851,1.318
0,30,50,20,6m-1m,0.553,27.53,49.73,0.794,1.169
35,5,35,25,12m-1m,0.552,26.19,47.45,0.804,1.138
10,40,20,30,6m,0.55,32.09,58.35,0.912,1.341
15,20,45,20,6m,0.55,29.2,53.05,0.829,1.241
20,25,30,25,6m,0.55,24.85,45.18,0.76,1.123
35,15,25,25,12m-1m,0.55,24.75,44.99,0.774,1.097
5,5,70,20,12m,0.55,29.01,52.73,0.81,1.215
40,0,35,25,6m,0.548,27.62,50.38,0.836,1.255
5,0,70,25,6m,0.548,31.16,56.87,0.847,1.261
10,10,65,15,12m,0.547,29.1,53.19,0.819,1.204
25,35,10,30,12m,0.547,22.5,41.15,0.723,0.991
20,0,65,15,6m,0.546,27.56,50.47,0.795,1.106
20,40,20,20,12m-1m,0.546,28.54,52.24,0.839,1.197
15,40,20,25,12m-1m,0.546,27.75,50.85,0.824,1.188
20,35,20,25,12m-1m,0.546,27.2,49.77,0.81,1.153
15,35,25,25,12m-1m,0.545,26.58,48.73,0.798,1.163
20,25,35,20,12m,0.544,21.63,39.78,0.697,1.021
30,20,20,30,6m,0.544,29.87,54.93,0.858,1.221
10,10,60,20,12m-1m,0.544,29.5,54.23,0.826,1.212
0,15,65,20,6m,0.544,29.26,53.82,0.81,1.231
