atk,def,rule,as,ds,cagr,mdd,cal,sh,sort,alpha,sw
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,5,140.64,28.94,4.86,2.147,3.305,127.99,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,7,132.56,27.3,4.855,2.108,3.166,119.9,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_5d,3,7,138.14,28.48,4.85,2.178,3.357,125.49,13
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_4d,3,5,131.28,27.07,4.849,2.134,3.253,118.62,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_5d,3,5,131.26,27.07,4.848,2.122,3.292,118.61,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_5d,3,7,149.28,30.8,4.847,2.213,3.4,136.62,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,5,139.5,28.78,4.847,2.161,3.226,126.84,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP200_3d,3,7,134.05,27.66,4.847,2.183,3.266,121.39,19
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,7,170.7,35.22,4.847,2.371,3.742,158.04,15
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_4d,3,7,135.41,27.94,4.847,2.151,3.323,122.76,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_5d,3,7,137.98,28.48,4.844,2.181,3.29,125.32,13
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_4d,3,7,121.05,25.0,4.842,2.055,3.021,108.87,17
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_4d,3,7,131.09,27.07,4.842,2.11,3.233,118.44,15
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,5,152.76,31.56,4.84,2.289,3.545,140.1,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,7,151.97,31.43,4.836,2.23,3.525,139.32,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_5d,3,5,134.45,27.82,4.832,2.152,3.355,121.79,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B35_4d,3,7,148.58,30.75,4.832,2.222,3.492,135.93,15
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,5,159.65,33.1,4.824,2.331,3.624,147.0,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_5d,3,5,130.57,27.07,4.823,2.13,3.282,117.92,13
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP200_3d,3,7,145.11,30.1,4.821,2.239,3.442,132.46,19
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,5,140.19,29.08,4.82,2.182,3.252,127.53,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B40_3d,3,7,142.38,29.57,4.815,2.195,3.372,129.72,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,5,142.45,29.6,4.813,2.19,3.271,129.79,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,7,149.19,30.99,4.813,2.249,3.441,136.53,25
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,7,155.3,32.29,4.81,2.313,3.59,142.64,17
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,5,158.71,33.0,4.809,2.282,3.605,146.05,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,7,149.02,30.99,4.808,2.258,3.437,136.36,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_5d,3,7,130.47,27.15,4.806,2.116,3.291,117.81,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP150_3d,3,7,130.1,27.07,4.805,2.13,3.254,117.44,25
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B40_5d,3,5,130.51,27.16,4.804,2.087,3.096,117.86,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,5,139.63,29.08,4.801,2.178,3.178,126.97,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B35_3d,3,7,142.76,29.74,4.8,2.172,3.415,130.11,19
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,7,152.23,31.73,4.798,2.295,3.539,139.57,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,7,154.07,32.13,4.795,2.28,3.564,141.41,21
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,7,143.06,29.84,4.795,2.228,3.406,130.41,25
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,7,146.02,30.49,4.789,2.218,3.339,133.36,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_5d,3,5,129.58,27.07,4.786,2.138,3.295,116.92,13
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,7,136.31,28.48,4.786,2.164,3.299,123.65,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_4d,3,7,131.05,27.42,4.779,2.123,3.249,118.39,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,7,152.06,31.84,4.776,2.274,3.525,139.41,19
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_5d,3,7,147.09,30.8,4.776,2.199,3.412,134.44,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,5,150.71,31.56,4.775,2.254,3.499,138.06,21
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,7,168.12,35.22,4.774,2.356,3.757,155.47,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,7,142.42,29.84,4.773,2.226,3.404,129.77,25
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,5,151.84,31.82,4.772,2.272,3.506,139.18,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_4d,3,7,130.45,27.35,4.77,2.108,3.165,117.79,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,5,135.85,28.48,4.77,2.143,3.234,123.19,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP150_4d,3,7,133.93,28.1,4.766,2.161,3.36,121.27,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,7,148.36,31.15,4.763,2.25,3.458,135.7,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,KP250_3d,3,7,137.5,28.87,4.763,2.163,3.353,124.84,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_3d,3,5,132.69,27.88,4.759,2.168,3.347,120.03,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,7,128.75,27.07,4.756,2.085,3.147,116.09,13
V10Q0G65M25g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,7,136.54,28.71,4.756,2.158,3.269,123.88,25
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,5,136.33,28.67,4.755,2.14,3.188,123.67,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,7,135.44,28.48,4.755,2.155,3.295,122.78,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,5,135.42,28.48,4.755,2.15,3.272,122.77,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,7,136.48,28.71,4.754,2.165,3.225,123.82,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_4d,3,5,131.35,27.67,4.747,2.125,3.121,118.69,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,7,139.83,29.47,4.746,2.194,3.316,127.17,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_4d,3,5,128.41,27.07,4.743,2.117,3.294,115.75,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_3d,3,5,128.39,27.07,4.742,2.131,3.258,115.73,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,7,134.91,28.48,4.736,2.152,3.214,122.25,13
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,7,135.92,28.71,4.734,2.156,3.267,123.26,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_5d,3,7,139.23,29.43,4.731,2.155,3.302,126.57,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,KP150_3d,3,7,139.37,29.47,4.73,2.171,3.305,126.71,25
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,5,148.68,31.45,4.728,2.259,3.493,136.03,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_5d,3,5,127.86,27.07,4.723,2.127,3.242,115.2,13
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,5,127.84,27.07,4.722,2.071,3.121,115.18,13
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,5,138.63,29.37,4.72,2.183,3.354,125.97,25
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_4d,3,5,138.44,29.37,4.714,2.2,3.326,126.25,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,7,149.6,31.8,4.704,2.217,3.445,136.94,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B40_5d,3,7,141.33,30.04,4.704,2.174,3.324,128.67,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,5,133.97,28.48,4.703,2.137,3.187,121.31,13
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,7,128.15,27.25,4.703,2.069,3.127,115.49,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,5,135.27,28.78,4.7,2.133,3.168,122.61,21
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,5,147.78,31.45,4.699,2.25,3.475,135.13,25
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP150_3d,3,7,133.41,28.4,4.698,2.166,3.349,120.76,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_4d,3,5,132.0,28.14,4.691,2.144,3.225,119.34,19
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,7,150.64,32.13,4.688,2.265,3.498,137.98,19
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,7,139.85,29.84,4.687,2.22,3.363,127.2,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_5d,3,7,116.71,24.9,4.687,2.031,2.978,104.05,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,7,153.6,32.78,4.685,2.247,3.452,140.95,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.76m-1m,KP250_3d,3,7,129.52,27.65,4.684,2.091,3.226,116.87,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,7,138.87,29.65,4.683,2.185,3.261,126.21,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,5,147.13,31.45,4.678,2.248,3.474,134.48,25
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,7,138.72,29.65,4.678,2.178,3.213,126.06,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,5,133.16,28.48,4.675,2.127,3.248,120.5,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,7,133.0,28.48,4.67,2.133,3.204,120.35,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_3d,3,5,126.38,27.07,4.668,2.104,3.156,113.72,25
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,7,141.72,30.38,4.664,2.191,3.422,129.07,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_4d,3,5,135.7,29.1,4.664,2.182,3.3,123.05,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_4d,3,5,132.37,28.41,4.659,2.17,3.266,119.71,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_5d,3,5,136.84,29.37,4.659,2.207,3.326,124.19,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP150_3d,3,5,138.84,29.8,4.659,2.202,3.411,126.19,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,5,135.47,29.08,4.658,2.154,3.19,122.81,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,7,142.3,30.56,4.656,2.183,3.283,129.64,21
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP200_3d,3,7,140.12,30.1,4.655,2.249,3.447,127.46,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_3d,3,5,135.32,29.1,4.65,2.184,3.312,122.66,21
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_3d,3,5,130.79,28.14,4.648,2.138,3.227,118.13,21
V10Q0G60M30g0.712m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,7,133.41,28.71,4.647,2.149,3.226,120.76,25
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,7,116.12,25.0,4.644,1.993,2.892,103.46,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_5d,3,7,125.63,27.07,4.64,2.106,3.172,112.97,15
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,5,140.87,30.36,4.64,2.184,3.396,128.21,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,5,125.56,27.07,4.638,2.037,3.076,112.9,19
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,5,136.2,29.37,4.637,2.167,3.228,123.54,17
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,7,148.96,32.13,4.636,2.242,3.465,136.3,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,5,133.36,28.78,4.634,2.099,3.126,120.71,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,7,155.88,33.66,4.631,2.302,3.541,143.22,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,7,157.06,33.94,4.628,2.291,3.613,144.41,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_5d,3,5,131.44,28.41,4.626,2.162,3.257,118.78,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_4d,3,5,128.95,27.92,4.619,2.106,3.275,116.3,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,7,146.9,31.8,4.619,2.19,3.398,134.24,19
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,5,152.82,33.1,4.617,2.271,3.517,140.16,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,7,148.97,32.29,4.614,2.258,3.466,136.32,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,7,151.19,32.78,4.612,2.232,3.464,138.53,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP200_3d,3,5,146.7,31.82,4.611,2.283,3.509,134.05,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,5,132.15,28.67,4.61,2.112,3.129,119.5,21
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,7,136.6,29.65,4.607,2.164,3.168,123.94,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP200_3d,3,7,146.61,31.84,4.605,2.241,3.462,133.95,19
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,7,148.67,32.29,4.604,2.262,3.516,136.01,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,5,130.81,28.41,4.604,2.122,3.161,118.15,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,7,147.91,32.13,4.603,2.244,3.474,135.26,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,5,144.73,31.45,4.602,2.228,3.386,132.08,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,5,136.07,29.6,4.597,2.13,3.169,123.41,17
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,5,144.51,31.45,4.595,2.242,3.432,131.85,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_4d,3,5,124.42,27.07,4.595,2.082,3.209,111.76,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,5,130.75,28.48,4.59,2.105,3.159,118.09,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,7,139.82,30.49,4.586,2.18,3.248,127.16,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_3d,3,5,131.92,28.77,4.586,2.114,3.205,119.27,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_5d,3,5,123.98,27.07,4.579,2.084,3.128,111.32,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,5,133.06,29.08,4.575,2.126,3.135,120.41,25
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,7,130.27,28.48,4.574,2.109,3.154,117.61,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B35_3d,3,7,143.56,31.43,4.568,2.166,3.425,130.91,19
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,7,136.2,29.84,4.565,2.177,3.267,123.54,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_5d,3,7,123.55,27.07,4.564,2.077,3.199,110.9,13
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_4d,3,7,146.54,32.13,4.561,2.239,3.447,133.89,19
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,7,153.4,33.66,4.558,2.271,3.536,140.74,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,7,123.39,27.07,4.557,2.034,3.072,110.73,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,5,132.45,29.08,4.554,2.124,3.133,119.79,25
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B40_5d,3,7,141.82,31.15,4.553,2.189,3.352,129.16,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_5d,3,7,133.06,29.27,4.546,2.134,3.343,120.4,15
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,7,146.77,32.29,4.546,2.244,3.418,134.11,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B40_3d,3,5,130.28,28.67,4.544,2.078,3.087,117.62,21
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,5,129.4,28.48,4.543,2.095,3.129,116.75,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,7,138.21,30.49,4.533,2.157,3.216,125.55,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,5,122.55,27.07,4.527,2.02,3.047,109.89,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,7,134.18,29.65,4.525,2.157,3.198,121.52,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_5d,3,7,122.51,27.07,4.525,2.084,3.169,109.85,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,7,144.76,32.05,4.517,2.217,3.296,132.11,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,7,123.3,27.31,4.515,2.028,3.087,110.64,15
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,5,127.87,28.34,4.512,2.085,3.06,115.21,25
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_3d,3,7,134.57,29.84,4.51,2.155,3.297,121.92,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_4d,3,7,115.2,25.57,4.505,2.018,2.952,102.55,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_4d,3,5,132.13,29.37,4.499,2.164,3.259,119.47,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_5d,3,7,125.59,27.92,4.498,2.072,3.216,112.93,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,7,136.92,30.46,4.495,2.111,3.246,124.26,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,5,127.27,28.34,4.491,2.082,3.057,114.61,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,5,130.55,29.08,4.489,2.112,3.068,117.89,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_5d,3,7,132.08,29.43,4.488,2.076,3.187,119.43,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP150_4d,3,5,140.58,31.35,4.485,2.196,3.457,127.92,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_5d,3,5,121.41,27.07,4.484,2.057,3.081,108.75,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,7,140.83,31.46,4.477,2.165,3.321,128.17,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,5,123.13,27.5,4.477,2.047,2.961,110.47,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,5,121.14,27.07,4.474,2.0,3.042,108.48,15
V15Q0G65M20g0.712m-1m,V15Q10G25M50g0.66m-1m,KP250_3d,3,7,129.12,28.87,4.472,2.1,3.238,116.46,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,5,129.99,29.08,4.469,2.117,3.092,117.33,25
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_3d,3,7,128.28,28.71,4.468,2.084,3.16,115.62,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_4d,3,7,120.98,27.07,4.468,2.043,3.094,108.32,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,7,143.53,32.13,4.467,2.216,3.412,130.88,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,7,136.43,30.56,4.464,2.146,3.196,123.77,21
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,7,150.13,33.66,4.461,2.258,3.49,137.48,17
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_4d,3,7,127.98,28.71,4.458,2.099,3.141,115.79,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_4d,3,7,135.9,30.49,4.457,2.153,3.198,123.24,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_4d,3,5,120.65,27.07,4.456,2.033,3.074,107.99,21
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,7,143.79,32.29,4.453,2.235,3.451,131.13,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP200_3d,3,7,141.58,31.84,4.447,2.252,3.466,128.93,19
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,7,142.39,32.05,4.443,2.186,3.289,129.73,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,7,120.87,27.23,4.439,2.022,3.03,108.22,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,5,119.99,27.07,4.432,2.008,3.004,107.33,13
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_4d,3,7,132.12,29.84,4.428,2.153,3.246,119.93,17
V10Q0G65M25g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,7,131.28,29.65,4.428,2.123,3.141,118.63,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_4d,3,5,119.84,27.07,4.427,2.006,3.072,107.19,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,KP250_3d,3,7,128.96,29.13,4.426,2.089,3.159,116.3,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B35_4d,3,7,150.14,33.94,4.424,2.222,3.508,137.49,15
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,5,139.13,31.45,4.424,2.177,3.367,126.47,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_4d,3,5,120.44,27.23,4.422,2.038,3.085,107.78,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_5d,3,7,119.66,27.07,4.42,2.039,3.111,107.0,13
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_4d,3,7,117.25,26.53,4.419,2.012,2.943,104.59,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_5d,3,7,119.51,27.07,4.414,2.041,3.048,106.85,13
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,7,130.68,29.65,4.407,2.12,3.138,118.02,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_3d,3,5,119.31,27.07,4.407,2.041,3.045,106.65,25
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_3d,3,7,141.56,32.13,4.406,2.181,3.367,128.91,21
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,5,124.86,28.34,4.406,2.075,3.017,112.2,25
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_4d,3,7,122.78,27.94,4.395,2.061,3.203,110.12,15
