date,ticker,forward_eps,analyst_count,has_consensus,eps_cy,eps_ny
20260625,037710,,,0,,
20260625,900290,,,0,,
20260625,002900,,,0,,
20260625,114190,,,0,,
20260625,182400,,,0,,
20260625,389260,,,0,,
20260625,203650,,,0,,
20260625,023410,,,0,,
20260625,298830,,,0,,
20260625,151860,,,0,,
20260625,003720,,,0,,
20260625,078520,,,0,,
20260625,000650,,,0,,
20260625,004310,,,0,,
20260625,018000,,,0,,
20260625,043370,,,0,,
20260625,200130,,,0,,
20260625,003120,,,0,,
20260625,472850,,,0,,
20260625,900140,,,0,,
20260625,121800,,,0,,
20260625,005430,,,0,,
20260625,001750,,,0,,
20260625,003960,,,0,,
20260625,004360,,,0,,
20260625,017890,,,0,,
20260625,475400,,,0,,
20260625,377460,,,0,,
20260625,092200,,,0,,
20260625,036710,,,0,,
20260625,220100,,,0,,
20260625,144510,,,0,,
20260625,002320,,,0,,
20260625,003920,,,0,,
20260625,065660,,,0,,
20260625,005010,,,0,,
20260625,053030,-185.0,2.0,1,,
20260625,267980,,,0,,
20260625,0001A0,,,0,,
20260625,404990,,,0,,
20260625,950170,,,0,,
20260625,019010,,,0,,
20260625,051360,,,0,,
20260625,382900,,,0,,
20260625,011500,,,0,,
20260625,394420,-220.0,3.0,1,,
20260625,078150,,,0,,
20260625,355150,,,0,,
20260625,004430,,,0,,
20260625,014940,,,0,,
20260625,112290,,,0,,
20260625,026890,,,0,,
20260625,334890,,,0,,
20260625,003200,,,0,,
20260625,217730,,,0,,
20260625,108860,,,0,,
20260625,000680,,,0,,
20260625,448280,,,0,,
20260625,000320,,,0,,
20260625,058970,,1.0,0,,
20260625,290690,,,0,,
20260625,017860,,,0,,
20260625,0030R0,,,0,,
20260625,462350,-1132.0,1.0,1,,
20260625,416180,,,0,,
20260625,009470,,,0,,
20260625,206640,,,0,,
20260625,348950,,,0,,
20260625,125020,,,0,,
20260625,251370,,,0,,
20260625,357550,,,0,,
20260625,065710,,,0,,
20260625,037270,,,0,,
20260625,439090,,,0,,
20260625,067390,,,0,,
20260625,084850,,,0,,
20260625,0082N0,,,0,,
20260625,180400,,,0,,
20260625,036170,,,0,,
20260625,088260,,,0,,
20260625,461300,,,0,,
20260625,098120,,,0,,
20260625,023760,,,0,,
20260625,475560,,,0,,
20260625,000050,,,0,,
20260625,134380,,,0,,
20260625,000480,,,0,,
20260625,045390,,,0,,
20260625,000540,,,0,,
20260625,314130,,,0,,
20260625,000490,,,0,,
20260625,095500,,,0,,
20260625,044450,,,0,,
20260625,003520,,,0,,
20260625,025000,,,0,,
20260625,094480,,,0,,
20260625,028100,,,0,,
20260625,036030,,,0,,
20260625,459510,,,0,,
20260625,136490,,,0,,
20260625,308430,,,0,,
